,2008-04-01,2008-06-01,2010-01-01,2010-04-01,2011-04-01,2011-05-01,2011-06-01,2011-08-01,2012-04-01,2012-06-01,2012-10-01,2013-03-01,2013-12-01,2014-01-01,2014-02-01,2014-05-01,2014-07-01
0,-0.02666680594779436,-0.038007563854568716,-0.0052135285637375794,0.030200752250391538,0.02058321494512505,0.011820705840874357,0.0004959558796762131,0.045633612368035426,-0.06409871810241619,-0.017180630698252486,0.000593619655662625,0.002306959683670229,-0.0714285678221418,-0.028947650729258978,-0.008169826129496238,0.02852589781842685,0.01595801402802799
1,0.020452361317889967,-0.05906270663498159,0.005266106822860106,0.006715607429518933,0.033702377017884366,-0.02189186388462705,0.0029172427763834996,0.06051855498849612,-0.023810004374266835,-0.001792721326356439,-0.018454494206708638,0.008626747042524752,,-0.026034791728291484,0.011360625970217697,0.029118545105958127,-0.015997214882923938
2,-0.01842284841518893,-0.058303481833481996,0.011744290575934624,0.02695592147201431,0.032516993637563996,0.0003917624678400067,-0.00803135868281446,0.1358943169078839,0.0003862148996982562,-0.036024615113283254,-0.02080228590373423,0.0009468707244810748,,-0.0022059382127666005,0.012475904950261185,0.04196850245186434,-0.010745771610058075
3,-0.034451730508078704,-0.10404784278451595,0.030824222080145347,0.03068956913151588,-0.016304014764849217,0.009549051519137208,-0.014713599935351596,,0.038398156776335846,0.0075773623337545,-0.013003741060791274,-0.0028318152404611663,,0.0050609509195340685,0.029615921506444653,0.05406243217812534,-0.023943361167521493
4,-0.034253586367808175,,0.05534809673949859,0.02392207113514777,-0.008933618109491004,0.017055364595077283,-0.11896479393824233,,0.09193607204034393,0.004880907852331973,-0.0029512661384298866,0.012583567601155865,,-0.013553858569497645,0.0293886986390115,,-0.009251307144333643
5,-0.05395228448216205,,0.056500960422211755,0.004817929576582447,0.0027231275057353344,0.017391992115226795,,,0.09758956406995356,-0.001979028915626291,-0.019369708323972112,0.0193394184195419,,0.0009195806429738163,0.007068800990005952,,-0.030409576226599233
6,-0.10666101967018538,,0.054461417068813134,0.013218075914805283,0.027603843250770144,0.0009167473404723125,,,0.14490507046060586,-0.0038560218882626174,-0.004652819215608339,0.027082067956095024,,0.014668133769909275,0.01929590434080919,,-0.03411367169541846
7,,,0.04226253396404367,-0.009818756455898026,0.03758485218506369,0.007508735860457527,,,0.11008779555471104,-0.006748426527194873,-0.018009308980871275,0.013882079813928083,,0.003122726261223896,0.11969483014986748,,-0.0439258245209162
8,,,0.027085706565781464,0.030090609143785585,-0.004937574412628543,0.013988357589589828,,,0.14288993900211633,0.0027819333962848525,0.0033845947036938995,-0.00668082373848744,,-0.025911594390975345,,,-0.07685787659204224
9,,,0.017114384912595426,0.012961255208128186,0.027297156861887828,0.04219735674322811,,,0.11964852380140467,0.0006034204719189695,0.0007701942622846403,0.0034835369318559906,,-0.031247203826086256,,,
10,,,0.014146807906434411,0.026234498075192292,0.005433245984203694,0.032692504888852,,,0.13987792318386294,-0.028212749976217477,0.0047450640016521994,0.00021812465824999627,,-0.014027858873967514,,,
11,,,0.03586714641460009,0.08388116097541198,0.01640940178417516,0.060449906253586594,,,0.1562915358905097,-0.014404526718874155,-0.009474933952621889,-0.020353701953641057,,-0.01899784717795905,,,
12,,,0.02246337528726583,,-0.002018461631727586,,,,0.1601614239237068,-0.015003836772171208,-0.009782237555695517,-0.037762112961544414,,-0.03036173055358926,,,
13,,,0.04186395495927808,,0.027825612404278832,,,,0.18119854399155377,-0.02848318374528258,0.0006691944148928819,,,-0.04660215179207139,,,
14,,,0.03715417011891864,,0.029423996157337484,,,,0.16433230760951423,-0.017548999726491488,-0.024526652252465198,,,,,,
15,,,0.013076269431261167,,0.06178033383206838,,,,0.12247642805532744,0.01440257924258459,-0.049951575272213056,,,,,,
16,,,0.009450981734911323,,,,,,0.14466871221342714,-0.005210897901964273,,,,,,,
17,,,0.012923305159720844,,,,,,0.1518558712978253,0.006090059642129386,,,,,,,
18,,,0.008813015540555469,,,,,,0.14825508652558117,0.024683322594380996,,,,,,,
19,,,-0.007498006598787299,,,,,,0.15641185942860814,0.008021383934677662,,,,,,,
20,,,0.007409161237927897,,,,,,0.1522382928449315,-0.009932884432601874,,,,,,,
21,,,-0.026111097153758145,,,,,,0.16305680411265655,-0.009319820459095851,,,,,,,
22,,,-0.012292533619947754,,,,,,0.17917019278270718,-0.0397547371528173,,,,,,,
23,,,-0.018606254578972248,,,,,,0.1793555389149626,-0.011668042402478207,,,,,,,
24,,,-0.042597775508153024,,,,,,0.18815198465265626,-0.0019406420608714114,,,,,,,
25,,,-0.029753452454101215,,,,,,0.19825317222172556,-0.012976493827913771,,,,,,,
26,,,-0.001616841144708836,,,,,,0.18823116118387384,-0.013317294438873972,,,,,,,
27,,,0.014304900540906829,,,,,,0.18063625477600542,0.007968623706627653,,,,,,,
28,,,-0.0019640807963505758,,,,,,0.1334709615093268,-0.0020940911774980364,,,,,,,
29,,,-0.026002760140402703,,,,,,0.1292590577497279,0.013257294914568174,,,,,,,
30,,,-0.04693748999407177,,,,,,0.14824467973837674,0.02015974394455622,,,,,,,
31,,,-0.06708021460681435,,,,,,0.13599035805176873,0.019856392381973897,,,,,,,
32,,,,,,,,,0.11977700305575256,0.049670570018959914,,,,,,,
33,,,,,,,,,0.12365448838127602,0.14470169091413077,,,,,,,
34,,,,,,,,,0.12999149041351155,,,,,,,,
35,,,,,,,,,0.11402637841189067,,,,,,,,
36,,,,,,,,,0.06841830264266191,,,,,,,,
37,,,,,,,,,0.08158704265613315,,,,,,,,
38,,,,,,,,,0.08179913688312634,,,,,,,,
39,,,,,,,,,0.11003353508556302,,,,,,,,
40,,,,,,,,,0.1507664749301041,,,,,,,,
41,,,,,,,,,0.14253760310168895,,,,,,,,
