,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-07-01,2015-08-01,2015-09-01,2015-11-01,2015-12-01,2016-01-01,2016-03-01,2016-05-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2017-01-01,2017-02-01,2017-03-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-08-01,2018-10-01,2018-11-01,2018-12-01,2019-02-01,2019-03-01,2019-04-01,2019-07-01,2019-08-01,2019-09-01,2019-11-01,2019-12-01,2020-01-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-02-01,2021-03-01,2021-04-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-06-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01
0,0.013868382827096903,0.053103402334507166,-0.02829518960369004,0.023602308189518695,-0.08752408556530566,0.00948109783156581,-0.07939202517047583,0.07454827901464522,0.009143571009981866,-0.0036324734136168324,-0.025266715310940047,-0.01636198321025928,-0.004822434744641724,0.008111706511154892,0.015008932760722793,-0.03300186618984391,0.01920466991371761,0.02938394347320661,-0.042295349469695376,-0.0166239388449978,-0.025085933144118222,-0.010386196653463742,-0.0006566364541020775,-0.0013245330122919619,0.023829630389236245,-0.0159905851278348,-0.0061044583587404055,-0.030612329197348576,-0.012893153749518937,-0.00758212879702258,0.006289428095726635,0.005731374624110996,-0.037461189093207725,0.03198325933849766,0.024573309328669524,-0.001124781263108332,-0.03440755371820092,-0.0002824182226208727,0.0067106031485058,-0.0019153940287934823,-0.0036914444978850547,-0.013427721767431677,-0.017836018835781342,-0.034537354583673574,0.004576272820957961,-0.18911571886185596,-0.010949686217798016,0.008030242482963912,-0.006036123693954787,-0.03153847614719174,-0.01626165575130556,0.007306974052625481,-0.023302985192616976,-0.01303273992688192,0.002487160044859049,0.0021762607230502162,-0.014759374595427532,-0.01133618065840114,-0.03311989370567425,0.015440899131181851,0.028494495439072898,0.01074146915644758,-0.0017815373057352701,0.03211326193012032,-0.00041804958294822114,0.00696666344720942,-0.011333736592163746,0.027923584047498284,0.020441645790678198,-0.009291740264685266,-0.024295688610726618,-0.056511231902075965,0.003088883501090045,-0.0035243819660917275,0.023659420179020785,0.006075818189374971,0.006627638190971785,0.03470389627791515,-0.027629622462075343,0.019262295352744374
1,0.0006424533688447198,0.06816295736445044,,0.03677114561807304,,0.009653814617480494,,0.0813110215759072,0.0011512815764791462,-0.01524656486315168,-0.04380393287858064,-0.03539915438404195,0.03237392560938579,0.006046897485843861,0.011331375399021404,-0.017089364253093375,-0.020688362047311948,-0.0025196142201588945,,0.0032827418319829604,,-0.00722504480251196,-0.00045313665811752557,-0.014572896037100769,,-0.01920820464831774,-0.005306718032239477,,-0.01078575474654131,-0.00965746891054664,0.00810755320128842,0.011969870313391251,,0.034258288733111986,0.023002688155804085,-0.03522390486684035,,-0.002460006858181707,0.004085667914728308,-0.011213688315435899,-0.007274163855946814,-0.01995126567398109,-0.012794693770397991,,0.015476841828170551,,-0.017575296096524085,0.02479938345056465,-0.0027728684621184385,,-0.02897690155518018,0.00590205319465964,,-0.005825397055282622,0.038963055382398526,0.031258797159045226,-0.021256166471043336,-0.011428788734681117,,0.0036743320325529627,0.026606395655263126,0.016986298704280145,-0.02575586855643408,0.06363390240361322,-0.023599431647924884,0.007610183988507657,-0.025549100110988654,0.023642736037988277,-0.009082325046920747,-0.015788399055923996,-0.01065044439987961,,0.021019045473937847,0.0014604262344604102,,0.027808343691115844,-0.019033910037330903,0.05069091018121319,-0.060962277119903874,0.018415559088597044
2,0.02888331003061828,0.08395390838227668,,0.11967828426092342,,-0.025835852704194417,,0.04867891079184483,0.04032365841716068,-0.004024183289837779,-0.06307337000006741,-0.04696048631255989,0.03725971678814144,0.01935523715673071,0.024561270158328874,-0.027121404068862542,-0.03696994453029312,0.005756763263069287,,-0.015721083887629383,,-0.007778063376243871,-0.0007453963705263966,-0.027910406527121623,,,0.006919724741445865,,-0.017946415935165216,0.010059780366925564,-0.00074582626394748,0.015196018704275449,,0.036086567797835034,0.0349098642977097,,,0.00192699353190795,0.012781936094002688,-0.010335607610966857,-0.006159210173232399,,0.006816800591008754,,,,-0.013972169600679818,,-0.0024561779568359476,,,0.008768636638315286,,-0.009438368116769347,,0.1023706635917696,-0.04312676814242211,-0.024535266916382747,,0.006734906451229872,0.02712706739817583,0.010554135072358584,,,-0.010644286297166072,0.0260665850627122,-0.02861506588385243,0.0005029417551967175,-0.00865220893095131,-0.008774670575031784,-0.004429071778787375,,0.052965811708399535,-0.004206235784466106,,,-0.04744253899186801,,,0.01824213309073275
3,0.0435643511066619,,,,,-0.029547256493873908,,0.03694410635283063,,-0.00516656583453079,-0.06814563133331997,-0.031288718398630344,,0.036852505481522524,0.06341022384598771,-0.04075759255940259,,-0.02567087906002663,,-0.027103653240436287,,0.0012408180438812089,-0.004525500089340273,,,,0.0004746438046971946,,-0.026867679495185204,0.0059784478737194835,-0.0005341156604308228,0.007542586345094193,,0.03131232715163712,,,,-0.005805385112728878,0.01126523559016368,-0.01286738938633647,-0.011772072994555849,,-0.014689336960123534,,,,-0.01673737322765878,,0.017546659851748858,,,-0.013976846580250779,,-0.014773046656360478,,,,0.028766804282298386,,-0.007959387004392138,0.013496889057750705,0.01915001480179379,,,-0.019284709983680592,,,-0.002104635036820124,-0.02891181395011211,-0.022408522207566284,-0.0055125126544144365,,,-0.05687495332440262,,,,,,0.01834459598225191
4,0.01353438045480182,,,,,-0.026199981233523406,,0.033902239738865525,,-0.026395991632342852,,-0.020342838442080957,,,,-0.042052802700445646,,-0.02584540519958023,,-0.023921551378832007,,-0.004815029760694145,0.008691588406176454,,,,-0.010556354729673423,,-0.02235077196906965,0.00658841815362754,4.108559367632658e-05,-0.001331635870250869,,0.030541446424343643,,,,-0.017432230161594564,0.017715697557136867,-0.03128792022461857,-0.013037688275874704,,-0.0043334644548744805,,,,-0.04899643641322449,,0.024384329981754105,,,-0.006429051416277254,,-0.02471295781571614,,,,,,-0.006889082315057138,0.011536897237422794,0.021596987934142886,,,-0.014126588645915206,,,0.008487898032941033,-0.019847293385917286,-0.009387714836995409,-0.003401617176983507,,,,,,,,,-0.01416404381265024
5,0.020724857912259642,,,,,-0.028348244389261534,,0.027997880340381975,,-0.05553326591129393,,-0.015079398915605502,,,,-0.047714036070245935,,-0.019744770418433477,,-0.02036085049638814,,-0.005792881052710364,0.010173435664609265,,,,-0.00956490939362098,,-0.02994460059950299,0.01054131792701729,0.01766506627536768,-0.009652361839247448,,0.04125859942583876,,,,-0.02019175149237462,0.02762044789355178,,,,-0.012842226311115645,,,,-0.0347092709417538,,,,,-0.008609482036425753,,,,,,,,-0.02032100643040513,0.03641885191090277,0.026627872475994296,,,-0.04054385413996853,,,-0.013051290061194765,-0.021249914913835433,-0.0029434394878407044,-0.011416329926640323,,,,,,,,,-0.00028637702777944973
6,0.007433706866310397,,,,,0.02305967292364408,,0.045810822449871225,,,,-0.026203544343298413,,,,-0.030685677909966014,,-0.019135710747910428,,0.0021940758545127004,,-0.003936647871195298,-0.0032049957148787556,,,,-0.004241122501788652,,-0.01880061549894463,0.0072396320796515035,,-0.006414649439907105,,,,,,,,,,,-0.004004718913035443,,,,-0.024564365909475416,,,,,-0.002449495924376155,,,,,,,,-0.004085263713083709,,,,,,,,0.006889742091093387,0.0023789215031584376,-0.0022934497695790146,-0.028126489915557773,,,,,,,,,-0.0017953721417585111
7,0.014284204543841605,,,,,-0.03011187724736497,,0.044521481083968695,,,,-0.011889219797426076,,,,-0.025621282612423357,,-0.009456142280809265,,0.010154887538346813,,0.005036838581270686,-0.00738178091463304,,,,-0.009101990609209132,,-0.015915332535116233,-0.003106525187985154,,-0.015585432579542813,,,,,,,,,,,-0.007115822579882192,,,,-0.025418503305655538,,,,,-0.022084371028055827,,,,,,,,0.0063042712372034515,,,,,,,,-0.02422393952243751,0.022444431376675844,-0.0045057492117561715,-0.061999224510410844,,,,,,,,,-0.02640330191174467
8,0.015884438264832212,,,,,0.03356371112954992,,0.05892814089961451,,,,0.012361765940198666,,,,-0.05724236878702049,,-0.030282152725791267,,0.008051932752185742,,0.00418548006623265,-0.020209700212943105,,,,-0.01685521297996395,,-0.021560061790106833,0.002868879041488359,,-0.01733058896421169,,,,,,,,,,,0.008801369964375638,,,,-0.02150691477979816,,,,,-0.018476087506945404,,,,,,,,-0.02796123914223303,,,,,,,,-0.01829321175217835,0.00680540515007122,-0.016741474693585,,,,,,,,,,-0.017874804907837438
9,0.012904207423163117,,,,,-0.08568334970578118,,0.06994495091782493,,,,-0.0068806067110249725,,,,,,-0.020698275830648205,,0.019980682693086393,,0.0015889615000284074,,,,,,,-0.024721418131098183,-0.008415382954283013,,-0.009433643928899116,,,,,,,,,,,0.01070053080358635,,,,-0.021418523826554736,,,,,-0.017746739264411282,,,,,,,,-0.018916237357060606,,,,,,,,-0.022069872891390174,0.00390937653959833,-0.007295067684089496,,,,,,,,,,-0.017285443550803636
10,0.02772742438174869,,,,,,,0.09034646530688217,,,,-0.025226528103948098,,,,,,-0.0341451878792034,,0.01148903673631807,,0.002936195437704736,,,,,,,-0.019066158993314986,-0.006693672362160896,,-0.008814021530468619,,,,,,,,,,,0.013577272912907112,,,,-0.023421768539603427,,,,,0.00251314980621542,,,,,,,,-0.01646623542324166,,,,,,,,-0.02406428003625094,0.024975458566895536,-0.015016971529001166,,,,,,,,,,-0.007700685146671438
11,-0.009818122191914913,,,,,,,0.07975318152147937,,,,-0.033484195483231005,,,,,,-0.026984512954198348,,0.014784681711172087,,-0.010026003351927937,,,,,,,-0.02723473708427493,-0.01685622701690992,,0.011471471749004092,,,,,,,,,,,0.014313857834903132,,,,-0.02904946634115757,,,,,0.0022667281630823766,,,,,,,,-0.02788148557051784,,,,,,,,-0.02676907446765653,0.055134547414031676,-0.026857057311983956,,,,,,,,,,-0.03825956451082102
12,0.027803056311973107,,,,,,,0.06579310655132131,,,,-0.002545555158181001,,,,,,-0.00524540877961388,,0.024188703384626198,,-0.012980827306664278,,,,,,,-0.03312339800891828,,,0.008857115936873328,,,,,,,,,,,0.004540057694893296,,,,-0.03951735166559622,,,,,-0.005161455384580016,,,,,,,,-0.04571592596847873,,,,,,,,0.020304603671421395,,,,,,,,,,,,
13,0.029930576941850306,,,,,,,0.05823896588522226,,,,0.005547586537754334,,,,,,-0.031095555242355744,,0.00365427766768045,,-0.004925313136378673,,,,,,,-0.019028344416935683,,,-0.0008398472108646082,,,,,,,,,,,0.022930313259913238,,,,-0.03738476786342626,,,,,0.003602388134537282,,,,,,,,,,,,,,,,-0.02007323320912824,,,,,,,,,,,,
14,0.04999957026358559,,,,,,,0.044872540293935614,,,,0.008779260850563242,,,,,,-0.047001029348982426,,-0.052241621079008205,,-0.00440227217380551,,,,,,,0.0025988028639905014,,,0.0016166213739412516,,,,,,,,,,,,,,,-0.03470507162130465,,,,,0.008536154681038077,,,,,,,,,,,,,,,,-0.008406616364646124,,,,,,,,,,,,
15,,,,,,,,0.01670623456621545,,,,-0.005642846739767338,,,,,,,,,,-0.005772551345410104,,,,,,,-0.013730929529474745,,,0.003322936203549398,,,,,,,,,,,,,,,-0.03159319236514513,,,,,0.005208086725574379,,,,,,,,,,,,,,,,0.005560669310930466,,,,,,,,,,,,
16,,,,,,,,,,,,-0.012306731426921624,,,,,,,,,,0.003458195513884821,,,,,,,0.0008066573287077716,,,-0.011216846700493832,,,,,,,,,,,,,,,0.001255300807689208,,,,,0.004991728768265258,,,,,,,,,,,,,,,,0.008026349182262749,,,,,,,,,,,,
17,,,,,,,,,,,,-0.013554865434298957,,,,,,,,,,-0.005641331089096369,,,,,,,0.007042485913809404,,,-0.02182015643159474,,,,,,,,,,,,,,,-0.025989610841113953,,,,,-0.0003477792974728722,,,,,,,,,,,,,,,,0.01426358851127163,,,,,,,,,,,,
18,,,,,,,,,,,,0.002337836129292281,,,,,,,,,,-0.009085948749415262,,,,,,,0.0108624669340045,,,-0.04193656954531333,,,,,,,,,,,,,,,,,,,,0.013601559887068237,,,,,,,,,,,,,,,,0.021171758535555307,,,,,,,,,,,,
19,,,,,,,,,,,,-0.006979317725982703,,,,,,,,,,-0.008181734811670172,,,,,,,0.013838276262177152,,,,,,,,,,,,,,,,,,,,,,,-0.004203160022479224,,,,,,,,,,,,,,,,0.05043345572338365,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,-0.021648892867158764,,,,,,,0.029054003143033524,,,,,,,,,,,,,,,,,,,,,,,0.005067336239340303,,,,,,,,,,,,,,,,0.036177937622016376,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004426678516810334,,,,,,,,,,,,,,,,0.050438309443649354,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08242268508909745,,,,,,,,,,,,
