,2015-02-01,2015-04-01,2015-10-01,2015-12-01,2016-01-01,2016-02-01,2016-07-01,2017-02-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-09-01,2017-10-01,2018-02-01,2018-03-01,2018-12-01,2019-04-01,2019-05-01,2019-08-01,2019-12-01,2020-04-01,2020-10-01,2021-06-01,2021-09-01,2021-10-01,2021-11-01,2022-04-01,2022-11-01,2023-01-01,2023-03-01,2023-05-01
0,0.006547132189512972,-0.006288690144114595,-0.029492591339614016,0.036847128654861394,0.005682773070732172,-0.019532294694223795,0.0019603364991036543,-0.010622460512449639,0.004576025231080028,-0.01224423046178924,0.0028085229554588587,0.004385610350703728,-0.009269602345088224,-0.010444432069330434,-0.01395114736587244,0.02936498271124499,-0.004754616752501328,0.021658601137960476,-0.0033323624435466215,0.021037419035699667,0.10549846807589058,0.014677780945452912,0.009248189925459727,0.028473186237129466,-0.0005089536268425565,-0.021488908647548155,-0.0008323092050304126,0.021605838869615646,0.011247081765895617,-0.005150999269963652,-0.01652967342430034,-0.009090306077066401
1,0.010628361169270573,-0.02404880557618405,,0.027298003941343962,0.039452424265776,-0.03402864333564515,-0.00287801451428904,-0.016933351318536793,0.006354741407007092,0.002513418200386197,0.021725965257967772,0.0015499776180316616,-0.012070579325160313,-0.02202420692026097,0.019843850209421143,,0.000534652066704111,,0.004332470070912531,0.005875238911374092,,0.018968749796327233,0.02572813812593333,,0.0010808938044342131,,0.005966522971256438,0.028898791098026955,0.015443181309653387,0.0051044615757560585,-0.028188963055959304,0.000535529174479521
2,0.04419422725630007,-0.03490970307134811,,0.007452378359256273,0.04827611113141961,-0.050628168983467337,0.018155582663296643,-0.015494428471929389,0.005285958216937114,-0.0012510768125941762,,-0.01285441181438618,-0.010921847549311359,,0.01750539403264373,,-0.003202142747242065,,0.005663942403341671,-0.022010997299609203,,0.017090091329890478,0.008848141426662792,,0.004398347138805603,,0.01828154279695493,,0.020593524242006778,0.030258403592025473,-0.028842498519821236,-0.008292593608834053
3,,-0.056673364887195765,,0.00867379117769429,,,0.023318486049763276,-0.023766547898366186,-0.0020023132441858715,0.006291238935045018,,-0.02106779637182099,-0.013983271600178426,,0.01189735234496081,,-0.006848803528457181,,-0.0004024958623524144,-0.041795896324599235,,0.021954295227258336,-0.007578618718140584,,0.002052426410686925,,0.013135631629388023,,0.026320936832956443,0.032876986242084794,-0.048100090497360304,-0.011939444504659225
4,,-0.08722038991571557,,0.013159136082579903,,,,-0.018343517413562882,0.00010741319663420956,-0.000367830821723647,,-0.015742686899053115,-0.020504034719426745,,0.014558052649209063,,-0.02117612001799618,,0.0003118616872966884,,,,0.0037843921159492755,,-0.00028170043247977006,,0.03712204543565356,,0.01493287634052165,0.035287304172262335,,-0.03229165574208204
5,,,,-0.04887345400567655,,,,-0.02436008240796994,-0.004536869000625332,-0.0031817994567922003,,-0.023158085332929068,,,0.015389654532003805,,,,-0.0057813394244222716,,,,0.0003123927658186254,,-0.009445946009339679,,,,0.010747644681305957,,,
6,,,,,,,,-0.031406247668378295,-0.0007059003599949598,-0.009379157184295828,,-0.0158683211961258,,,0.014868295873082138,,,,-0.009819281011313796,,,,-0.009454515329206048,,-0.005356521505607725,,,,0.019684786388040276,,,
7,,,,,,,,-0.011433590063304244,-0.0023579333930880964,0.012592388566744162,,-0.008848155906875044,,,0.029157576977256516,,,,-0.008067525210513682,,,,-0.005210371816632087,,-0.01375056612508141,,,,0.019671459860767904,,,
8,,,,,,,,-0.016925675357668313,-0.003296693829517139,0.022811708714064793,,-0.005132596650360366,,,0.011484210476570444,,,,-0.0010871367285443245,,,,-0.003127370040736821,,-0.007423947096987016,,,,0.02517851054790321,,,
9,,,,,,,,-0.01573894431350209,0.0007845715437375667,,,0.0006810598772358789,,,0.008458883731679467,,,,0.0011639900110536061,,,,-0.014127809146702308,,0.0049588757490255375,,,,0.019803501153831338,,,
