,2015-01-01,2015-11-01,2015-12-01,2016-01-01,2016-05-01,2016-06-01,2016-10-01,2017-02-01,2017-09-01,2017-10-01,2017-11-01,2018-01-01,2018-03-01,2018-04-01,2018-05-01,2018-07-01,2018-08-01,2018-12-01,2019-04-01,2019-05-01,2019-09-01,2019-10-01,2019-11-01,2020-01-01,2020-04-01,2020-10-01,2021-01-01,2021-02-01,2021-05-01,2021-06-01,2021-12-01,2022-01-01,2022-03-01,2022-05-01,2022-07-01,2022-08-01,2022-09-01,2023-03-01
0,0.039617856753430214,-0.03753566581900314,0.048462871673794705,0.004160470267634664,0.027169586755594777,-0.014397645792284683,0.03472011060096869,-0.028581794894661727,0.011350257566241195,-0.006227814437315127,0.0022088428841631202,0.01161174700268397,0.017807391016457785,0.0065148686790852395,0.03756625207830207,0.04187519795103889,-0.009349778092746286,0.022519829147359616,-0.026191146731434856,-0.022496575971861166,-0.015985894456979954,-0.012814036500053083,-0.05850542434923045,-0.025651944992007403,-0.018490374080723404,0.011107055880858141,-0.017863000317616118,-0.04402822493518621,-0.012301777392214719,0.04254949180275758,0.01858714717653276,-0.0125766634849378,0.00145703472655212,0.04848800134390774,-0.004324683684783226,0.07782136033026132,-0.0034675854496470926,-0.027982784071866496
1,0.020746819991835475,0.029520773488046936,0.058526366119640016,0.0263966091027924,0.03256207561411473,-0.0032719044222250665,0.011468717682159069,-0.009388919010256624,0.03247327915616305,0.02172654742909841,0.018524986419381273,0.020172744163839962,0.01038331716374108,0.01890428014418477,0.08388855941984515,0.0238920122009455,-0.014895839294568614,0.018464191567949317,-0.059409996781954355,0.0009579067370530936,-0.019993922042719214,0.007660903082282955,,-0.04215203712593674,-0.03456421461333914,-0.03864283520455358,0.0328960992038585,-0.023364329415106022,-0.011261403839281092,,0.02371015178186775,-0.011788494270878802,-0.03208716445732107,0.0625192541118933,-0.011968879313810188,,0.0033433433191545348,
2,0.00021047870194035312,-0.030598096244004225,0.015568060281487384,0.02682068777330804,0.014335621804169807,-0.03234014976124737,0.013056044097388364,0.0058259518164544,0.058642064477006706,0.006911395785580199,0.01528563363418578,0.023961319711720996,0.009109053561326519,0.0052414805605458525,,0.024870123940707978,-0.015563078808200848,-0.01451949373464334,,0.010944861851528653,-0.0015549696096990306,0.003265005440485913,,-0.05266853896819268,-0.01121210746536061,-0.036482462653063985,0.00928076219341456,-0.06792560696479288,-0.026078486936439882,,0.016600418895678648,-0.019626952652449736,0.031365067508117406,,-0.015067802749233916,,0.03257748707150232,
3,-0.03746746449635596,-0.05667543330714797,-0.03106561040888578,0.021376280079869026,0.013571595790743962,-0.018067067972982118,0.018875672468153804,0.030852029208340626,,-0.005760893287706237,0.04205875547395821,0.015765502942772347,-0.03931866522552241,0.03299425109296861,,0.04583962559593069,-0.005412323952693088,-0.07052621713317953,,0.0049723565261659,-0.015216445469150797,-0.006874797606342131,,-0.04913675201233825,-0.007947557306854813,-0.029142971587320377,-0.004174204047473484,,,,0.027734277538903895,-0.006416353270613406,0.005330680891938,,-0.030757623246720822,,0.03381432947743823,
4,-0.06515898970547562,-0.03268565585172878,-0.05022275976462698,0.03364743855244556,0.005665289311526878,0.017767771055328188,0.022723722011615655,-0.07002468753186941,,-0.01057421933104341,0.044531361754262866,-0.00837836344824705,0.0049633874837535785,0.03277907687885273,,0.028097188091619985,0.006071299381186002,,,0.008156156933679881,0.0020178506207886304,-0.012671389577946224,,-0.06966555729001067,-0.011124513707389871,0.03136645047016162,0.0030618384829668166,,,,0.019780547114665148,-0.06296279159849338,0.00642732981800731,,,,0.05900485034618952,
5,-0.0778761050795731,-0.11709331222123498,-0.09538895486409249,0.03531896891530739,0.05315145299191715,0.025654905555770505,0.033113583317177175,,,-0.0567028393918394,0.08001537002596426,0.002706352989682248,0.031229952688286655,0.02775141750155985,,0.03743957386687591,0.001665235579946911,,,0.02392788678208735,0.002753993790993503,-0.016845450349839863,,,-0.004793542025894659,0.03127433614280095,0.022846605306379386,,,,0.01613731063597046,,0.028111330073170127,,,,,
6,-0.06127398887586111,,,0.02237328344971734,0.08041121021972086,0.010913979376635366,0.03253586972054334,,,,,-0.011780278880051842,-0.017163099026931583,0.021523139200286145,,0.002177185650452329,-0.009539577637887486,,,0.007369323818169793,0.0021346096386427593,-0.008227536902224442,,,-0.04237481702331802,0.052799866183092625,0.003277279781389808,,,,0.010235758458993938,,0.0031318402955178293,,,,,
7,-0.09361967885308231,,,0.013231522928753292,,0.030001385524466143,0.02729775841564419,,,,,0.01740309765992132,-0.01434488337518669,0.028792142279322697,,-0.0002683533209079103,-0.021105396993523984,,,0.01225918365800327,0.006512113649950413,0.004483845266401554,,,-0.03335344215322933,,0.007587847772876577,,,,0.0462431058223417,,0.04908904655222379,,,,,
8,,,,0.004004482776247875,,0.06829444346919418,0.006443497824961009,,,,,0.03888757907680729,-0.012292535087312206,0.023440767022663955,,0.0057304498350626565,0.011200491302919557,,,0.026969290098966425,-0.0015218060652466558,0.005672263282642032,,,0.004423174804782715,,0.0030182683860069393,,,,,,0.04058859395661352,,,,,
9,,,,0.06534456570491887,,,0.01385184877107748,,,,,0.012831557982986297,-0.052178215285034746,0.017130635714230014,,0.017692546685342703,-0.021811874675332188,,,0.02868570382607194,-0.019556982706901538,0.01300306298082643,,,-0.0038539295152100195,,0.016436946189861912,,,,,,0.046955086411104796,,,,,
