,2005-01-01,2005-06-01,2005-10-01,2005-11-01,2006-02-01,2006-03-01,2006-04-01,2006-08-01,2007-01-01,2007-02-01,2007-05-01,2008-08-01,2009-01-01,2009-04-01,2009-08-01,2009-11-01,2009-12-01,2010-04-01,2010-08-01,2010-10-01,2010-11-01,2011-03-01,2011-06-01,2012-01-01,2012-06-01,2012-09-01,2013-11-01,2014-03-01,2014-07-01,2014-11-01,2015-02-01,2015-06-01,2015-08-01,2015-12-01,2016-01-01,2016-02-01,2016-07-01
0,-0.006333738435346348,-0.017536559413944275,-0.0159407993002203,-0.045779183532425716,-0.010215353888414658,0.006064860817397211,0.03481871482898713,0.020851743676952417,0.004838341684223257,0.00539230589755757,0.012330232112224948,0.06955870616924331,0.045717224856417715,-0.02844328792037354,0.08448918445642217,-0.024992376869711563,0.06341466654845185,0.013058994084235387,0.026535940807602465,-0.07830751150656745,-0.002634289250890376,0.03271765404656701,0.03307741137273901,-0.027669583184574797,0.07468858020965374,0.10137215363553498,0.015336741670380682,-0.0424457559957756,-0.014805614030045433,-0.009411910159451642,0.012235579484071613,0.004977345680047263,0.024964252020010402,0.037927311478267,0.06250828314186485,-0.020627339453537008,0.02043061109847555
1,-0.01444418704153283,-0.022766034471634722,-0.03876253197476753,,-0.0028301112665372052,-0.01377789957756237,0.07387292012360147,0.04721366149956996,0.005568473905254834,-0.04029405141602149,0.01836979819693685,,0.0038065161217462062,-0.05895335692608317,0.0228529364179062,-0.022531276273878298,,-0.01123130702875974,0.004939797602179219,,0.02748107302405378,-0.005095621162043429,,-0.003148921862591969,,,0.018499841070556577,,-0.011278917894539386,-0.014537452328116318,-0.002011730301418879,0.0011751973337676969,0.014673909770325455,,0.05262955218916421,0.007867173393150129,0.03026506867768486
2,-0.01475982441855761,-0.0417594409498645,-0.058671549354956554,,0.0012584907693069525,-0.026546909487899395,,0.014960719156950297,0.018673727393508033,,0.03955498891493825,,0.07319715616768008,,-0.017378213370929263,-0.03639593685493381,,-0.005082983391127449,0.00481038357516983,,0.017198464159684512,-0.014369249581662302,,0.018186210487963983,,,-0.02676631101296323,,-0.010213148436928776,-0.03184233533467107,0.026572232867766,-0.08063636702870336,0.003835987353842274,,0.017948516444527662,0.03991901331224179,0.042093224068602275
3,-0.020685790135469118,,-0.04581470658610831,,-0.005148801525909796,-0.03593210190897311,,0.019542923277672042,0.025157924435325274,,,,0.10141297173081476,,0.024479862552191367,-0.023014181052064764,,-0.0005160888368052063,-0.0006491788546973964,,0.06670961276786169,-0.031266284285472956,,0.023326270649375758,,,,,-0.043845621139448454,,,-0.09664917646491067,0.05219156835012084,,0.009673983738093916,0.03159242465488088,
4,0.05518015147198119,,-0.07335661180644415,,-0.011307241735132312,,,0.031337687918449486,0.012448212947755888,,,,0.10867964046898138,,0.08597842216352847,-0.048316644489299954,,0.04264134128675723,-0.0004240795292504984,,,-0.011998520466861784,,-0.007213373079702379,,,,,,,,,0.0828180392735347,,-0.012601220853644346,0.0477400246792552,
5,,,,,-0.020653282724516497,,,0.04373780581853559,-0.008311344100468965,,,,0.14099364816904814,,0.02936052640346798,,,0.009524685529787025,-0.03434315938999344,,,-0.06129131479858163,,-0.004136639207638737,,,,,,,,,0.08728123554897493,,-0.03133366230934964,0.04647663792672185,
6,,,,,-0.014138327414594531,,,0.04594951734102093,0.0043961381344670425,,,,0.07870282169273057,,0.04553404553850493,,,-0.025140595134114374,-0.015911809645845487,,,,,-0.004600489130878849,,,,,,,,,0.1520453378336417,,-0.03561286109649542,0.047370226195541765,
7,,,,,-0.009079726069197491,,,0.021105540925370203,0.04427080707741782,,,,0.024979697314794436,,0.032417461813479154,,,-0.010090318862452818,0.018992871652973697,,,,,0.009570905953573572,,,,,,,,,,,-0.03277185975311747,0.04789537792630272,
8,,,,,0.009538909285121022,,,0.03609178690155668,0.002075777737026163,,,,0.08543178284651098,,0.03786018946815961,,,-0.012182979355264134,0.003581187784872597,,,,,-0.016861595971422894,,,,,,,,,,,-0.03878383501890559,0.04468311698207961,
9,,,,,0.006462112575365442,,,0.055303878797819284,-0.007641793093716043,,,,0.12615449815635493,,0.07575373034088306,,,0.012024905156409194,-0.02389198930397818,,,,,-0.014501806850272914,,,,,,,,,,,0.011630439964726236,0.04524517012765994,
10,,,,,-0.019120050916282327,,,,0.019931115069389937,,,,0.13688956160054122,,0.07606540250299387,,,-0.015587352679787614,-0.05189399569199882,,,,,-0.01761442106322164,,,,,,,,,,,-0.025355858146133503,0.047907175921037215,
