,2015-05-01,2015-10-01,2016-03-01,2016-05-01,2016-06-01,2016-09-01,2017-05-01,2017-07-01,2017-08-01,2017-09-01,2018-01-01,2018-04-01,2018-05-01,2018-09-01,2019-04-01,2019-06-01,2019-09-01,2019-10-01,2020-03-01,2020-10-01,2021-01-01,2021-02-01,2021-03-01,2021-06-01,2021-09-01,2022-07-01,2022-10-01,2023-01-01,2023-03-01,2023-05-01
0,-0.037540526742613434,-0.02643317622101471,-0.00706356871079894,-0.030767220957870323,0.03947949991417943,0.06887780100545249,-0.0029599413496896876,0.09206477912213706,-0.03633651863204501,0.14085574183569483,0.005205371089935684,0.0076959868210638785,-0.003010276858770089,0.011332306878900855,-0.0972444643162888,0.02728728443888967,-0.02184676722322826,-0.012304332591497325,0.03467448686626451,0.014866887853305366,-0.03550882057915408,0.04729229467749607,-0.0755188497551067,0.03144605417954875,0.08102102863557747,-0.015660770216241127,-0.013552455383280315,-0.01773331120213567,0.007884449177374131,-0.002811014495690378
1,-0.04155960858545771,-0.00943221749348433,0.0065298123013939335,0.0315324214988465,0.07637419107351207,,-0.0035718666963612256,0.14873006438190373,0.0391076142921114,,0.052819443915033126,0.0182422714986843,5.945762269621291e-05,-0.056520385860131195,,,-0.04671684865230058,-0.021584792462316038,0.02077671012044846,0.03282919725214006,-0.04682298685125652,-0.10227497942676234,-0.05048111398201571,0.006197084902889435,,-0.024367860220189885,-0.04657685518586008,0.001637299602448905,-0.010578388202643896,-0.00609076213780374
2,-0.032933221433743,-0.01662029302427326,0.0034356109934498003,0.2476440071239261,0.05698860387585114,,0.0031540738976658655,,-0.019504209763669622,,-0.000582305101351932,0.032027965015389744,-0.007780051604841409,0.004566801548519184,,,,,-0.002381388577474608,,,-0.08590892925758764,-0.15153228726420342,0.019254576489834016,,0.06145839062367331,,-0.008980378216461138,-0.010062981203788068,-0.018125968642273893
3,-0.03747749852912596,-0.013502767062290477,-0.005356492168806071,,0.05063130338038491,,0.011797470090396445,,-0.026655975594124803,,-0.038318807196031424,0.007496803442715534,0.005388594943595226,-0.031286639782320824,,,,,-0.0011231477702736692,,,-0.11974867695453484,,0.016087281679518825,,,,-0.02966080009898059,0.019603167470660543,-0.007950774899759816
4,-0.08475844482859873,-0.06692258402081908,0.08759452336964368,,0.06285084093622118,,-0.0026587669674693615,,-0.02102970489189193,,-0.042196630736920704,0.0016626687882351845,-0.010696331431996775,-0.053284459343006185,,,,,0.023333099991727613,,,,,0.005684500633397024,,,,-0.05268083288059722,0.019167722221019257,0.005466557942867101
5,,,,,0.08585945017414076,,0.016037654585988492,,-0.034361955007741196,,-0.02593820985129547,0.00675733881157637,-0.016051786323562633,-0.06094650611266539,,,,,0.03466596008131173,,,,,0.015749595992148577,,,,,0.01816437979712343,-0.013078145901550431
6,,,,,0.04658400847444,,0.04902818828207456,,-0.011533318096497491,,-0.0416227973511758,0.00318190117767337,-0.016644666421219867,-0.06368959901643823,,,,,0.05664498057347589,,,,,-0.001020007450714025,,,,,0.029112749797228055,-0.022199432582268197
7,,,,,0.06344567291372982,,0.022538891391871207,,-0.025620202987858165,,-0.057171629319456074,0.032027965015389744,-0.015162213083747988,,,,,,0.046165153921227775,,,,,0.007521878962498271,,,,,0.05367684915698567,0.0018480231183894413
8,,,,,0.057129419196783715,,0.0381132601072246,,-0.030154835306730132,,-0.018857584061988453,0.026343166844294615,-0.0003182082554489263,,,,,,0.030877806106952455,,,,,-0.024015820972486737,,,,,,0.006095817116176516
9,,,,,0.04498187195015646,,0.02593428407780085,,-0.028923071033818082,,-0.051585893430851626,0.04266290324196454,-0.003954891152456286,,,,,,0.05837014820288711,,,,,-0.016800548268497376,,,,,,-0.005129080509177653
