,2021-02-01,2021-06-01,2021-07-01,2021-08-01,2021-11-01,2022-10-01,2022-11-01,2022-12-01
0,-0.009322388042896534,-0.022388682521826908,0.033715971856751015,0.0010832589247611324,0.01671747157505532,0.0016786419867518276,0.009089615056492306,-0.0023523806122671687
1,0.004064164979540319,-0.007312822563193322,0.004196881263350161,0.006452002493146924,0.016435342712985967,0.015631959839387477,-0.007781620701075909,0.021474342112290046
2,0.004918735044478595,-0.01339508863050387,0.009822109513718313,0.017165119132122708,0.020008954818024893,0.03745437600181667,0.015659047291487482,0.024159250866585325
3,-0.002118879222839265,-0.016203241114276068,0.003337927534599938,-0.008219950387856834,-0.014331803833185663,,0.030768560492409947,0.03135211778438496
4,-0.031150538787248827,-0.005047302749346727,0.008364300897305998,-0.017645796229836197,-0.016112449416520125,,-0.011725712954916645,0.009171081447460594
5,-0.009079862609804312,0.011374391395316152,-0.004105257740622648,-0.004886189349493364,0.013563899220664144,,-0.031248487544785597,0.009739135875356908
6,-0.007120240210098494,0.031315325140715444,0.03780088181698282,-0.015000553044265619,-0.0029693171367406457,,-0.0016916542624008102,0.011797594549474155
7,-0.014562457730675327,,0.02208481891139913,-0.006342324844542002,0.034234815711251976,,-0.009623992835182449,-0.005792665720218082
8,-0.02533705295210309,,0.03213020025844138,-0.013696018817601185,0.04407065164241519,,0.0035596996060451858,0.00662781501551013
9,0.02362844949749343,,0.03504530715829679,-0.003694178635536005,,,0.018645883160445464,0.005512476196894767
10,0.016684537835616187,,0.017001652543548573,-0.03145722328436973,,,0.0035367416192313428,-0.012151314440995264
11,0.007797760765273054,,0.02193912939606557,,,,0.03101491073420881,-0.012883554761422111
12,0.0028333751174041133,,0.04115818531948312,,,,0.0101271783698893,-0.012231760902893463
13,-0.0024476589152020445,,,,,,0.011946579700833126,-0.002353022696906848
14,-0.03170769251636374,,,,,,0.012170602630762417,-0.007297840105748854
15,0.015621654972858057,,,,,,0.03901125172477826,0.01762533492582463
16,-0.01193614107227603,,,,,,,-0.003014820986264155
17,-0.05464078009258033,,,,,,,0.015770314028170418
18,,,,,,,,-0.00116162831039901
19,,,,,,,,-0.015180177211306045
20,,,,,,,,-0.0025904501871032437
21,,,,,,,,-0.01059079188825951
22,,,,,,,,-0.015815818998746067
23,,,,,,,,-0.005339412038333435
24,,,,,,,,-0.013127798268289581
25,,,,,,,,-0.01770218601203588
26,,,,,,,,-0.013669987569901565
27,,,,,,,,-0.015778132696228298
28,,,,,,,,-0.0055269853944279745
29,,,,,,,,-0.009364020036876752
30,,,,,,,,-0.03057656894802907
31,,,,,,,,-0.0193083645507528
32,,,,,,,,-0.01720277956507843
33,,,,,,,,-0.020574762112039124
34,,,,,,,,-0.004511923671232765
35,,,,,,,,-0.025311815361780177
36,,,,,,,,-0.04459346153427557
