,2007-05-01,2007-08-01,2008-09-01,2008-12-01,2009-06-01,2009-10-01,2010-04-01,2010-07-01,2010-12-01,2011-02-01,2011-05-01,2011-06-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-04-01,2012-05-01,2012-10-01,2013-08-01,2013-09-01,2014-07-01
0,0.044374907504281524,0.030910157981044906,0.0970382150751663,0.03988520217686298,0.015570359745409101,0.009339299875103513,0.045277779217208325,0.007982082896175413,-0.014375484739227451,0.021624734574102522,0.0029853331858301635,-0.014865334253623796,0.04147950635849984,0.022412358856003012,-0.011227838343372154,-0.03713223671432275,-0.05182848364872794,0.04222151685069231,0.010698389335227265,0.030387687898302485,0.028268769993261167,-0.025840755996714204
1,0.02792472057896167,0.034594467007109664,0.0729880573569961,0.04324888773970248,0.011941607066783044,0.021049369586743416,0.04978140590115765,0.0020961119414355522,-0.01797530545417292,0.021117325066570825,0.0050330929264083,-0.013230364622861979,0.021951502067303563,0.03819772830791135,-0.011695988477630426,-0.03624824148439587,-0.03257851188578731,0.06873107549864077,-0.006480839481256329,0.044691871921408444,0.015943429446540425,
2,0.04602423141255263,0.07207369813390252,0.2803691362315335,0.03162894319999199,-0.07006771390364053,0.03369217824491877,0.05094401956941086,0.015106206324626559,-0.04131329766328595,0.014845939999751145,0.005846628442523483,-0.032981865691381396,0.011749395227361514,,-0.03750706344033716,-0.05645591363050673,-0.01738081579446238,0.042473130137239856,-0.011041766471960424,,0.029756021252181297,
3,0.06888634117996106,,,0.019646618549643335,,0.03036647060106923,0.08733170140185265,0.047166564092464114,-0.055550659159165905,0.0132838120978509,-0.025199578146658186,-0.054654431235951595,0.014289483988205953,,,,0.0049964715384440694,0.05416079367172055,-0.007507330811070689,,0.020213575947084117,
4,,,,0.08317076445959803,,-0.07658890413833996,,,-0.04841371079972534,0.03119063280047385,0.008838972635669462,-0.06835501214201578,0.054897159767738124,,,,0.03414831196876178,0.005966898958547517,-0.016557874693581276,,0.02376384373890722,
5,,,,0.05815792396694586,,,,,-0.04717641656044991,0.03515519280403301,-0.014917361053812805,,0.0753337711005917,,,,0.058832582230570196,0.025416104906545556,-0.024820877507204075,,0.0005897492801854587,
6,,,,0.040478246543100393,,,,,-0.04629951628154794,0.04528404441228173,-0.02017383517933813,,0.06637149704377654,,,,0.08473950067366309,0.01517715395271324,0.0076419032810246534,,-0.004099907617293563,
7,,,,-0.01691875158221623,,,,,-0.046425101724206885,,-0.03899419316109598,,0.08418765741698153,,,,0.07066963531743076,-0.01946652662663695,0.014809020150948982,,5.776943486318631e-05,
8,,,,-0.06175210215660032,,,,,-0.036638732890592274,,-0.05368209501685439,,,,,,0.06912261123118313,-0.035903858205518446,0.03945054710591278,,-0.024506810199210027,
9,,,,-0.046125353461741514,,,,,-0.027519871581698774,,,,,,,,0.07680442321309,-0.014316850224835642,,,-0.01797779456105658,
10,,,,-0.031407870903444435,,,,,-0.0405600931306318,,,,,,,,0.08680461629652325,-0.0366844780838691,,,-0.013599116723363724,
11,,,,-0.06828420103985966,,,,,-0.03444002116039846,,,,,,,,0.09542751422102591,-0.033929147666289516,,,0.02865355025862809,
12,,,,-0.0715987355973764,,,,,-0.05655224555605298,,,,,,,,,-0.03409907443660831,,,0.040802642691424584,
13,,,,-0.03953297954603707,,,,,-0.05600060502425286,,,,,,,,,-0.012777832678203538,,,0.04875214992388882,
14,,,,-0.06051641105639083,,,,,-0.05905258404233216,,,,,,,,,-0.004904056169479087,,,,
15,,,,-0.04839782889137234,,,,,-0.01323934954060757,,,,,,,,,-0.03630119830371026,,,,
16,,,,-0.05359828966600044,,,,,,,,,,,,,,-0.015868528020302808,,,,
17,,,,-0.02466513249543667,,,,,,,,,,,,,,-0.016599096779716938,,,,
18,,,,-0.021184827877800183,,,,,,,,,,,,,,-0.01758474251204123,,,,
19,,,,-0.02352338046815161,,,,,,,,,,,,,,0.008396188750804612,,,,
20,,,,,,,,,,,,,,,,,,-0.01217336168059191,,,,
21,,,,,,,,,,,,,,,,,,-0.002186704764915115,,,,
