,2002-09-01,2003-01-01,2003-03-01,2003-10-01,2003-12-01,2004-01-01,2004-02-01,2004-04-01,2004-08-01,2004-09-01,2004-10-01,2004-11-01,2004-12-01,2005-01-01,2005-06-01,2005-10-01,2005-11-01,2005-12-01,2006-03-01,2006-04-01,2006-05-01,2007-02-01,2007-03-01,2007-05-01,2008-02-01,2008-06-01,2008-08-01,2008-10-01,2009-02-01,2009-03-01,2009-10-01,2010-01-01,2010-04-01,2010-07-01,2010-10-01,2010-12-01,2011-01-01,2011-03-01,2011-07-01,2012-02-01,2012-04-01,2012-06-01,2012-11-01,2013-02-01,2013-03-01,2013-06-01,2013-07-01,2013-09-01,2014-02-01,2014-07-01,2014-09-01
0,-0.08502651513384318,0.024117706827128327,0.06304667267209885,-0.023666817891751846,0.0006531113774780328,-0.0212801414914372,0.08229744086209811,-0.08259736886971192,-0.03167668434827098,0.05351879679958593,-0.015175971631518181,-0.0042882529740287945,0.07765986100688327,-0.0007780991171032481,0.00011026737847474877,0.04559113579967494,0.042344357401021604,0.09978444786585161,-0.09220632069716661,-0.043710202156436305,0.01594243673334561,-0.05965936175814335,-0.030077263456497416,0.3166692499917305,-0.03554205768273677,0.05548360449040102,-0.019956621142075748,0.08129296733231106,0.013116018263723994,-0.06310045547966303,0.032521277461857956,0.005575049537875909,0.09796617183003464,0.011383607815047436,-0.008784378129511196,0.02992497118802162,0.010004076786496174,0.005970310706745252,0.0024983508917443623,0.05006179498594432,0.004535179816539225,0.02160337588556971,-0.003546382532447101,-0.010849171655271772,0.028711312951765322,-0.02673901837687165,-0.029342647414256018,0.09082535591751073,0.008919981402053523,0.01084573773798736,0.12807711220220752
1,,0.04284674399973909,0.036372577737729506,-0.03364033063056693,0.02029964450725852,-0.08015585446607432,0.029107350027243295,-0.1776713809792705,0.022551105863830134,,-0.005942904261501014,-0.012670579480696165,0.0833078589804197,-0.003698464522977507,0.0005219036507878583,0.07810701904833606,0.04765566157399803,0.09212908020802968,-0.10058103851911326,-0.04391120718223864,0.00694686168204961,-0.08654173635416518,-0.07519682429530394,,-0.022392180140108353,,-0.02464415428658684,0.02824179506937896,-0.05600387861161238,,-0.0008434144338169691,0.07148933608548735,,0.03286260743270519,-0.005539735930546387,0.03270672752029713,-0.007638299421245387,-0.007223842877993603,-0.004406629711575204,-0.054838223054088475,0.004291604824417539,-0.02070264901622293,-0.009015971017937996,0.002588895538153335,0.03643735119786373,0.04725264860390599,-0.023572340325092644,,-0.015455005612894146,-0.005489734250821776,
2,,0.0368245121964792,0.056688193930523156,-0.053636208664189944,0.08423281653356007,-0.06558861986341935,0.06777184149393911,,0.011884150952144457,,0.00659938886300393,-0.01916190654285732,,-0.008902008431073583,0.0005623733598310032,,0.08066663771467886,0.048803410784663326,-0.0777225008961624,-0.0442630632264829,0.01722709236978548,-0.12283213754273259,-0.06297237705872905,,-0.05428667343076077,,-0.0408173959093755,0.12908828255600158,-0.05923698762849672,,-0.0030973855042821796,0.07056687098276337,,0.007749149609944883,0.05013698012168496,,-0.03917685630673007,0.0020171471314025524,0.00016409931192510469,-0.020744971624736985,-0.025713441064092152,0.0002527903220040373,-0.004908619980749096,0.04204824928042239,-0.006173496141280044,0.10333620267179411,-0.04414014248502279,,-0.014683917325079676,0.046158290496488785,
3,,0.06300653164407166,0.07051246385371968,-0.08671952516248616,,-0.09172104126543967,0.11502277962092011,,-0.011972766832976545,,0.0021147769534650696,-0.009004319323628995,,-0.020524175597246175,0.00045261078446073855,,0.24223124264604123,0.08453096403505334,-0.09663015799248376,-0.04406198747051462,0.00643092194178474,-0.252001441038614,-0.10075642956764597,,,,-0.05939733754292342,0.09927316952129672,-0.014999594112673043,,-0.02078070280723887,0.08287379231535241,,0.019527011815885564,0.05455796827373335,,-0.07365666584289543,-0.006222360424633644,-0.027822001432452247,-0.025386694567942847,-0.027870283202086177,0.0030751204692341383,-0.017477690936791968,,-0.028180000473138067,,-0.06769805226910369,,-0.006377747416974833,0.08681076626263229,
4,,0.04730676118333388,0.06453122742265327,,,,0.08996994692736882,,-0.010822608886416174,,0.01012121956593992,-0.03560703966079537,,0.2043567524428463,0.0003954166166799111,,,-0.0027860704645241707,-0.1518694748365923,-0.10393364272247677,0.011246418934116043,,-0.1006004902277331,,,,-0.06339381653604514,0.041291224258985126,-0.020241094352804856,,0.03237809751691956,,,0.02045843652521029,0.04399259099938609,,,0.007787946167041815,,-0.02862650726652549,,0.0035011892162731817,-0.007054242685225476,,-0.03226678849977527,,-0.046606233501836736,,-0.01322568586150008,0.11579123787412948,
5,,0.03079648693021131,0.06947948537790904,,,,0.12108283302570932,,-0.021572150473041563,,0.009412098987298667,-0.02450273909577927,,,0.0004759963077926588,,,-0.050380734567404106,,,-0.020148467890595545,,-0.15372196566841856,,,,-0.0980914799220417,0.07284244753722646,-0.0694619273517586,,0.05404055855286882,,,-0.005342649341025685,0.043913458485461986,,,0.014460856707436687,,-0.09321037272033195,,0.018517720485869027,-0.015088241130028823,,0.021992474828348096,,-0.05066804833085964,,-0.03180750005381294,0.0728990636562239,
6,,0.05423758381926336,0.04219405619706418,,,,0.09314951078300904,,-0.026262274389440843,,0.006428994189652593,-0.024387138841330036,,,0.00046531871528560087,,,-0.050212879998507765,,,-0.11562444726642329,,,,,,-0.10016232652494972,0.09480771513659181,-0.04771780244179108,,-0.008655032628551496,,,0.017582193367730592,0.06326790404642688,,,0.0055506157761566755,,,,0.000794935388833351,-0.008970128279467027,,-0.0001733107093990771,,-0.04063403445202812,,,0.07802685469161741,
7,,0.04881013334316142,0.027755981247823636,,,,0.09595306765367118,,-0.01706756027379508,,0.0007389846103205144,-0.044469541717701344,,,-0.00013287460960298425,,,-0.014497864820337103,,,,,,,,,-0.09323799167922364,0.13068805166960185,-0.04141188206259261,,-0.008319608828184832,,,0.010140732507577188,0.026652521807867445,,,0.026417793935570755,,,,-0.005258273898543608,0.0010528848214758635,,-0.004532709647394495,,-0.015261224915224136,,,0.08039016365143636,
8,,0.073330839348137,0.035544939811791076,,,,0.02968473283900519,,-0.030813735978786116,,0.021459327367014502,-0.03395439432852343,,,0.00021349061820874482,,,0.029609092533447567,,,,,,,,,-0.07730598487420581,0.06989165669514374,-0.07172749958203373,,0.003744765647356707,,,5.2230691701682375e-05,0.036817909952762094,,,0.06150731847576152,,,,-0.031461670248407736,-0.0063876158493855195,,0.002242695165064257,,-0.016960694543346533,,,0.1634641274907236,
9,,,0.03382137587683587,,,,-0.025888133050038564,,-0.007007543693085427,,0.019278716499977366,-0.23501363035756195,,,0.00016345276896256866,,,0.028511008780589098,,,,,,,,,-0.19773750724224537,0.09712594946041198,-0.046883696972239375,,0.010238457690112002,,,-0.010348499839385794,0.017404716246881967,,,,,,,-0.08512731402943657,-0.005819563118818483,,-0.01963826657131762,,-0.02742330187984149,,,,
