,tf,tt,annualYieldRate,annualExcessYieldRate,MonthlyYieldRate,MonthlyExcessYieldRate,annualYieldRate(non-compounding),annualExcessYieldRate(non-compounding),originalYieldRate,originalYieldExcessYieldRate,openingTimes,closingTimes,ATF,HTF,TF,SharpeRate(annual),SharpeRate(original)
0,1,1,0.890638860906613,0.2967833224563845,0.005826481606953827,0.005709166570027458,0.06991777928344592,0.06850999884032949,0.005826481606953827,0.005709166570027458,2.1601603796108106,1.2759484255032123,498.8038344665581,4438.615217578738,4937.419052045297,2.309515553422573,0.40560580672250046
1,1,2,0.06379862380963992,0.0325555922897404,0.00468768912203878,0.0030994313473615785,0.05625226946446537,0.037193176168338934,0.00937537824407756,0.006198862694723157,2.345301296300315,1.4644433153609318,527.2364541107902,4794.4861843219605,5321.722638432751,0.8809408297467239,0.45058854069496096
2,1,3,0.015615060804237529,0.0073823696071635215,0.0023419996499570465,0.0012729633952928547,0.028103995799484558,0.015275560743514254,0.00702599894987114,0.0038188901858785635,2.1098981713072402,1.228225911507979,487.206924118846,4328.845790375088,4816.052714493934,0.6418361042969462,0.4110368525625697
3,1,4,0.003627042712773472,0.0022527747825893552,0.0005770058768182714,0.0004981126302593957,0.0069240705218192545,0.005977351563112746,0.0023080235072730857,0.0019924505210375826,2.1155354685733943,1.2355561084082756,488.62508401211363,4342.036246004103,4830.661330016217,0.3211222435702306,0.15928620935996446
4,1,5,0.0016227450656651576,0.0011046423253780122,0.0003947583746452622,0.0003483091264599782,0.004737100495743148,0.004179709517519737,0.0019737918732263115,0.001741545632299891,2.109046699487876,1.2329628568599156,488.44997710561495,4340.497894987161,4828.947872092776,0.22019498672661308,0.13120781581600313
5,1,6,0.0021980906292502927,0.0006568247001270909,0.0009608703712988251,0.0002721882009368842,0.011530444455585901,0.0032662584112426096,0.005765222227792951,0.0016331292056213048,2.1504832215213407,1.2739193538874265,499.0391868445587,4445.807317495726,4944.846504340287,0.448398384656818,0.39706449047488257
6,1,7,0.0017855021422734933,-1.0270862598430017e-05,0.0009696902435124273,-3.506464146064525e-05,0.011636282922149124,-0.0004207756975277417,0.0067878317045869906,-0.00024545249022451675,2.1577395069026264,1.282460812428885,499.39422853203786,4478.967364427961,4978.36159296,0.5278430461432652,0.49190792080492435
7,1,8,0.0009267833510970192,-7.801244640328364e-05,0.0005774070151823723,-6.895248952771201e-05,0.00692888418218847,-0.000827429874332544,0.004619256121458979,-0.0005516199162216961,2.1919314524055236,1.315297826367389,498.0846151720447,4537.4407284248455,5035.525343596891,0.3442372415084953,0.3221517338362474
8,1,9,0.0006786893053636342,-8.792613800046636e-05,0.00048778443605202647,-7.469764758797801e-05,0.005853413232624316,-0.0008963717710557368,0.004390059924468238,-0.0006722788282918018,2.1928408439399147,1.3164552337747963,497.91585690484897,4539.641933252888,5037.557790157737,0.3243163523740493,0.31102906957675047
9,1,10,-5.1425210630842984e-05,2.3613263659826467e-06,-5.281841024823329e-05,-2.165963925080289e-06,-0.0006338209229787997,-2.5991567100962492e-05,-0.0005281841024823332,-2.1659639250802944e-05,2.1501919038814354,1.2740328481538814,494.47545387444814,4495.388912116407,4989.864365990856,-0.02598146272252394,-0.032024743136249756
10,1,11,-7.11343260036598e-05,-3.7323568597985476e-05,-6.915708324080255e-05,-3.5898755285700086e-05,-0.00082988499888963,-0.00043078506342840114,-0.0007607279156488287,-0.000394886308142702,2.0747715822440087,1.2048206018518517,481.79294426402504,4344.0162019233385,4825.809146187364,-0.045130320489525075,-0.047859360289664886
11,1,12,0.00040906394858097444,-0.00010259241783942458,0.0004090639485809818,-0.00010259241783941977,0.004908767382971783,-0.0012311090140730368,0.004908767382971783,-0.0012311090140730368,2.129557941695196,1.2716779230210602,489.59626888629526,4573.879145076771,5063.475413963067,0.317863565555203,0.31786356555520756
12,2,1,0.8613148578810881,0.07949567811250885,-0.001431648297965582,-0.005786950311253815,-0.017179779575586984,-0.06944340373504579,-0.001431648297965582,-0.005786950311253815,2.0278464856720255,1.1143161896242098,489.60537755025774,4269.3463277993,4758.9517053495565,4.270106541514364,-0.1068653950623256
13,2,2,0.053048387888709664,0.005135498019461845,0.0023054106935917118,-0.0010787742611556286,0.027664928323100534,-0.012945291133867547,0.0046108213871834235,-0.002157548522311257,2.3021549114782767,1.3903889324550753,541.9357741876437,4717.668948588222,5259.604722775865,0.8983987480402369,0.24840673361415333
14,2,3,0.015066155521852925,-0.0017265963161568216,0.001536204928286031,-0.0010617710318237294,0.018434459139432376,-0.012741252381884751,0.004608614784858093,-0.003185313095471188,2.30497263621212,1.3910839626320133,535.4635276645517,4707.87383738414,5243.337365048691,0.7360168241954541,0.3099593286856058
15,2,4,0.0004622454358122138,-0.0016589798910209485,-0.0005588675910963389,-0.0008044602035071364,-0.006706411093156067,-0.009653522442085637,-0.0022354703643853555,-0.0032178408140285455,2.3317475744284955,1.4166445259784075,537.7179008257976,4790.168776982034,5327.886677807831,0.035213974690341494,-0.13060865917928952
16,2,5,-0.0012450269379954532,-0.0016316497177445643,-0.0007872750869128542,-0.0007913763000906703,-0.009447301042954251,-0.009496515601088046,-0.003936375434564273,-0.003956881500453352,2.3725107215625787,1.4583617628823706,546.7135801303762,4817.0061830367285,5363.719763167104,-0.15121805244201447,-0.23201789216183286
17,2,6,0.00030401277650731406,-0.0009078103796571473,2.442849681726214e-05,-0.0005188673602362658,0.0002931419618071446,-0.006226408322835188,0.0001465709809035723,-0.0031132041614175938,2.4058403506860353,1.4957174133378661,556.4656009440578,4885.731000546062,5442.196601490121,0.04564892899720907,0.0074152375480766195
18,2,7,0.00010283905423111414,-0.0005516912347866299,-7.320009704765045e-06,-0.00035554825084724577,-8.784011645718032e-05,-0.004266579010166948,-5.124006793335483e-05,-0.0024888377559307206,2.416476416009601,1.5093243619448147,559.7489896178839,4898.233882518951,5457.982872136835,0.021196142396438432,-0.002603101325424151
19,2,8,0.00031040309988179533,-0.00031845529212260544,0.0001713068321185591,-0.00023015007670258388,0.0020556819854227093,-0.0027618009204310066,0.0013704546569484727,-0.001841200613620671,2.4093269937406934,1.5037124921969154,559.0302364666234,4886.650788541359,5445.681025007983,0.07972002163522693,0.06628267926630023
20,2,9,0.00041117199283834013,-0.0002431533694740296,0.00028938396771526766,-0.00019209454845132181,0.003472607612583211,-0.002305134581415862,0.002604455709437409,-0.0017288509360618963,2.4559890701641987,1.5405159942238031,566.6237424859775,4993.443600016168,5560.067342502145,0.1353200413304818,0.1273489908589683
21,2,10,-5.557712719402464e-05,-8.875058202755806e-05,-5.4896865530179074e-05,-7.769711269083762e-05,-0.0006587623863621491,-0.0009323653522900514,-0.0005489686553017906,-0.0007769711269083766,2.53007924807839,1.6148071544524634,574.0446766258508,5187.646156312211,5761.690832938062,-0.021767004108208064,-0.025826196407514917
22,2,11,0.0001865106938247002,-0.00041415930179032216,0.00016737559051259218,-0.00038093201180322675,0.0020085070861511063,-0.004571184141638721,0.0018411314956385141,-0.004190252129835495,2.2899453598255586,1.3868783808385372,534.5973410701623,4713.876148252183,5248.473489322346,0.13233269993339836,0.1296158455136905
23,2,12,0.0005317269709555437,-0.000445838419674457,0.0005317269709555334,-0.00044583841967445447,0.0063807236514664,-0.005350061036093453,0.0063807236514664,-0.005350061036093453,2.29050784744687,1.3960551626623776,537.4752717530416,4688.930931081881,5226.406202834923,0.3964284882863158,0.3964284882863107
24,3,1,2.4714666854761482,0.17519127202677592,0.013146530145548292,-0.0023893508773868777,0.15775836174657953,-0.02867221052864253,0.013146530145548292,-0.0023893508773868777,2.0124147025981265,1.1228199789341093,497.8628706970113,4122.320970288769,4620.183840985781,6.3327505704357385,0.6755134773538526
25,3,2,0.14057549515870876,0.013360181316633735,0.012129441577688142,-0.0003338218448508061,0.1455532989322577,-0.004005862138209672,0.024258883155376283,-0.0006676436897016122,2.211149171552132,1.3202971096885572,536.7746073794626,4546.870742116163,5083.645349495625,2.054180472615282,1.1619673470361749
26,3,3,0.049996953598342386,0.0035373057732247435,0.009545804149651244,0.00017091059262539236,0.11454964979581493,0.0020509271115047127,0.028637412448953733,0.0005127317778761777,2.2996833895271394,1.3987593272955114,550.2335910446461,4738.083016186254,5288.3166072308995,1.4182910782558578,1.124302639251993
