,2022-07-01,2022-09-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-06-01
0,0.007476145787479904,-0.06319570210836534,0.02701098169867766,-0.030536140994424255,-0.010670832289493504,-0.05485628329746195,0.007440389850526863,0.00926125243523268,0.028750506270436293
1,-0.0016969616659614495,,0.03573614360365074,-0.06692405193941076,-0.0039040894839379447,,0.000255791832711072,0.023379053973344277,0.039766304811051256
2,-0.011860280597247197,,0.039413431901438756,,-0.002649955059966125,,-0.000523446395693572,,0.055630024504838005
3,0.004031655575424509,,0.05387373830752118,,0.024997641494176825,,-0.020641796970240822,,
4,0.00747018634154939,,,,0.019852318325251694,,-0.003953957983748424,,
5,0.018963856715983773,,,,0.015154190434372161,,-0.020172099446837066,,
6,0.024558743235681302,,,,0.030835107493910385,,-0.018335598967904154,,
7,0.07920324482987207,,,,0.04084751011403842,,-0.0012631803294160804,,
8,,,,,,,-0.0020837386011201,,
9,,,,,,,-0.007017809225585037,,
10,,,,,,,-0.0012171671433223175,,
11,,,,,,,0.002596470977475729,,
12,,,,,,,0.008521690116260583,,
13,,,,,,,-0.0031134777871959507,,
14,,,,,,,0.004947719347895951,,
15,,,,,,,0.007786492103325493,,
16,,,,,,,0.024684173149521538,,
