,2020-01-01,2020-03-01,2020-04-01,2020-06-01,2020-09-01,2020-11-01,2020-12-01,2021-02-01,2021-03-01,2021-04-01,2021-07-01,2021-08-01,2021-11-01,2021-12-01,2022-05-01,2022-06-01,2022-08-01,2022-09-01,2022-10-01,2023-02-01,2023-03-01
0,-0.021096016337135315,0.015749952435527903,0.013836780089776013,-0.008544158262960622,0.013616374648714347,-0.0184184570167486,-0.02873514828468371,-0.01877418400361508,-0.01185481555174217,0.04053769045569755,-0.0012612626771186797,-0.03648140032920644,-0.007630436279640884,0.011462055411727179,0.010621695733326275,-0.005002011715144139,-0.025024757325550206,0.013788996720732305,0.034714095575150816,-0.0021514500837982453,-0.011230922026268075
1,-0.04939885593387616,-0.004087053161600296,0.005464587907695273,-0.013443690474359338,0.03977055552085251,0.009799244668776796,,-0.051590582203143054,-0.012843047714567568,,0.007631616450203715,,-0.012113072257200708,0.0066391252989482785,0.021888398610984017,-0.006880465823690063,-0.06498967769902353,-0.015077425448511095,0.007350051488426823,-0.007233344924251206,-0.025569114414640604
2,,0.021501852080900496,0.005331441579636331,0.03595806326575457,,0.01298804044005708,,,-0.02301483602415111,,-0.0028853819250882484,,-0.022807803279231598,-0.03239166487679224,0.024221387694349006,-0.039321821319165284,-0.061169307143085105,-0.026895274910079037,0.0022391103298173842,-0.003387685435941812,
3,,-0.008516239797057068,0.06711863584941818,0.022977811495240807,,0.014043303218668868,,,-0.03705886134116554,,-0.0011828374679225817,,0.004821249549114004,,0.02800915429712969,-0.11783678331003378,-0.08293821302720439,-0.01970984748435045,-0.012755437196271036,0.005567164186578211,
4,,-0.0077532567195506275,,0.04835542448949748,,0.008424077393581642,,,,,-0.004880120243847097,,0.009429357185128495,,0.04107863741913231,,-0.08440528529328728,-0.0022630251388153777,-0.019511927544640706,0.012018877931386562,
5,,-0.022079245246146573,,-0.00738059111308198,,0.027387623733192257,,,,,-0.00991571194009655,,-0.0035895345879324303,,0.034865596728786086,,-0.06243592290751521,0.007934738690354104,-0.05010473504368673,-0.006862362123829291,
6,,-0.03505418687658912,,0.0365443290395806,,0.02532060356762611,,,,,-0.011694460357138059,,-0.005949291033346071,,0.054750957045659354,,-0.05800632849055143,0.015611186188693171,,0.002541565027740056,
7,,-0.02649405265375193,,0.00823784142501438,,-0.006834350824714841,,,,,-0.01510601074107032,,-0.02247011796538212,,,,-0.08767326205790327,0.006126487604123376,,-0.018492666977391714,
8,,-0.006952594327547135,,0.016462566663590028,,0.012545464641728898,,,,,-0.01072022192570854,,-0.009181768330806639,,,,,-0.006045239641774058,,,
9,,-0.009288314228227512,,0.023590643376207643,,0.013923029957962907,,,,,-0.004839320624665078,,0.008790533655736787,,,,,-0.04829206120404961,,,
