,2018-07-01,2018-09-01,2018-10-01,2019-05-01,2019-07-01,2019-11-01,2020-06-01,2020-07-01,2020-09-01,2021-05-01,2021-11-01,2021-12-01,2022-03-01,2022-04-01,2022-05-01,2022-11-01,2023-01-01,2023-02-01
0,-0.018122974424089056,-0.0075925006184576205,-0.02015920138930616,0.0656381503007133,0.009737374548052458,-0.060728318962864236,0.007748077746074333,-0.043038346903145897,-0.012698209415702877,0.03494656104330507,-0.0021423558802924347,0.05416556795726035,0.02372400543595421,0.011189873630804037,0.01632703872792396,0.026066543633681327,-0.01918153781766274,0.007102343204482775
1,-0.01968685960019878,0.05884751524687715,-0.005095455183462105,0.03375963239259483,0.029062640424180497,,0.011102022156412428,-0.06427787696478493,0.05178003009494425,,0.021627996383523307,,0.016666324815993505,0.04149148241428935,0.006827047792365537,0.018459559324138564,-0.005566013262848335,-0.0034714865955951524
2,-0.0430457035579469,,-0.023205717830517614,0.022707793636719487,0.013975493721541499,,0.03645980845575325,-0.05697951545084656,0.03228215541077928,,0.020505588140619757,,-0.005302133229206474,,0.018941527449018558,0.049623306024821456,0.0017582669437168352,-0.014137252965774838
3,,,-0.006524428742217703,0.022023184885840097,0.031241702183345765,,0.021878530717930555,-0.08808751686256544,0.01245663608015768,,0.021895840395731003,,-0.008162353692284352,,0.008367431065476882,0.04403955369035728,0.007994129183247933,-0.0007386066357222276
4,,,-0.031155668244275514,0.026973676300416694,0.06226183935836049,,0.06983569382857446,-0.09368640306853315,0.026962373741405088,,0.03214402114252346,,-0.0013811677886785834,,-0.0007810027713710532,0.04573336052660526,0.024011092904153264,0.01789823162045101
5,,,-0.04166663774269752,0.00961501399292053,,,-0.0466228280719263,-0.11747331349977164,0.04158803827307356,,0.022718772561174827,,0.0075511290652159335,,0.0028343196508240354,0.03879665608532212,0.045374381326972246,0.007846818372148512
6,,,-0.03876932853155313,-0.011176455434866561,,,-0.10942159067729262,,0.033321434508726266,,0.03596166500034448,,0.005614628006799904,,-0.013858753697873816,0.053453904976643596,,0.02612937935776749
7,,,-0.029611817337569457,0.004933406695504017,,,,,0.04378214665311475,,,,0.0021072018949339633,,-0.015171983043714476,0.06925965815561552,,0.022069748946944134
8,,,-0.031093618411561774,0.007757589846827839,,,,,0.03590319930612962,,,,0.02012792626137161,,-0.007619367031333368,0.06511272134041857,,0.04181982843713472
9,,,-0.02473115016878258,0.00735087857777339,,,,,0.044060134835452125,,,,0.02201981921820062,,-0.0028856744126759537,0.06575166171775582,,
10,,,-0.05457341366873347,0.028417746888127038,,,,,0.005576961381338119,,,,0.02626738170060272,,-0.02307880918381322,0.10418543309556405,,
11,,,,0.024963742066176575,,,,,0.03170449542462617,,,,0.01752944360305575,,-0.025266346307739163,,,
12,,,,0.012241186774750945,,,,,0.02148663245182325,,,,0.026638329031034136,,-0.021097849363202137,,,
13,,,,0.010525687338868162,,,,,0.03595440909478542,,,,0.02098659604027775,,-0.025557573111494314,,,
14,,,,0.04090191484305539,,,,,0.03435921083825244,,,,0.03156454129912767,,-0.026635522502579168,,,
15,,,,0.013584692285737887,,,,,0.020762798207150546,,,,0.04491261193135876,,-0.030243070272676587,,,
16,,,,0.021291588474507073,,,,,0.039942029153682945,,,,0.02231922270642439,,-0.031634641714763045,,,
17,,,,0.02760163477445632,,,,,0.03384152529990425,,,,0.018723672839531025,,-0.011098824158674248,,,
18,,,,0.03553327295772202,,,,,0.047517840883682716,,,,0.025190561773029474,,-0.025774853463678138,,,
19,,,,0.04240903826686293,,,,,0.04759501536764299,,,,0.055642099307168014,,-0.016377174970725328,,,
20,,,,0.037527268479478515,,,,,0.07661986348300998,,,,,,-0.037154574963197184,,,
21,,,,0.022739103337332978,,,,,,,,,,,,,,
22,,,,0.016967790272848893,,,,,,,,,,,,,,
23,,,,-0.011990425143851624,,,,,,,,,,,,,,
24,,,,-0.029316644412065385,,,,,,,,,,,,,,
25,,,,-0.07355854596593248,,,,,,,,,,,,,,
