,2020-07-01,2020-10-01,2021-08-01,2022-01-01,2022-02-01,2022-05-01,2022-07-01,2023-01-01,2023-02-01,2023-04-01
0,-0.06470517083880445,0.012241199373649314,-0.06179789272572034,-0.013216389503925008,0.006797116919842416,-0.03964553706012164,0.024633157233593828,-0.02246706130941578,0.0036111442132849003,-0.020147039101008124
1,-0.07717260630472611,0.025959901713141442,-0.08457301397063333,-0.009122747141393717,0.04881802367396504,-0.06670766340831702,0.021610156347904308,-0.0007181400824682882,-0.0014725831543136447,-0.0076095822616866204
2,-0.07901349062026297,0.029944538666557108,-0.0956784036180447,-0.007574475573104422,0.04313130708039692,-0.10004428198498339,0.014045079985423037,0.021789976448615134,0.007612295940998326,0.0055110829897293545
3,-0.09524640598309986,0.03452760381313047,-0.015078412954476317,-0.06505556077634189,0.037187679567890264,,0.0030009734130809207,0.03492578307091665,0.005134421189798344,0.009875495444597204
4,-0.08767651348823102,0.0021608673052294636,0.10192245347950912,,0.1151249314751126,,0.012410130232149763,0.04178460869658318,0.012578328622551815,0.004485568891325453
5,-0.10988675259528191,-0.005858671402459548,0.03197526661283545,,,,0.007571765797978358,0.057858437607071656,-2.0961544557662748e-05,0.014021059845703787
6,-0.0962554266015897,0.0010006119011681802,0.08867805502375425,,,,0.05378515305813836,,0.013049732843282369,0.019456291769736067
7,-0.0911358505204819,0.009886382041272235,0.04055826758851655,,,,0.05953039730019727,,0.023633815946659142,0.0020206140773589842
8,-0.06511498330567234,0.008922565252473369,0.05918296882795504,,,,,,0.020064204908325278,-0.003876568499507571
9,-0.08425658322381546,0.01881182768567269,0.05148756741697236,,,,,,0.020191474771109608,-0.014209518488108586
10,-0.0639562781633749,-0.05037539195425833,0.031223397762372596,,,,,,0.026513573276773394,-0.01119733920803645
11,-0.0663345993341592,0.027463389096158752,-0.05020128854998118,,,,,,0.029813122719981155,-0.012151750371122816
12,-0.09271898514063304,0.02282723714606283,-0.10609764717950965,,,,,,0.02342818720513251,-0.005184050385316441
13,-0.08642401562287527,0.039818038867164285,-0.04727932865022533,,,,,,0.03348712362934725,0.00974546317096947
14,-0.07362531047483634,0.06531031300849954,-0.06719533789170917,,,,,,0.03699786120675208,-0.008508433299357132
15,-0.0784288237739682,,-0.0844944867642008,,,,,,0.028506813006474285,-0.05661346800380429
16,-0.09276482563517663,,-0.04146527903380415,,,,,,0.030246018293227372,
17,-0.10117475321044689,,0.011925530229075942,,,,,,-0.03208955026145022,
18,-0.11384176420104986,,0.022038264645423133,,,,,,-0.009395541329848545,
19,-0.12507525077298098,,0.037439904208872665,,,,,,0.0001534536209877313,
20,,,-0.051526430373797893,,,,,,0.006076550351888699,
21,,,-0.029848865791509027,,,,,,0.008364016809165875,
22,,,-0.06580463344828757,,,,,,-0.005084871140596636,
23,,,-0.04385481807908742,,,,,,-0.0009039308320235584,
24,,,-0.02380671795513334,,,,,,-0.014959384541162635,
25,,,-0.008687704183557798,,,,,,-0.02539916597067382,
26,,,0.004772489071291686,,,,,,-0.020330273217836092,
27,,,-0.06806930698842928,,,,,,-0.00740543707905017,
28,,,-0.04919042160129816,,,,,,0.004694424267972286,
29,,,-0.09788418932411691,,,,,,-0.007062638001149368,
30,,,-0.07720509379409513,,,,,,0.002620765081194687,
31,,,-0.20966865417484892,,,,,,0.014591397264820394,
32,,,,,,,,,-0.00030645451738897656,
33,,,,,,,,,-0.015032370331502731,
34,,,,,,,,,-0.01832089595988351,
35,,,,,,,,,-0.021109439561532772,
36,,,,,,,,,-0.012019540364920367,
