,2022-07-01,2022-08-01,2022-09-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01
0,0.01708556047380938,-0.08973910443711697,0.05151496086984064,-0.043229518751630724,-0.02480452739434824,-0.049284417417493565,0.009715519332358369,0.009973242578572794
1,-0.0035620248318997128,,0.034186693598030615,-0.07244116269051082,-0.017940160749177814,,-0.007768292582994718,0.024305934373535454
2,-0.04020647564850677,,0.09929986488987996,,-0.019598879329056906,,-0.0025178008126669482,0.0345579364955646
3,-0.035084868697770055,,0.061521321667719064,,0.006363608034363644,,-0.0260377398983902,
4,-0.005698803678599873,,-0.005547287297400061,,-1.8814559900270922e-05,,-0.014629925213562878,
5,0.01983647966043023,,0.022727356563688517,,-0.003983042597405451,,-0.026129898600055768,
6,0.014250559955383046,,0.02253593906799356,,0.011687582081585823,,-0.022037338686361707,
7,0.029364802072752383,,0.09707863148296969,,0.021545384847130755,,-0.016826450706270535,
8,0.011718082572569344,,0.07235015627368035,,-0.0013921201632198787,,-0.019758003196741925,
9,0.059714284890465485,,0.060453510108042785,,-0.0017503154221163442,,-0.02793876586231292,
10,0.04049837274039625,,0.06478082835541787,,0.01523170936324103,,-0.020481186423674913,
11,-0.0330975619659899,,0.07224980248502,,0.005198943544549195,,-0.006315161774873346,
12,-0.017517025053274793,,0.05062319484865263,,-0.010546976357351134,,0.008248184394981095,
13,0.017839314956479058,,0.08074315020203127,,0.013647361865928964,,-0.00309884273930372,
14,0.03551217581523147,,0.1055088134990303,,-0.006545010456159517,,0.02534410604812365,
15,0.03445577560404356,,,,-0.00011968612251855859,,0.022097298209682315,
16,-0.010002781402540961,,,,-0.0173535084000922,,0.03924134664881329,
17,0.0018232270059437283,,,,-0.03805398450343267,,,
18,-0.009158772866879161,,,,-0.024572970481085754,,,
19,-0.04837326056029667,,,,-0.05455959546022626,,,
20,-0.11814917804038583,,,,-0.07489444382571397,,,
