,2015-01-01,2015-02-01,2015-04-01,2015-06-01,2015-07-01,2015-08-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-07-01,2016-10-01,2016-11-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-12-01,2019-04-01,2019-05-01,2019-07-01,2019-08-01,2019-10-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-09-01,2020-10-01,2020-11-01,2021-01-01,2021-03-01,2021-04-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-11-01,2021-12-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-07-01,2022-08-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01
0,0.038963313560351986,-0.007610399795456968,-0.07711919314503057,0.062036981130928925,-0.09139786327143162,0.0109651644471489,-0.035702516933308504,0.03695815700331995,0.03509259602915846,0.0020454996938454872,0.012094791257080795,0.041534994004495146,-0.003602978867092821,0.002200248813210126,0.006642646461368695,0.03649943481762108,-0.01900660278220223,0.019117785095836615,-0.030400500699207633,-0.006198158085265026,-0.0348226383213992,0.014162909846686667,0.038532779786716764,-0.014381429018588854,-0.038889740992539945,0.03327102144774763,-0.01191279305672066,0.028411013784249484,-0.04121588826030487,-0.04582039176580732,-0.017206945028079845,-0.006644276745639166,0.017312505376078535,0.060045871676902784,0.04120742379653208,-0.017789633480561395,-0.043781075284003546,0.011713835062983957,0.042309365595229576,-0.03348927455190287,-0.02061877398721479,-0.031160396506280108,0.0021469118239023643,-0.0029786626194223675,-0.028423956949805484,0.060401568694090635,0.015324370864232328,0.011502926518845102,-0.03933809864111604,-0.007214346426627216,-0.035527154348349355,0.05043875388033925,0.02377891154931744,-0.004792413294004261,-0.005093428033494551,-0.006951849857387948,-0.013320383073555098,-0.003000080421945439,-0.006822985998145015,0.003990563087266308,0.026195753838393565,0.0032178300710394847,-0.0016832323495107882,-0.007559047632136995,-0.00993307819276068
1,-0.005982454266864057,-0.02144500177603803,-0.05346898585499593,0.08944303530749398,,-0.08525652359571079,-0.02625457268004605,0.05760125614793887,0.0330756465637477,0.014839117361825416,-0.006847570945191839,0.04835540754818027,-0.01955111719773872,-0.007492169132354842,0.03590582788303953,0.03276418488072608,-0.020877655552761887,0.005737157228980605,-0.02556671992545212,-0.009191617498538696,-0.015522639579178987,0.03554377631573047,0.01848641188041955,0.003154082849861517,0.03571745802659998,0.018729733548349392,-0.01856528044110184,0.01625228113405086,,-0.05301826050319347,-0.02560039975945516,-0.024834745587974938,0.010315040122275576,0.048085927338778145,-0.00027798973029447005,-0.007507866680455777,-0.08939034898663589,-0.0054198383688535134,,0.00490925378362439,-0.028069611402677497,-0.015707140926693786,-0.019531865062715648,-0.010029516005030548,,0.04648019417566496,0.013774524025637946,0.011808828584792819,,-0.0008913836592425728,-0.050239456082187106,0.049915189787419934,-0.0005214976371524793,0.016977104189008108,0.004232016192030064,-0.004675770258390832,-0.022667835715719953,-0.02457332288858205,0.04637692427117113,0.02054345969019722,0.027202364846977134,-0.02671900007202277,0.04495855637303087,0.0038673629690053613,0.01756165406329968
2,-0.04556691125756118,-0.011626860450977605,-0.05340446403053911,,,-0.13766526225753517,-0.029388184834710618,0.015329027086654401,-0.02492694540986054,0.023896662373286026,0.05517245995385012,0.03741200421799465,0.006686803419937659,0.008521246567832041,,0.013086084004013454,-0.015674442799174182,-0.0017273880837835875,-0.03850815542593655,0.018494742767971806,-0.014923789055082626,0.07616057645119234,0.05772458370180655,-0.008148549734364963,0.010954116383016688,0.021813738457104437,-0.0058507637363072185,-0.013828831302183708,,-0.05292746317474162,-0.007572616901157181,,0.01294765176304713,0.05150831123662192,-0.022456503351054424,-0.015364828530806562,,0.009072764736696604,,0.027245826585915234,-0.02737650144082271,-0.0207598874442958,-0.03054800521088885,-0.019803871564614495,,0.01911878831255054,0.0010926297098721172,-0.024307763451813846,,-0.060636692474163256,,0.022592309569062774,-0.025450583799841775,-0.02041543484731867,-0.002302550829354044,-0.018621696083162442,-0.027581131298442862,-0.027711373059473354,0.010486944180665425,0.009097829221132114,,,,0.004697017858907193,0.0026443994647189495
3,-0.006332683793764726,-0.05266179716600139,-0.02870512740535691,,,-0.08830286138650001,-0.02379129295789162,0.039883810189068836,0.00703374215095573,0.03627541293619119,,0.06111133625402723,-0.020376577314111133,0.012901663807883601,,0.017554881479168394,-0.02219065071211812,-0.006705513013502307,-0.03084203713787481,-0.018983784062290177,-0.04465428958121498,0.074735679344335,,0.009098836114950881,0.02414275269400923,-0.0013104071209042445,-0.008968924751728391,-0.04500013933133218,,-0.05395544598118329,-0.0039774918719157615,,0.023989250250607164,0.06377406133125874,-0.0020477399560077103,0.02168840331270694,,0.0127151154395726,,0.03885961363922852,-0.0011328903131466728,0.016037731046125714,-0.01098922811405445,-0.0031787086479797555,,0.018789889120100156,-0.017772894136284467,-0.040549110966168644,,,,-0.011484808793620349,-0.06154903998512018,-0.005007490215795496,-0.010699066652702593,,-0.035011337906298845,-0.006658117917683892,0.023450668204088476,0.02552473973965541,,,,0.007162655948535157,-0.005028317868004173
4,-0.02106820009670929,-0.07154152609812103,0.0010526187712238677,,,-0.05563100032288992,-0.03806118872416153,-0.008254174883756127,-0.0033807287963913135,0.10104728881443881,,,0.012939155584644091,0.01904081713802752,,-0.005578116040152459,-0.010743237542385264,-0.020878849604765826,-0.01758698526911573,-5.4277342723008104e-05,-0.0659005176492562,0.13160636776347134,,-0.002130378621745699,0.0443020637541951,0.010052147408682766,-0.023019769257762723,,,,0.007346911182632754,,0.04415019871979409,0.05943159389775765,0.017803057660890298,0.006711270997951768,,0.008358691007949615,,0.03459643940579382,0.022068070617393465,0.004315666369774984,-0.008224663441095403,-0.03213139932787845,,0.002959615330032861,-0.024230148974961896,-0.029783251689369683,,,,-0.023764375039485808,,-0.002280761900596895,0.001209344159339154,,-0.005522273174133119,0.016612920248836094,0.017469904451800744,0.01030721596394435,,,,0.02616546672503195,-0.02142132874379743
5,-0.035414873084953946,,0.03715570776071164,,,-0.05164551871080292,-0.06067622634666492,-0.09703369866963651,-0.06577783067841017,,,,0.025495216306205437,0.028429351436510264,,0.019923212799558998,-0.00548949070757021,-0.015319145870945183,0.01097678765273713,-0.005076719434579324,,,,0.00867935762111438,0.022143698723466,0.013164761014764492,-0.007051019643692147,,,,-0.029802692083821025,,,0.03734577937960548,-0.02498664607803236,0.003254754510018998,,-0.002101731238166371,,0.0490388435530289,0.02204229526788959,-0.01981221283637513,-0.03484460900087982,,,0.017051057760168353,,-0.017256810916673082,,,,-0.02843596339813792,,-0.02224775259675038,0.01879363339209228,,-0.03800619631440072,0.024637063890111888,0.02010025949529748,0.019558900649273125,,,,0.02846343482848601,-0.06576482701356645
6,-0.07573138163114779,,-0.005517568924277905,,,-0.020645589224666416,-0.059988711350388524,,-0.02049048310035309,,,,,0.013336502784193849,,0.038553637181649725,-0.0041439729451493434,0.011855160512667107,0.013773219155147842,-0.035581136506281696,,,,0.020221707826276525,0.011259048595841037,0.007902618684551,-0.03357933018086823,,,,-0.005488286317236746,,,0.09290128368675132,-0.05100630822045682,0.004488640805915711,,-0.004677248543274226,,0.10011717178217494,0.013017808121277508,-0.05014359998871676,-0.03507305390332105,,,0.015325532812139553,,-0.02076631520627159,,,,-0.03610443324207324,,-0.02360598639077849,0.021864930492559664,,,0.09236507357660684,-0.0019930157648202496,0.04138002771656324,,,,0.00975585088930675,
7,,,0.009047050705581983,,,0.014222223380802479,-0.0985532466047272,,-0.005484226791907881,,,,,0.006522110645848955,,0.01973648551852869,-0.01686522102221466,0.04806746946480778,0.0037437975203475915,,,,,0.031299709554765354,0.05119607774582624,0.051024158255096985,-0.040752769979349956,,,,0.021437305784995697,,,,-0.0761113425915223,0.0051593421315656585,,0.013210363947226744,,,0.015403083538419793,-0.03191429939366719,-0.03842367482013742,,,0.006993424489953437,,-0.025282971592876846,,,,-0.03537040662845636,,-0.04258436853762948,0.0056257618909306695,,,,0.03671869546799478,,,,,0.02098967268323304,
8,,,0.028812780576194186,,,0.09997459874153014,,,-0.035005881841164405,,,,,-0.0073568906011175494,,0.015938836433932346,-0.06875453168764833,,-0.00787621985097764,,,,,0.041677427449485105,,,-0.03628103987866016,,,,-0.001810279047190777,,,,-0.05729515386128625,0.00029631280164466034,,0.04345121340631053,,,0.030081739613139202,-0.05595219420008357,-0.034513379926371934,,,0.023406484504594927,,-0.017126670635855712,,,,-0.0395940736361593,,,0.01154345943581403,,,,0.015982717461752394,,,,,0.016413494176366505,
9,,,0.02384413916388417,,,0.1480599162954479,,,0.011710255148347087,,,,,-0.008409366500314874,,0.003911859289353448,,,-0.025090856602288047,,,,,0.052268842601501664,,,-0.03030212319084047,,,,-0.017581138934238183,,,,-0.008897525663480899,0.03655755583637932,,,,,0.03991321929605918,,-0.026503112906909765,,,0.03380073540399575,,0.012913753682574525,,,,-0.04302675943671641,,,0.012297291905631558,,,,0.0061279680624064525,,,,,0.007095708182389471,
