,2021-12-01,2022-01-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-09-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01
0,0.015840135805693656,-0.017689618888120595,-0.05746590272845964,0.010759343811720612,0.06927615506135787,0.00997329956544224,-0.033344377417592774,-0.0605497776436944,0.11720505423641692,-0.0006277045229978739,-0.015144322424780476,0.033208824200329445,0.07495117504970139,0.037120461638960656
1,0.10270796304187257,-0.021837903277986292,-0.04265237782139941,-0.0021678990129467834,0.02200550787381772,0.0031929678414908125,-0.014662671238019342,,,0.004788817225261255,0.0053477174845708575,,,0.07722216776562618
2,,-0.03678135204552202,-0.06324973156354385,0.002877106146070396,0.02188562815095807,0.030886343710920805,-0.03587152606375188,,,0.028326592677428764,-0.012705080601251417,,,
3,,-0.058905081031106477,-0.11362793069732735,-0.059574914506049126,-0.021458699945035242,-0.0071915171316980775,-0.04613200037030474,,,-0.01207356460558806,-0.004789215594293239,,,
4,,-0.10262841567313918,,-0.046341584056019514,0.021366354540288235,0.021523037825218694,-0.06513605191750393,,,-0.018429236669072147,-0.006448052994678655,,,
5,,,,-0.0059624044714805535,0.045060682938664165,0.03501707888289296,,,,-0.0032754923420625914,-0.010463761149700268,,,
6,,,,0.04442091160390227,-0.013335694716798407,-0.007067523273966536,,,,0.010168226980087347,-0.028881352735517396,,,
7,,,,0.07316512191474622,0.08444491475870564,0.021735542956603737,,,,-0.019254277685194054,-0.030788707900866186,,,
8,,,,0.05933602220533185,0.06295359218026864,0.002284426279740792,,,,-0.03405833781277501,0.001448155047510724,,,
9,,,,0.053265326627791154,0.15098317292013963,0.01623467998026573,,,,-0.019967322661480935,-0.028860978197296383,,,
10,,,,0.0024671460939105216,,-0.001557888365077531,,,,-0.031322829843033695,-0.04671855676519421,,,
11,,,,0.002438683533293684,,0.05441948453949319,,,,-0.0200458626851292,0.004468649028921412,,,
12,,,,-0.028114094961533276,,0.05556733445984019,,,,-0.025350679744593485,-0.004630616072460292,,,
13,,,,-0.03601164580461447,,0.02445360884362291,,,,0.007786163034603,-0.010941163703363621,,,
14,,,,0.0727363383219446,,0.035846391420796486,,,,-0.019451215420524193,-0.028796514962258435,,,
15,,,,0.09571484407127162,,0.03921425781318444,,,,-0.040794974782886406,-0.020504183307038737,,,
16,,,,0.10544781332262332,,0.039011719867625416,,,,-0.01483816551934769,-0.02365898938230515,,,
17,,,,0.016681873754425425,,0.030199279268712687,,,,-0.0048930040976955524,-0.03273134788638199,,,
18,,,,0.0375129695641494,,0.029359951603486145,,,,-0.041162363529739565,-0.054988034540953024,,,
19,,,,0.05608194228264907,,0.022241614244067343,,,,-0.009875615775690072,,,,
20,,,,0.05085141526976855,,0.0004750510764246485,,,,-0.019362926773648148,,,,
21,,,,0.04267447816039471,,0.02995014526147788,,,,0.001032963778464513,,,,
22,,,,-0.038528538400996126,,0.002961550968059612,,,,-0.016963517434126274,,,,
23,,,,-0.03680678734827936,,-0.005792528475793368,,,,-0.008936286911042757,,,,
24,,,,-0.08598866189400045,,0.012929006413377131,,,,-0.010232495358983407,,,,
25,,,,-0.030646229472741204,,-0.0078079509876189945,,,,-0.013679823300408067,,,,
26,,,,-0.007302501381848181,,-0.017933028615386704,,,,-0.03193747829945792,,,,
27,,,,-0.0577696828001395,,-0.03695322743464491,,,,-0.03376621099153709,,,,
28,,,,0.08117405046753934,,-0.0177294668839858,,,,-0.001381891726053297,,,,
29,,,,0.057707446009982455,,-0.08498762513610991,,,,-0.031953705917853625,,,,
30,,,,0.13483975865113873,,-0.032480576372023506,,,,-0.05027351793835866,,,,
31,,,,,,-0.011082478237452342,,,,0.0016526937958332155,,,,
32,,,,,,-0.04422385876072177,,,,-0.007264384618999031,,,,
33,,,,,,-0.01917375154868406,,,,-0.013334020252656842,,,,
34,,,,,,0.027541598934418765,,,,-0.03130924451142558,,,,
35,,,,,,-0.015268464115528069,,,,-0.02395986808788031,,,,
36,,,,,,-0.02080975397022744,,,,-0.027116387060202918,,,,
37,,,,,,0.0051558118927195196,,,,-0.036128642333162375,,,,
38,,,,,,0.028977358086196503,,,,-0.05818676916336152,,,,
39,,,,,,-0.0012100763570535022,,,,-0.04692699980683557,,,,
40,,,,,,-0.014295564167166042,,,,-0.017261377216335916,,,,
41,,,,,,0.026241476989809165,,,,0.007278821719392425,,,,
42,,,,,,0.0019895184005322974,,,,-0.012290084793157519,,,,
43,,,,,,0.0398231290359119,,,,,,,,
