,2002-06-01,2002-08-01,2002-11-01,2003-02-01,2003-06-01,2003-09-01,2004-03-01,2004-06-01,2004-09-01,2005-01-01,2005-05-01,2005-10-01,2005-11-01,2005-12-01,2006-04-01,2006-05-01,2006-08-01,2006-09-01,2006-10-01,2007-02-01,2007-04-01,2008-01-01,2008-07-01,2008-11-01,2009-03-01,2009-10-01,2009-11-01,2009-12-01,2010-02-01,2010-05-01,2010-06-01,2011-03-01,2011-05-01,2011-06-01,2012-03-01,2012-05-01,2012-09-01,2012-11-01,2013-03-01,2013-04-01,2013-08-01,2013-10-01,2014-01-01
0,-0.004392699518349252,-0.022863890173949297,0.04491728030980996,0.005768945989186092,0.14964254981691294,0.06817687398665662,0.02206344577981334,0.03984771234512241,0.096373086528862,-0.0034728293766210783,-0.01560009603277579,0.008671858882059569,-0.00013631513249601213,0.05774136539656305,0.02852247592892604,-0.02204128366681246,-0.00743425123867314,-0.03956167586484166,0.024056276042039526,-0.04119559436764808,0.07779688401683793,-0.05028694299975922,0.05248781376638134,0.10580006645511064,0.02886092806952334,-0.02830418969122883,0.025480008725542624,0.01898227867905322,-0.002692405323343028,0.07636309156320342,0.03288755447829339,0.009455841404183762,-0.010697982104045434,0.019997793131958375,0.09257075468665255,0.0075824205932311095,0.09838380205853525,0.03225795443157331,0.035696498421159184,0.00849722583079382,-0.03418489537427871,0.005772316840746139,-0.036683110212567205
1,-0.004337667611961027,-0.04407760991555909,,0.008847810846860149,0.10562304215990381,,0.01209578614780138,0.09937380728993328,,-0.009017543165609876,-0.011040963069313348,0.03600560756817517,-0.008535343141601093,,-0.00404624049573149,-0.05827144716589494,0.00537570337113058,,0.005372635993219577,-0.0386145485592011,,0.03326902044488622,0.07239633836371206,0.13920209611275558,0.04234718725569264,-0.03514375480488341,0.02319877669302789,0.05504724728508559,-0.02562527284531102,0.05740195392404979,0.010135013524487091,0.00668688575907006,0.0009466534083774625,0.014581174825546217,,0.006239578776577215,0.08266208930660446,-0.015943489786750753,0.06382693316550458,0.026661048696970724,-0.06021702489236169,0.0215391376374498,-0.04756394469183278
2,0.02453234308041846,-0.06242674858375574,,-0.015348883494237686,0.21246006558029185,,0.05071369248487201,,,0.034834792161696715,-0.03201650872385753,0.021376203981825492,-0.007442401492608441,,-0.036886363409738665,,0.028566628354757206,,0.006010946032817488,-0.0868020010628121,,-0.06776674094383295,0.026858088383786338,0.12658136684204546,0.01650865728200923,,0.024610189920428016,0.08750865316059309,-0.015623099088669434,0.0656119635520398,-0.011948072242834673,0.009264344177107642,-0.01920481689741288,-0.016659090352799666,,0.08549215533381238,0.07423792091477999,-0.009130761674263743,,-0.002518889996562468,,,-0.07908728458549497
3,0.009918813666988463,0.006192817887316071,,-0.021233712878517608,0.20791371779314483,,0.07114677976198058,,,0.04074596260399188,,0.03554018009373516,-0.008535343141601093,,0.0017149957853846431,,0.023051953108237155,,0.010003310046940328,,,-0.10425732613131333,0.01631206710794353,0.10870517955844416,0.1129995478613206,,0.021162206295841812,,0.01942102485146613,0.07934147533270242,0.030240906548472335,0.013174528007529607,-0.030110128487942645,-0.002461753788762122,,,0.09884995381197148,0.017189232260366727,,-0.02011975623564055,,,
4,0.02425490214067713,-0.001980716942847849,,-0.06601565843403012,0.23444334818540402,,0.11496229297487404,,,0.10276526093773652,,0.0039023637689250545,6.575356784033204e-05,,0.02354208611202563,,0.012165911511117677,,0.008991340780222234,,,,-0.026939789427848693,0.08450839435319013,,,0.007030164980762643,,0.0613964449137856,0.023928871376198924,0.026387381555456058,-0.01022822570248505,,0.0026134489846916242,,,0.12044851382722621,0.0052378313637588825,,0.032372530894935636,,,
5,-0.004683598999599248,-0.007065166402229206,,,0.24386729770465343,,,,,,,-0.012526350712440237,0.014047717016505423,,0.010545809783085891,,0.016109205079763544,,0.024644633307643438,,,,-0.051667352469974226,0.08567693371111362,,,0.0005318439288055088,,,0.01110591073217626,0.009940754977109112,0.01837439460495438,,-0.01058675394128894,,,0.09965981632229604,0.022944335914851344,,0.03171173363846469,,,
6,0.010086099741628468,0.011283972265967446,,,0.24861213892388934,,,,,,,-0.004618145753747971,0.001690464273705894,,-0.037774906540757824,,0.011111551265593711,,0.02439931432217568,,,,-0.06214734004322864,0.07115708717794389,,,0.007702694417385414,,,0.0001252272919856079,0.008423677684905151,0.006120874328395587,,-0.05373487785062059,,,0.09129478893222931,0.07391960813759135,,0.04004177385953245,,,
7,-0.0047115106332760726,0.026115987486521774,,,0.22913269128636315,,,,,,,-0.018078506913088654,-0.020009990830789803,,-0.020009259157117765,,0.0020567793145673807,,-0.0020579804136977575,,,,-0.11355122089085823,0.15827456194880307,,,0.01541478555480097,,,-0.03070681556843935,0.02024514965058155,0.036632583423902076,,-0.053574667518634156,,,0.11893146428100776,,,0.024061423102002433,,,
8,-0.004824673762386378,0.021322293422577854,,,0.3443158391051533,,,,,,,0.032101083677182674,,,-0.05208611255684398,,0.00012872913346906323,,0.05344836738306502,,,,,0.1992629448804002,,,0.02696540127228325,,,-0.0032477602422347207,0.017706597751564468,-0.0023867363997480684,,-0.0694322629337143,,,0.11366172527965357,,,0.003396422658418441,,,
9,-0.019643480664680857,0.021322293422577854,,,,,,,,,,0.047508425442091884,,,-0.05825815462688261,,0.008605671572461615,,,,,,,,,,0.07443751477286237,,,-0.0028185709251054014,0.000473083637602123,0.00024183147113987502,,,,,0.19858961019462074,,,-0.038351727055512264,,,
