,2002-11-01,2002-12-01,2003-01-01,2003-03-01,2003-08-01,2003-12-01,2004-01-01,2004-02-01,2004-03-01,2004-09-01,2004-12-01,2005-01-01,2005-04-01,2005-05-01,2005-08-01,2005-09-01,2006-03-01,2006-08-01,2006-09-01,2006-11-01,2006-12-01,2007-01-01,2007-02-01,2007-03-01,2008-02-01,2008-06-01,2008-08-01,2009-02-01,2009-04-01,2009-05-01,2009-07-01,2009-12-01,2010-01-01,2010-04-01,2010-05-01,2010-06-01,2010-08-01,2010-11-01,2010-12-01,2011-02-01,2011-03-01,2011-10-01,2011-12-01,2012-01-01,2012-03-01,2012-04-01,2012-07-01,2012-10-01,2013-02-01,2013-03-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01
0,0.02156007353259709,-0.04363569294361147,0.02784478028144738,0.02515049176546913,0.04471514877259253,0.13029061107432288,-0.08712537518975783,0.014946575897085479,-0.01160558015221369,0.05349255905334349,0.0023900527370441793,0.0321697716725049,0.00045370958934132233,-0.01196724927790005,-0.012357837500667657,-0.005904860031475501,-0.02254612540978429,0.011694494320988236,-0.0132498225689901,0.009697349477773898,0.0005020437924303511,-0.025158283773096368,-0.047075086633810104,-0.0005908530302582982,-0.02048283398317241,-0.004789810149695928,-0.042968535721243706,-0.04536801314594152,0.04832490794591715,0.032877722205205906,-0.014533156027019656,-0.011981229058948495,-0.012394977942085272,-0.017913552294758883,0.02117927879098591,0.03855458310877391,-0.0016769733061730019,0.006418288016230234,0.028643890733504707,0.00435689170761,0.0090056448857041,-0.004098590289234538,0.062369892870293375,0.023486523794250758,-0.014911042162324417,0.003304721694541435,0.025406563432400553,0.013969580344970645,-0.005432901995123807,0.011679871046318624,-0.025071206214261732,0.03491092685400754,-0.013560729852940545,0.0020327981196577305
1,0.02959492789232765,-0.02892480989100843,0.002431700384326496,0.022951925983861865,0.03642580750924029,,-0.09355638151744672,0.021727055875794488,-0.00827773926949682,,-0.04359650554451289,,0.014346480349372026,-0.02284256842360388,-0.012548571910103168,0.025677703966425103,0.012608841534253346,0.03189479083521607,0.013764153943215618,0.022888443784299772,-0.08173447351954644,-0.03708079513340001,,-0.014771484811058944,-0.02291949540060889,-0.021903770581122473,-0.03056059074090345,-0.13885710582216548,,0.015732308595846067,-0.011348865661824581,-0.009061620047704277,0.02168986037122772,-0.04884740494580897,0.028582469797231225,0.024136102531773007,0.008863483168079833,0.02329004253081579,0.05296360130515643,-0.009920036471086968,0.01117998223506822,-0.02770801617980756,,0.0487975368181246,-0.00024590299236670887,0.015079739038369677,0.026193666825746975,0.011301420113724259,0.010743359643706096,0.03249569867308466,-0.041808952186278336,0.042591754925048075,-0.018140704344629333,-0.029847156551705556
2,,-0.025692876111599983,-0.018124391869559525,-0.012468745759506739,-0.006495572021195439,,-0.0395709565898581,0.014023737377880208,-0.016196738112075337,,,,-0.0011484734239394223,,0.0027248302383870993,-0.010699503793964005,0.018008543992100723,0.07425398690641272,0.015142123990760759,0.02713792721543684,,-0.03389856400427016,,-0.0182534742448337,-0.06793670414926156,-0.030717534009789826,-0.017265770366997835,,,-0.03582495255092155,-0.05775552470843581,-0.010909675733437263,0.040765387685006094,,0.03020547194738965,0.032041063922082946,0.01458806373834931,0.019225693299736557,,-0.028335806975676725,0.03299990424741717,,,,-0.028288018969703232,-0.013060417882030606,0.04156931768769634,-0.002670793779622649,-0.007302457694804421,-0.00885155040730945,,,-0.022336642041454358,-0.02696118180463314
3,,0.012000584274368453,0.0010670224970387165,-0.0017012777218132769,-0.006390119352329027,,-0.07272872219047355,0.02840216709247656,-0.01028328698168135,,,,0.0015299434572737525,,0.012762684118225454,-0.006353927635824208,0.04408703708483808,,0.02978400118201341,0.05354650035563813,,-0.0027512793114730094,,0.007847108259389834,,-0.0048812781951541595,-0.025369708176453898,,,-0.046147511015034226,,0.012424121643442199,,,0.042122664015632916,0.02481755269873087,0.033229361091114296,0.00607589290104249,,-0.012776514357404567,0.029334717167061708,,,,-0.03373374330408163,-0.018830108314539906,0.050619872209589634,-0.013805895801183521,0.013391192097937932,-0.0059334742508498906,,,-0.018922179872354894,-0.03096625667649411
4,,0.005602756859782065,-0.01850044953616628,-0.01378065441045151,-0.015135223294945988,,-0.07261907006174173,0.015635603239399165,-0.017048304633793254,,,,0.0022877233588662893,,0.0181995816193673,-0.00396737169600625,,,0.05120307546077263,,,-0.01129059608122307,,0.015442411677915047,,0.006779119701499248,-0.08127310030842061,,,-0.04036354118092822,,0.009266159620034298,,,-0.0016707666118653819,0.040309571211044615,,-0.01555611602464535,,-0.04281833371585986,0.05045219881966023,,,,,,,-0.011006309522527236,0.002906170769597871,-0.005859581443638628,,,-0.008683116518546807,-0.006155065068514709
5,,0.05056414034045753,-0.032896455196034874,-0.03630147920812943,-0.03217894930820053,,0.012806512733385178,0.01688768804975016,-0.035871500350228125,,,,-0.02028758446950074,,0.01390419743750626,0.034811954437766524,,,,,,-0.013003916807614146,,-0.015494162198927519,,0.006294219282035662,,,,-0.07239509869286609,,-0.002261082429301231,,,0.02354357853112532,0.017128373989025114,,-0.008874166936626349,,-0.04569131263493098,,,,,,,,-0.006570417545206375,-0.0015808439062792168,-0.0005945483306613042,,,0.0032314467299565663,-0.01780637743691571
6,,0.08097208579097948,-0.028822090782636228,-0.056827743581862156,-0.02339175173373409,,0.012149095595436643,0.028478368212669913,-0.07291098657739425,,,,-0.018008502103910362,,0.008843374086065281,,,,,,,0.009583530503183946,,-0.03329211442652458,,-0.016843255250913902,,,,,,0.008595028210657496,,,0.028858178060398254,0.024984340386516646,,-0.01582867954521805,,,,,,,,,,-0.007478994270078587,0.011490151638491763,0.004979437217789595,,,0.024103528548001796,-0.03585626095715666
7,,,-0.006658529784016487,,-0.0796627304941464,,-0.02190858748852098,0.03468747526209359,-0.0801603263599091,,,,-0.015623212910601314,,0.026418266357257192,,,,,,,0.0040734317521269325,,-0.062201212485833324,,0.00580768336720916,,,,,,0.00965538077538941,,,0.01598938062754529,0.022397822683997592,,-0.022013094158893187,,,,,,,,,,0.0012338013610468934,0.007543470080625614,-0.011687785290911634,,,0.00890832215024595,
8,,,-0.003365389220090803,,,,-0.012756204620457678,-0.000879661999963588,-0.12264540982655348,,,,-0.01146307971171534,,0.019919041541254567,,,,,,,-0.005316772025774075,,,,0.005115814017945697,,,,,,0.009231049019631454,,,0.06547429704992602,0.03524229805518875,,0.008283285582542321,,,,,,,,,,-0.005407313412769454,0.0024025477544711293,-0.047038926213987864,,,0.0014062878913880805,
9,,,0.031022301327847113,,,,-0.02430952981937562,-0.034081438584110835,,,,,-0.0019188239867926615,,-0.011486470584499475,,,,,,,-0.02235317514187174,,,,-0.020272852514182205,,,,,,-0.001660259663529784,,,,0.0025224777344747817,,0.017314547879063502,,,,,,,,,,-0.01579475380595463,-0.03349668153943286,,,,0.00581736426398094,
