,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2018-01-01,2018-02-01,2018-03-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2021-02-01,2021-03-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-12-01,2022-04-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-04-01
0,0.031000033392015514,0.0028201539335190873,0.002264999166929904,0.030052318271286627,0.02919526585989818,0.0079656429273669,-0.0466473072146556,-0.01893474122858141,0.01086967043602538,0.015888446277710244,-0.03154276911678067,-0.008090007523040121,-0.07152971756644178,-0.021916416666595495,-0.006528773713163183,0.02724982787685848,-0.002597153869221547,0.01694930662885341,0.0017997569036216632,0.008823567953667233,0.042326825053182054,-0.04608859824509759,-0.0328996240518622,0.027463519278545512,-0.017398257990445032,-0.00285565812865185,-0.01269675467461795,-0.020755142346724043,-0.02535367247646292,0.008569895813707262,-0.09200152062528888,-0.06647158547676435,-0.0595763176750328,0.11190096322671828,0.0404699272937753,-0.08111686840852883,-0.0029387647043970233,0.02361573728803279,0.03734776924124272,-0.08010952308842612,0.017689990759864216,0.023045078726521062,-0.04331079119154868,-0.05192168869409386,0.01258016810332574,0.025795060189132357,0.04776695377990903,-0.0026741734533999306,-0.0020044799428342586,0.023454663402395326,-0.005018832132763329,0.02261126312400208,0.008100589575371409,0.017053705171765188,-0.0005982643625097595,0.02540036688608982,0.0011679202070249417,0.004522786118904332,0.03341583387557634,0.06922875317509014,0.017185778400272467
1,0.0318427242842394,0.01624743193504452,0.01487474075412587,,0.032668323414665856,-0.00318299838324565,,-0.009411113886529598,-0.011617648331057495,-0.011739201410248867,-0.01712694276609361,-0.016439980305707813,,-0.0042761093537588835,0.016373939550928363,0.040508389720289806,0.004621627988758981,0.010480990725140527,-0.003696024196790937,-0.037213686448482886,-0.0029247132805949837,-0.014560138887125262,-0.022500487715833906,0.06812316163826715,-0.022098823984248117,-0.03445894049672216,-0.04056163189958717,-0.018000134736025686,,0.03098174210945981,,,-0.09413287017389393,,0.041558555117210516,,0.002952285506236052,0.024917616498192352,-0.010358982130612482,,-0.005832332381414673,-0.006519096311703443,-0.021360478662732163,,-0.034299526424358184,0.06627877772006263,,0.008697992299523616,-0.03156252719664998,0.0015124476577259571,-0.013005891860957242,0.03740504051629667,-0.05502575575232882,-0.0001650728729325479,-0.06549501809046365,-0.009715899571645537,0.038340339031166515,-0.03597113062220414,0.0278988474475117,,0.017219220206881714
2,0.029101282454681243,0.026442770376491787,-0.002889435592668743,,0.013098024714722989,0.01156006559089473,,-0.002536770043398029,-0.0066223728069010335,0.013428762041136189,0.012667904083232484,-0.029194679184880723,,-0.03602535404975615,-0.0008380929125508807,0.03742016478445809,0.030822351539154802,0.005848595362438869,-0.041884813768898965,,-0.01645554223333281,-0.04697317725715644,-0.008499824689281343,,,,-0.031495375632990985,-0.02392222871900529,,,,,,,0.04481969755752535,,-0.0037600825102597213,0.04070266298901526,-0.002092115505265113,,-0.022727143983179765,-0.0451730757368809,0.004311635332930663,,-0.030322022965190598,,,0.01575879617194964,,-0.0024340238757289967,0.0013907726510096197,,,-0.008476658046977725,,0.010637306844107464,0.048615734218756756,-0.02619637954644949,0.0613407569153992,,0.045710196719982
3,-0.02633393182897814,0.023365546145550198,-0.012495965785092267,,0.00740891926886178,-0.011292509890856728,,-0.0011336217157387196,-0.07506232314138028,-0.0005498262950123234,0.005022210960141882,-0.008590762270158425,,-0.06699382146607569,0.027896889833873395,0.04106405810961178,0.019969486617293697,0.00928629896486488,-0.026061792903350423,,0.009498519851135898,-0.04658812693852088,0.007638640789173756,,,,-0.03677182842520743,-0.025497007503688884,,,,,,,0.056241890668001004,,0.01702104317041897,-0.009884043077574844,0.0013946814973033739,,-0.026751767746333144,-0.051392101756291275,0.005887063528622782,,-0.04707880310632806,,,0.006646973877205031,,-0.018557314480141862,0.006935817303991065,,,-0.0010067822955095451,,-0.003001338053831404,0.03368633384525932,0.003064118183037312,,,
4,-0.017706282035053977,0.010863023657669224,0.001378605351512796,,0.001221059216507392,0.011162627234263311,,0.015799055084613656,,-0.02900486903418198,0.0021670864583243077,0.005326889902295129,,,0.0009296195395034346,0.02872601459544999,0.028128897503929995,0.026528085364685094,0.022960963198102924,,0.006720413245590893,-0.038280205450445415,0.00510374598403196,,,,-0.021558518642228464,-0.009909939215811292,,,,,,,0.053981462707168304,,0.032895851578935265,-0.008377903568534073,-0.004749427926154404,,-0.03333228390179954,,0.009698120307920277,,-0.09008675041228731,,,0.036525168375001194,,-0.04938599286927925,-0.00019558685132370357,,,-0.02450027546141964,,0.023603730310146176,0.00544898168144492,-0.01947729678772747,,,
5,-0.013411605129586501,-0.03205636642318721,-0.0050882409192345435,,0.015250092854413033,0.006012829202203029,,0.02555960171285676,,-0.01504869375939144,-0.005254953717065858,0.019035438028079277,,,-0.0019869106954542026,0.04924618938559533,-0.0048860119740785635,-0.011784366843589633,-0.009662613916625595,,-0.010508249132719773,-0.02654769784208666,0.04691840506658185,,,,-0.012099068232908294,-0.00016655925138753247,,,,,,,0.06174569857267309,,0.05697766795572967,0.008142578934492661,-0.018422100692401244,,-0.048242169352660014,,-0.009373632116351338,,,,,0.05152651203827885,,,-0.014581587634746818,,,-0.031225077368325138,,0.0042228963283656995,0.0102631236114048,-0.011487983490866771,,,
6,-0.0024507283335846175,,-0.0004463836135228938,,0.0199891276014057,0.01725132031332599,,0.027738193804172084,,-0.014182482697891352,-0.00763644394529428,0.019628482834053607,,,-0.01785304676553867,,0.0032550314906911737,0.009681259080210336,0.00037073069961301996,,0.001462667114754377,-0.03550179369082951,0.026538252370806426,,,,-0.02681272679227842,-0.004409509225025587,,,,,,,0.07086490723434069,,0.07118456186078159,0.009490593432505356,-0.01102952592558637,,-0.032215317796048915,,-0.014008163537792662,,,,,,,,-0.0002630904938998313,,,-0.06856732923106534,,0.04902636337937771,0.022379836427157684,0.0104030858104589,,,
7,0.013765652454035493,,-0.0072559701218075645,,0.02406307291060905,0.013093389975515457,,0.020246338238983697,,-0.030558825138933265,-0.02555402022717268,0.007608439521984867,,,0.01192277875257819,,-0.014704069761001914,0.016378501472409046,-0.041787071174684165,,-0.02600479534930702,-0.05540591147735663,0.0386942022992498,,,,-0.024682062761811174,0.03517355283762669,,,,,,,0.098544664383024,,,0.037890827154653195,-0.04352249772321937,,-0.014249945926592567,,0.010121839433320012,,,,,,,,0.00387990451725706,,,,,,0.05986984683612029,0.03173735271676614,,,
8,0.018413854670526586,,-0.015189716594432578,,0.04296489737697584,0.006160741911125811,,0.03634305289039386,,-0.046357364058062345,-0.023028187737118566,0.016581641286911974,,,0.00437796377239863,,0.0042551296619799395,-0.002357087686762571,-0.06537117965581629,,-0.018696279076187563,,0.04517793598706277,,,,-0.01786874140737371,0.005892387212072414,,,,,,,,,,0.045939409147190524,-0.03499508649482319,,-0.0014176752283825422,,0.005505552044507311,,,,,,,,0.02210154249894014,,,,,,,0.026359003819930837,,,
9,0.024627443535850002,,-0.007956741196757822,,,0.006535259302375973,,0.027910887350276248,,-0.04710237673589912,-0.019254834081058325,0.02845769041071966,,,0.01998695705671727,,0.02826384143855698,-0.034455168791539204,,,-0.023332543509744032,,0.05347081436433143,,,,-0.02068700696600878,0.04138154596683119,,,,,,,,,,0.06431942865023466,-0.036415663295846556,,-0.015862524190497496,,0.011765702988636662,,,,,,,,0.025106609282479653,,,,,,,0.021086101045416417,,,
