,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-07-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-11-01,2014-12-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-11-01,2015-12-01,2016-01-01,2016-03-01,2016-04-01,2016-09-01,2016-10-01
0,0.08960799566808308,-0.017042592766428832,-0.0514901640714962,0.008919714813047541,0.039421776832466726,-0.0017038953965071713,-0.021881014048226177,-0.05212970469566436,0.0045774927689468115,-0.051897283562310825,0.03615975240182889,-0.007538179466193284,0.04200710154661724,0.09734660386982164,0.08396381116173401,-0.031088321824529697,-0.058425825972595824,0.03500848816365654,0.020953570878622485,-0.16780229493937993,0.00638545219736919,-0.023612071028197512,0.10638680023657665,0.0016922924312767762,0.026025272900299434,-0.018556905201783103,0.006970048153959851,-0.08539161991428212,-0.038878382884691476,0.05012779739282358,0.012420699237605692,0.07728176617424776,0.008530295744038963,-0.02847244371940283,-0.018830165067525773,0.06812514397759717,0.00886139295986288,0.003643961757843428,0.01431629939106216,-0.10932923171563669,-0.012050530559211126,0.13949098121942116,-0.037107416405040006,0.01025021840375473,0.010879817440539785,0.0071885579927690735,-0.005240392983010711,-0.034536688767071055,-0.016525456303615016
1,0.08374848406886848,0.03399408977407958,0.024869320160785247,-0.10680294949868596,0.04695578580519033,0.045029744014701834,-0.027735277438890815,-0.08582158535122453,-0.010466343728463112,0.015621906497869986,0.02798781921733351,-0.024683276564239964,0.08104722711292167,,,-0.049264972002879936,,0.05179775701623246,0.010129686962184858,,0.040896563865923774,-0.013336517213165422,,0.008293984478096483,0.022534047708563154,-0.030408208373681855,0.011498043290898874,,-0.04564036681171002,0.04380779690428316,0.005906904281513636,,-0.04572713178921406,-0.08950649077949402,0.024325217032893587,0.07572851659973745,0.02024851172342368,0.003719989998515416,0.005565513275093803,-0.1401751233224724,-0.0075649940642161795,,-0.031039310694037425,0.11595268971951889,0.012877779705993131,-0.03466538979020095,-0.033611184877834877,,-0.024040406605699616
2,0.016989569270223992,-0.0024727220359910262,0.024136490496397656,,0.044148763528395474,0.04447679143825267,-0.04312360542265159,-0.101425917873323,-0.04132012452121714,0.0001768510916102528,0.041548216569823104,-0.07110369077919865,0.07785964043057758,,,,,-0.016639054948217158,-0.010947561564973118,,0.01379518086962328,-0.0027033666191158545,,-0.004395153348927927,0.019713672665046644,-0.03163274621587675,0.028604444956790598,,-0.036270213384520744,0.018709513958945934,0.013369548749904148,,,-0.1332802974160141,0.01976410251803218,,-0.009871770619531262,0.0028078207998190052,-0.046173280759139956,-0.151083373447781,-0.02560436697641144,,-0.050173168682378755,,-0.017546493202878377,,-0.04172476516656953,,-0.02683478318958521
3,0.01698498536689641,0.14119280915779653,0.07771963983549401,,0.06963471343310701,-0.005806549940756245,-0.09410558920444156,-0.05435102755692567,-0.055027001117978536,0.053492847350163686,0.038486981013617694,-0.049652244961847725,0.12057587887885957,,,,,-0.0038935702412432605,-0.10522912269762286,,-0.017466307815029225,-0.0068095572582471675,,0.0270113718277174,0.031634975017864164,-0.017218984349846256,0.0049618006244105395,,0.015822877857200268,0.04480996356179823,0.0252689956599621,,,,0.004936701494243856,,-0.007355409768859289,-0.07411037120641906,-0.13861210556162362,-0.06363759500382571,-0.017616005323993544,,-0.0791085692789566,,-0.007426186933259249,,-0.029746919180656306,,-0.045702872357979984
4,-0.05230349710327875,0.101810330315101,,,0.03749427788924553,0.05231449871800553,,-0.02966030972032696,,0.09673827012680736,0.05705877916452229,-0.014597292695904596,,,,,,0.02726526170088306,,,0.03231824222925628,-0.03317227427718539,,0.01898856751967415,,-0.037525329460519785,0.005657528462847505,,0.0023136843789979267,0.04571917718380547,-0.004964100771139179,,,,-0.01138865845967052,,-0.01710309602443605,,,-0.08565285396107436,0.05157846404054656,,,,0.013663656519811163,,-0.007118208134609727,,
5,-0.06701589594851143,0.07223642202765612,,,0.02235668646646838,0.025977523761972154,,-0.030479118157762386,,,0.11172505323226156,-0.022361071820390155,,,,,,0.033994902077793654,,,0.02380390413168776,-0.036715278064605616,,0.017378345589976085,,-0.041426236371064906,0.005750335661323103,,0.03431852723617279,0.019778036284369804,-0.0003227441495288197,,,,0.07502814677048741,,-0.010373864431335367,,,-0.11848088040921256,0.017744802272764204,,,,-0.05751051440345023,,-0.019026165557335162,,
6,-0.13891440948937195,0.15220097510435693,,,-0.0019064668226631554,0.040861766455620785,,-0.027597349696692586,,,,0.009238665091948928,,,,,,0.007161079294717432,,,0.020513513855101806,-0.030486503678543997,,0.01463630065016197,,-0.033751708550845194,-0.014759149812437755,,0.02758223902738166,0.03498397076293003,0.006714475104855122,,,,,,-0.0034619331876899473,,,-0.08595444299250543,0.056407243025863085,,,,-0.0419015946319905,,-0.002478386370437846,,
7,-0.049310098602338925,0.300780712476878,,,0.006993803305446633,0.07216206402399727,,-0.025566527902959102,,,,0.006744779483512708,,,,,,-0.024413020051830436,,,0.03734238400972245,-0.02936595336712866,,0.007712003798644673,,-0.013667121761627321,0.05029613263462451,,0.05774403384520177,0.11106675795576848,0.01264022190566827,,,,,,-0.06540734135430792,,,-0.11831951548535447,0.04314280795482084,,,,0.00459152955180997,,-0.000365049405588902,,
8,-0.08458719299566386,,,,-0.01467839240845148,,,0.028894215582395688,,,,0.016491947141336283,,,,,,0.02072739290758996,,,0.028163337333761085,0.008954110588250686,,-0.007328723658402758,,-0.04702667276230699,0.03933079302611242,,0.04962944470532982,,0.013150211763798048,,,,,,-0.054446369426173646,,,-0.08325835077883115,0.08375665557188317,,,,0.021297955740362084,,-0.01612506677793535,,
9,-0.06830299195387068,,,,-0.02701730082246323,,,-0.011921438970293075,,,,0.05920086478177433,,,,,,0.021706206300664554,,,0.023057344375065902,0.03270379063022677,,-0.017666914745575468,,-0.05062988533882695,0.011307205755390015,,0.07376151527067787,,0.03534109446598732,,,,,,-0.04553419257535429,,,-0.08215108787455039,,,,,0.03223978125790472,,-0.02982146923613138,,
