,2018-07-01,2018-08-01,2018-09-01,2018-11-01,2018-12-01,2019-02-01,2019-03-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-03-01,2020-04-01,2020-05-01,2020-07-01,2020-08-01,2020-09-01,2020-12-01,2021-01-01,2021-03-01,2021-04-01,2021-05-01,2021-08-01,2021-09-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-10-01,2022-11-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01
0,-0.06725632280489302,-0.029215016635058655,-0.04249684405042631,0.05669448913372088,-0.021496382792703717,-0.04991436307084873,-0.04950396482623143,-0.029633196933426476,-0.002503062196554051,-0.016605500869458556,-0.009073350743362685,-0.025753483401223853,-0.008025603123332559,-0.026090770057191293,0.032590911255594435,0.008899999222404364,-0.028832177697710293,0.004485076537487309,-0.016084045547058334,0.0026094302824777316,0.05349058413296959,0.024412844307123205,-0.022277887743717084,-0.012765227805845658,-0.021038952792447496,0.012511620255354128,0.011155144568925746,-0.0034403149210566752,0.008257355097232466,0.060612450110501204,-0.033489481456341785,-0.03989071278102657,0.014864746272186036,0.05997121077844758,-0.006394500899325584,0.07699580855780619,0.0019032659616284864,0.053744164184359455,-0.02088628331441611,0.04367870606703406,0.0010078376929913424,0.020334281863360504,-0.01324158880402182,-0.05877279399092672,-0.0354766132155655,-0.05855815561131417
1,,-0.01917572290758507,,,-0.0500247232979083,-0.05403646879649582,-0.06793387817725671,-0.024617648053417263,0.01413405519073363,-0.010886919193294542,-0.04903634096435683,-0.002515341491794665,0.12417165585336853,-0.009441693339727664,0.04302687265344751,0.009165848816984123,-0.03866525072902638,0.009981206446965984,-0.01180790330773318,-0.013612411626521048,0.005355429429149794,0.02485287136942471,0.02322045883967716,-0.02612613828146948,,0.023116992398038327,-0.024714038324350263,0.03206132420241614,0.009027267191978439,,-0.0028912593091923178,-0.05953890658659161,0.060128888624541244,,-0.013568708886925629,,0.002627509164264241,0.07162539350575248,-0.026920647795364294,,0.02152907602317894,0.005811771980859914,0.01514486852237562,,-0.0311061000290751,-0.04048309473945766
2,,0.009030589043978354,,,-0.09685886740544536,-0.0676031972963278,-0.07741292154970081,0.014247929184005415,0.0013686498025267113,-0.00432821017490248,-0.07398331360548704,0.020395025053827176,,-0.004414128351510893,0.01682606007863896,0.03292556259096502,-0.0290233585377635,0.014469448093839876,-0.008218922366236558,-0.039664478206611786,-0.014940010199456566,0.04299487245902611,0.025240969676918246,-0.02117966004485794,,,-0.0064381005438960415,0.06671548335495725,-0.009070223693750101,,0.012499516128027466,,0.03985969937820122,,-0.00897528408829551,,-0.029145610844834247,,-0.030462203826706835,,0.022234309507987715,0.0216528918931298,0.005176872770120244,,-0.016495460584712296,-0.027707677618115767
3,,-0.022229036449978423,,,,,-0.0699887447646077,0.004990569880559015,-0.0009971519119811312,-0.022909704377970463,,0.02660843591922113,,0.0012603190475752868,0.04969818646813984,0.09235411724385134,-0.016290214293162464,0.02292576184544126,0.002628735176985586,,-0.039052447765628884,0.04875120980306713,0.03161587498750196,-0.029008234669417376,,,-0.03047766020470366,-0.055839745782270356,-0.024196042307980115,,0.015372787273038035,,0.004119863328853723,,-0.018996108492938868,,-0.028368090428703363,,-0.04371098559196418,,0.022738162134967987,0.02139486349007691,0.037457735691783345,,-0.010421565471031347,-0.03914012459279559
4,,-0.030359513673863248,,,,,-0.03239413320995688,-0.015126928378545124,0.002645401007702386,-0.026002838753236723,,0.023309990642292888,,-0.011650411648574721,-0.05586887119376627,0.07780415409892427,-0.031103622665074493,0.013691421206023513,0.022932897039523503,,-0.030870068440703946,0.018359035343505692,0.015676443513551686,-0.02571122614072152,,,-0.015974889634607692,-0.0834532193271551,-0.019195820179373158,,0.016321593931097222,,0.06421981128554566,,-0.029367256766783978,,0.00435203504218129,,-0.08412024529479267,,-0.014812440474894883,0.027345324310242836,0.03192481228374122,,-0.018025401752043813,-0.05429999602031077
5,,-0.007078678820839235,,,,,0.01096892667250815,-0.00607680182145387,-0.02252044195404901,-0.034026510964317414,,-0.013171875233782604,,0.004918836985979613,-0.10645943336757391,0.094355010684124,-0.033796107872866354,0.024281838848468684,0.04269472173737299,,-0.04944802392353598,0.052213823648433966,0.02168651113898279,-0.03535095489628448,,,-0.011365897098106537,-0.06998409068249378,-0.03767622234152279,,0.013815563023728217,,0.022544843482913635,,-0.025097044432009108,,-0.010663389672673107,,,,-0.006846722473017375,0.03352254313556258,0.023367726806563294,,-0.01167090051472841,-0.04559792013088515
6,,-0.035435749050130694,,,,,0.019438446105341622,0.017760928410266885,-0.038047776331826544,-0.04844984877626368,,-0.014758153417734565,,0.022031678933696952,,0.11890447799649317,-0.03878300185948058,0.01113246842959903,0.017401152563182087,,-0.028928363874785035,0.03523338396660147,0.022666478926296474,-0.035670809016270955,,,-0.07113641556957795,-0.030033246183539752,,,0.014016776905779071,,0.0233562650629926,,-0.04227446948534985,,-0.020300846571814413,,,,-0.0014323193366255205,0.036281277961752734,0.03557550192401937,,-0.06771225027232597,-0.04635169696522312
7,,-0.054379122033216154,,,,,-0.012260658401666902,-0.015523824496514571,,,,-0.012629076067927958,,-0.0042583238874116525,,,-0.025956974519072418,0.0117966906322855,-0.0012329799071517655,,-0.027553275543501066,0.051731840131435725,0.02620265650572562,-0.035346225951001564,,,,-0.057338416655737134,,,0.021521458570601393,,0.0038060504629517933,,,,-0.01597655106813911,,,,0.0025481217663311795,,0.02274150577524603,,,-0.028046752041560596
8,,-0.06425198597404802,,,,,0.004597887607818318,0.0007191810034257173,,,,0.025619580699237865,,0.01194376636830663,,,-0.03699068070773537,0.0020964928195419397,-0.016510432399820196,,-0.027708531069802866,0.06327333650238787,0.0789521397861701,-0.03781516267217233,,,,-0.023895682872651758,,,0.009338826912730358,,0.00896903095717927,,,,-0.021832586438720325,,,,-0.012370072270341093,,0.029000681839221,,,-0.027164572893381367
9,,-0.052367011462867596,,,,,-0.018218961555880764,-0.040746050301531334,,,,0.04703258376894537,,0.035799770228702954,,,0.007586019536822697,0.0003703925327900315,-0.06053005148718604,,-0.0240123489171733,0.12075409496779077,,-0.03632457965384717,,,,-0.019235726216697557,,,0.01157822492243099,,0.03381441476719571,,,,-0.028706950311630175,,,,-0.013231303336712907,,0.03266097360376685,,,-0.02469361724041441
