,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-06-01,2021-07-01,2021-08-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-03-01,2023-05-01
0,0.00417728806716644,-0.009322388042896534,-0.00797325824443762,-0.03623117326064618,-0.022388682521826908,0.033715971856751015,0.0010832589247611324,-0.00041964612607214846,0.01671747157505532,0.017254309912174914,0.037061778637455856,-0.004146866011964789,-0.008236701169389349,0.021136849388920353,0.03706420087968176,-0.008967289774814091,-0.002835403320820884,0.027942530555157497,0.028941508048367925,0.0016786419867518276,0.009089615056492306,-0.0023523806122671687,-0.009233058597464261,0.0014733639920923025,0.0012603063507619083
1,0.0455832974792294,0.004064164979540319,0.023172765804642115,,-0.007312822563193322,0.004196881263350161,0.006452002493146924,-0.025269844633002414,0.016435342712985967,-0.0009529336473352856,,0.0129967306658898,0.030653356089215933,4.7156491790545374e-05,,-0.0006579328806934903,-0.007095170786611593,0.024728689195363085,,0.015631959839387477,-0.007781620701075909,0.021474342112290046,0.010285468275108567,-0.01769652117498577,0.012623586802146036
2,0.035848560914686356,0.004918735044478595,0.038380394178363364,,-0.01339508863050387,0.009822109513718313,0.017165119132122708,-0.02681934323740265,0.020008954818024893,0.003199737541782266,,-0.007027490573204176,-0.01105669774785989,-0.002128721532711708,,-0.002155959684463582,-0.008197130459083546,0.0017954696506334855,,0.03745437600181667,0.015659047291487482,0.024159250866585325,-0.005185598373540046,-0.008536246706480455,-0.0020467542436612973
3,0.04986438287357409,-0.002118879222839265,0.0399605983147171,,-0.016203241114276068,0.003337927534599938,-0.008219950387856834,-0.04076702710404767,-0.014331803833185663,0.0230731229317529,,-0.004592707719215383,-0.007125245678891723,-0.005157614253264775,,0.007619822483074135,0.0033250868201486483,-0.017263942431244406,,,0.030768560492409947,0.03135211778438496,-0.02160832514052613,-0.008534848864987676,-0.015308403643651936
4,0.07579622957674514,-0.031150538787248827,0.01881920516472091,,-0.005047302749346727,0.008364300897305998,-0.017645796229836197,-0.028623228583429583,-0.016112449416520125,0.0016492215972672142,,0.0007155451271829705,-0.03389113005729483,-0.007721372142451166,,0.0060931574958154044,-0.009594661473784072,-0.020474550162726146,,,-0.011725712954916645,0.009171081447460594,-0.011444330015904836,-0.05026680148086626,-0.008876377264695812
5,,-0.009079862609804312,0.02218610524559317,,0.011374391395316152,-0.004105257740622648,-0.004886189349493364,-0.01521415791202374,0.013563899220664144,0.002295135439014828,,-0.0021138840031511563,-0.0017932265609843512,-0.015061197285707095,,0.0025930206632414077,-0.029974606619117328,0.007916287904703445,,,-0.031248487544785597,0.009739135875356908,-0.015657439113411442,,-0.00031863219245753527
6,,-0.007120240210098494,0.015659442302410564,,0.031315325140715444,0.03780088181698282,-0.015000553044265619,-0.0018696812498024684,-0.0029693171367406457,0.006073860823753385,,0.01908020755085893,-0.00048474432018341673,0.0044409027314724625,,-0.007675687180067836,,0.015009604682195032,,,-0.0016916542624008102,0.011797594549474155,-0.018076421828100653,,-0.015202129702341693
7,,-0.014562457730675327,0.018691802369606325,,,0.02208481891139913,-0.006342324844542002,0.003288023735058765,0.034234815711251976,0.02924509908251194,,0.02590524547074402,-0.0009233692540742133,0.011143885821306654,,-0.015386495901293262,,0.013364095225127048,,,-0.009623992835182449,-0.005792665720218082,-0.0054374820570211035,,0.0001623633851783879
8,,-0.02533705295210309,-0.0019070270069048156,,,0.03213020025844138,-0.013696018817601185,0.016800657987996903,0.04407065164241519,0.038819691339470275,,0.03464564636647882,0.011509458579034959,-0.0009525396793534924,,-0.021953857507060803,,0.0016086133483277365,,,0.0035596996060451858,0.00662781501551013,-0.01715176833143106,,-0.005082688812017011
9,,0.02362844949749343,0.042575594215988666,,,0.03504530715829679,-0.003694178635536005,0.01708689812002273,,,,,-0.007291932573180837,0.015135272937439659,,0.004289151546279957,,0.01814869505181882,,,0.018645883160445464,0.005512476196894767,-0.014233996175926578,,-0.014689167328301167
