,2020-08-01,2020-10-01,2021-08-01,2021-12-01,2022-05-01,2022-11-01,2023-01-01,2023-02-01,2023-04-01,2023-06-01
0,-0.004292778419452858,0.029125319012412998,0.013256976319468095,0.01787560188750792,-0.009357266107307582,0.026008675898240963,-0.013768450295252088,-0.03356452929329823,-0.1392651951261804,-0.01269093483035677
1,-0.040827806754067275,0.02619499337627662,-0.004810303205282196,0.02203016091779464,0.007261902398018272,0.03052871763163445,-0.0037310427735436358,-0.026843631298125725,,0.012233027134278762
2,,-0.0026639534950048116,-0.02630126156085355,-0.007516955475029619,0.00440686936936463,0.028629019168660452,0.030557344630662286,-0.01273924301799978,,0.035996905261775014
3,,0.03438332266656907,-0.02576462050938355,-0.003996126712229042,0.009811280887731533,0.03722123312319647,,-0.010687224511246374,,
4,,-0.003456085891603511,-0.0320907879731811,-0.011684837199513076,0.015103454023372098,0.05526183325084366,,-0.02172858241685338,,
5,,-0.0017981182990096656,-0.024950711413982862,0.004898699942942564,0.022177353023204782,,,-0.02782736043137124,,
6,,-0.0037229265675811085,-0.03696393077457749,0.031534230856872014,0.02419614306842388,,,-0.03885613227506779,,
7,,0.016584372297789418,-0.032937477247158675,,0.03016279104703079,,,-0.052417640798809284,,
8,,0.02947550081523742,-0.03582418093181872,,0.08832410173881478,,,,,
9,,0.018529717243314092,-0.05394603518009111,,,,,,,
10,,0.011600810807442574,-0.03671479782907605,,,,,,,
11,,-0.0016411960832982686,-0.05348102867577387,,,,,,,
12,,0.009609834251331328,-0.050629068763909935,,,,,,,
13,,0.014784679439022508,-0.0764631607407884,,,,,,,
14,,0.017087612350357606,-0.11536618083461736,,,,,,,
15,,0.014671069014100091,,,,,,,,
16,,0.026903326094390057,,,,,,,,
17,,0.03367786839558251,,,,,,,,
18,,0.025614379358971373,,,,,,,,
19,,0.02796297408337889,,,,,,,,
20,,0.04424040597563872,,,,,,,,
