,2022-09-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01
0,-0.13132601114915404,0.05050846682819721,0.022651723176127403,-0.025618448322189735,-0.04823509772323087,0.003413370741024324
1,,0.022340021702702106,0.016345866855902558,0.05919772603725937,-0.029262953112495604,-0.011530219374675132
2,,0.0114125454320404,0.02892556369192545,0.09835993959468814,-0.011991904893988381,-0.022305780051522506
3,,0.03611644730611796,,0.112029125460956,0.005114533816023448,-0.00014181774723065477
4,,-0.012014642228635353,,,0.0008531193338531251,0.015315275678230211
5,,-0.027716207803966775,,,0.02789401507568756,0.012739061286457076
6,,-0.024250190204685662,,,0.008349426829273643,0.008615858126452602
7,,-0.03234638344958962,,,0.05233434188634423,0.04113798940396618
8,,-0.04231359128755385,,,0.02082067386425801,0.0644912355463666
9,,-0.018085894231105737,,,0.0054244436054350365,
10,,-0.029718658154155086,,,-0.03599688849407856,
11,,-0.002576122339027931,,,0.004527748314601898,
12,,-0.023184421781448528,,,-0.022329218027583253,
13,,-0.05037884982202989,,,-0.0329615240358716,
14,,-0.06644014309360546,,,-0.03550298796431839,
15,,-0.0885506050922793,,,-0.0171926236661627,
16,,,,,0.011290837398536757,
17,,,,,0.01057046634445824,
18,,,,,0.008009149712885688,
19,,,,,0.025328872352313292,
20,,,,,0.004724778117878303,
21,,,,,0.02037031139644163,
22,,,,,0.01055139036012831,
23,,,,,0.003630802313268733,
24,,,,,-0.011680124568041017,
25,,,,,-0.021750043880308323,
26,,,,,0.0010690273282825125,
27,,,,,0.017233490584252276,
28,,,,,0.01465727619247914,
29,,,,,0.010641755108771078,
30,,,,,0.04264720474932737,
31,,,,,0.06511518550180861,
