,2020-09-01,2021-01-01,2021-03-01,2021-06-01,2021-09-01,2021-10-01,2021-12-01,2022-03-01,2022-04-01,2022-05-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2023-04-01
0,0.006671519161124184,-0.020525362334843367,-7.424193233118714e-05,-0.034123325263990534,-0.0034850145661606824,0.029453838088514983,0.035642038825046685,-0.011738023553413024,-0.0018162189707444654,0.10180634861410853,-0.03171561370585696,0.0002414622926214527,-0.034210795247800796,0.013167985830583095,0.007657728792967333
1,-0.033162986836841934,-0.004742918420229669,0.020162263445534956,-0.05834753990734587,-0.015744120491487656,,-0.006815639786021954,-0.008436508082477978,0.01085249422213197,,,0.018978890041731145,0.014407457027337589,-0.0012842432840600715,0.005136370882552921
2,0.05931726924295733,-0.03823127574109986,0.054264747916863865,-0.08825880284845766,-0.019575841535943717,,0.009464945707700734,-0.0191655868434657,0.0525969904173853,,,0.009435619073525192,0.016897289393906334,0.006985254269618046,-0.015230189363649504
3,0.3901782259013,0.0005562153803799763,,,-0.00975507404586029,,0.041075105157988956,0.006458106218304005,,,,-0.013848824300312979,0.0008561551403891698,0.01093563139507503,
4,,0.004929005221284921,,,-0.014054150695082868,,0.05113461362592453,-0.003046050152027524,,,,0.014161022295619219,-0.056507332758243045,0.022209075861302052,
5,,0.013208932532611017,,,-0.014648652090430758,,0.09147302483839281,-0.02356774399935313,,,,-0.0005105229016608703,,0.01474213775652089,
6,,-0.0615386028749636,,,-0.026366288719985143,,,-0.022607318206345317,,,,-0.0027866116478469927,,-0.03974259204272235,
7,,,,,-0.01327279175801177,,,-0.016806797649963956,,,,-0.017611508685279942,,,
8,,,,,-0.030658836688605362,,,-0.006892212821172583,,,,-0.035785083155617015,,,
9,,,,,,,,-0.020063497727466517,,,,-0.022508182091307782,,,
10,,,,,,,,-0.04323861944742591,,,,-0.033997392976757634,,,
11,,,,,,,,,,,,0.016992077068910705,,,
12,,,,,,,,,,,,-0.032219817945669194,,,
13,,,,,,,,,,,,-0.024854863002167882,,,
14,,,,,,,,,,,,-0.022582707484604336,,,
15,,,,,,,,,,,,-0.0009906059387927435,,,
16,,,,,,,,,,,,-0.00018294649894778914,,,
17,,,,,,,,,,,,-0.019153890218193137,,,
18,,,,,,,,,,,,-0.00024906479008635074,,,
19,,,,,,,,,,,,-0.04685772432029123,,,
20,,,,,,,,,,,,-0.07934906098792327,,,
21,,,,,,,,,,,,-0.07267243436457282,,,
22,,,,,,,,,,,,-0.030521190262771336,,,
23,,,,,,,,,,,,-0.028790219567458752,,,
24,,,,,,,,,,,,-0.05103592899063969,,,
25,,,,,,,,,,,,-0.04923775591259694,,,
26,,,,,,,,,,,,-0.05162375989323165,,,
27,,,,,,,,,,,,-0.010596964173227308,,,
28,,,,,,,,,,,,-0.03567942921595546,,,
29,,,,,,,,,,,,-0.05018931254522263,,,
30,,,,,,,,,,,,-0.032945528046944395,,,
31,,,,,,,,,,,,-0.020069232870041143,,,
32,,,,,,,,,,,,-0.07795647655118487,,,
33,,,,,,,,,,,,-0.03499788071516541,,,
34,,,,,,,,,,,,-0.05809955475085582,,,
35,,,,,,,,,,,,-0.08242678665193948,,,
36,,,,,,,,,,,,-0.04525607206530813,,,
37,,,,,,,,,,,,-0.032339671356748756,,,
