,2011-12-01,2012-03-01,2012-07-01,2012-10-01,2013-03-01,2013-09-01,2013-10-01,2014-07-01,2014-08-01
0,0.06345544676909376,0.01593477749843486,0.010352207740182529,0.03344713369103003,0.03149845984767602,0.002206413917753558,0.0692709038875261,-0.008473353266344574,-0.030573324656663736
1,0.0944615180947237,0.05116521739242885,-0.04184523679637664,-0.00974839207924405,0.024289192463161025,0.015329311287032299,0.06980077456860911,-0.022634118203986198,-0.009586497073377664
2,,0.05735115683492431,-0.05238545096091274,-0.01824277447902367,0.031941395987918286,0.04071813480480113,0.012410497950212651,-0.023677632514524483,-0.02705616518119247
3,,,-0.06210596627095022,0.04461079317478478,-0.006420181212876075,0.04996658206439508,-0.012052915594636282,0.008715388944044111,-0.01808239567113068
4,,,-0.07487222403217997,0.056576757214892526,-2.1321064667956247e-05,,-0.017409182305385684,0.012180819852816605,-0.01730796467964546
5,,,-0.07782298301843138,,0.007991251160423263,,0.02507170076948917,0.012556987843222345,-0.014580590284721362
6,,,-0.09781931183749171,,0.03726059623431649,,0.022441248419136528,0.013953494115524379,-0.02774355044643917
7,,,-0.09798267184980913,,0.019463525227025935,,0.06006227796755326,-0.0014676630785124267,-0.035245706620895545
8,,,-0.06594072302972842,,0.03154064934279216,,0.05865576423097352,-0.016274393894542438,-0.03386680686626797
9,,,-0.05387849103351927,,0.06954022262827936,,0.09480479640877881,-0.042945254097454644,-0.05373549966010094
10,,,-0.02869517860326365,,0.06286505685910276,,,,
11,,,-0.020716807828411454,,0.03152360460677445,,,,
12,,,-0.021118267459681483,,0.03991135497560189,,,,
13,,,-0.019431683244273135,,0.03500690907639431,,,,
14,,,0.033748653236368664,,0.008459338160283159,,,,
15,,,0.04938799414545936,,0.00545562351751766,,,,
16,,,0.06877810866880885,,-0.031640412975353305,,,,
17,,,0.05825960118643847,,-0.02025936583943494,,,,
18,,,0.06777585739823988,,-0.02956108027328147,,,,
19,,,0.10650313249376908,,-0.018676629752325036,,,,
20,,,,,-0.05986373588544852,,,,
