,2007-01-01,2007-05-01,2007-07-01,2007-08-01,2007-10-01,2008-05-01,2008-10-01,2009-03-01,2009-05-01,2010-01-01,2010-03-01,2010-05-01,2010-06-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-11-01,2012-02-01,2012-03-01,2012-05-01,2013-02-01,2013-04-01,2013-08-01,2014-01-01,2014-05-01,2014-06-01
0,-0.044797284131695925,0.03940116344160316,0.05763771936676898,0.03987357893781929,0.007934077131809048,0.010982390296032651,0.05461444327530396,-0.03596382493065753,-0.023318997981060408,-0.01797596979489946,-0.010258526436501603,0.030369067689061557,0.049364233859534146,0.020713900542746133,-0.036809937825778016,0.0012878304902134152,-0.004896553273702531,-0.00907507934652696,0.002279831935050991,-0.006143567513385184,-0.029486336808001945,0.007404865619498491,0.010076007199828374,-0.04036462351302572,0.014499886653765004,0.010588138563787708,0.0331192934418012,-0.007438478481564648
1,-0.08191036085181302,0.01621338885182233,0.0652656620735268,0.0049451179008423995,-0.006458734082675388,-0.0019260653184250964,0.07728827874706878,0.00659029091972152,-0.01167847582876158,-0.005891846896995179,-0.05111635968898165,0.015327468554763524,,0.05375338128557461,-0.018801546836008765,0.029791083622604853,0.0042899928764581485,-0.019070997196662276,0.013800678350208928,0.006371724848735827,,0.025257158187502515,-0.004242538117421257,-0.0721312695344749,0.019426867542613135,0.00685702573805147,,-0.014685973027369847
2,,-0.024042954390752325,0.07405587075610409,0.023625585486585887,-0.02535080998954853,-0.03318261617398843,0.1268208204287462,-0.025604002939298542,-0.02782434251016297,-0.019021220724149468,,0.01828878916890253,,,-0.042756174240050404,0.0489119560244996,-0.0010052208037295562,-0.010894587801522748,0.01871594479149885,-0.008139325288082255,,0.044318118512630345,-0.03532322159845169,-0.03562744614974389,0.032488024761533674,0.020320943038877437,,0.007903861262871015
3,,-0.05685470445659346,0.04027759374166928,0.00799638509145928,-0.005789174059937396,-0.04878340630620981,0.16943986992698967,0.02416616607792088,-0.02786736251447164,-0.01729543662990951,,0.025963191613701864,,,,,0.007152645738419672,-0.017248914960797723,0.023118605625209065,-0.0167249552553137,,0.03404432132145829,-0.03210076538329609,-0.09545211906817874,0.0634474074497774,0.04390139200759091,,0.04275519798711325
4,,-0.04856501000463487,0.03425271307770528,0.005247736935286351,0.020616966178513163,,0.11427394170547478,0.0626588055450421,-0.06115420056690213,-0.003923935256825772,,0.037075352425091856,,,,,0.005756728989461446,-0.04269574375374041,0.026782302841021455,0.0015153555013306397,,0.02264999276659141,0.005400459635224175,,,0.03922520973949528,,
5,,-0.04470935755255434,0.005818832278550623,-0.009381751269752492,0.011140358823817254,,0.10677449340107836,0.04948467197560724,-0.0884527382279432,-0.010986651149855198,,0.03330097176480262,,,,,-0.0033043596028555777,,0.0197363172268179,-2.3024728859621924e-05,,0.04681161912510012,0.014299741535530597,,,0.03175716266245743,,
6,,-0.07831374736265184,0.04259980613073333,-0.021049236236267976,-0.014555531174563985,,0.19755002583442582,0.097137271808587,,-0.008549350472686679,,0.04649139601787966,,,,,-0.009711551887758296,,0.020680171811807257,-0.0029796379919598825,,0.06210405741054237,0.008321600593917178,,,0.033249070393525426,,
7,,,0.0287254233048011,-0.03122221287166571,-0.05107495744063262,,0.1899472656405261,,,-0.0032735191131386676,,0.031980241443726576,,,,,-0.01883187449253587,,0.02013930042637413,-0.0036928512068318264,,,0.028601393431503253,,,0.03142973721124054,,
8,,,0.0678815916268789,0.026092709030825834,-0.03317653869891668,,0.20410638912576706,,,-0.00603466899744276,,0.024704787761682168,,,,,-0.007216237215395105,,0.01766551561750429,-0.01832643816820756,,,0.045713178776863095,,,0.028885715132258682,,
9,,,0.051033609446285766,-0.01419109863368484,-0.0389097651649295,,0.14144720227495045,,,-0.0018655227360123705,,0.022840378894143254,,,,,-0.019588018195859758,,0.0027082048837856476,-0.018623489526762516,,,0.042300042776991065,,,0.008760957460529073,,
10,,,0.08545922595901878,-0.012128616013009852,-0.06784543055524961,,0.11180968664940227,,,0.006481553001676188,,0.0021813443293755563,,,,,-0.02092053908263425,,-0.004692774798521926,0.0033374294148023065,,,0.04573506516462522,,,-0.0149842712469469,,
11,,,0.08208882987679544,0.016086674613601692,-0.11100217005584767,,0.10251421750805934,,,-0.003179630536911615,,-0.01135837408345819,,,,,-0.01676150559282219,,0.0022155583477043717,0.0013526342350299592,,,0.07357375720216686,,,-0.002497532494300736,,
12,,,0.10848852851037583,0.035953171338078516,-0.09419467463534192,,0.13859557814067003,,,-0.004867122040609351,,-0.020502105836579188,,,,,-0.014621421331260431,,0.02714791250173043,0.003331962696664581,,,0.10603421974611082,,,0.010891196123198887,,
13,,,,0.08471232473718171,-0.12218695014369385,,0.1984029991486147,,,0.0019429218560194084,,-0.023799964049496358,,,,,-0.022703919916125748,,0.015576850270265341,-0.007937237542262943,,,0.08950957101951018,,,-0.04602097605188871,,
14,,,,,,,0.15956704653214127,,,-0.007175212865248359,,-0.007441816289212699,,,,,-0.02030141262455809,,0.026439502652747082,-0.0020389178870932056,,,0.10558102409614101,,,-0.02135912317995825,,
15,,,,,,,0.17287468908359438,,,-0.0029826828389744042,,-0.002429025725056655,,,,,-0.012259145668543914,,0.03695351832403926,,,,0.09108982385694442,,,-0.04409768499108757,,
16,,,,,,,0.1048495849928357,,,-0.002015406576317047,,0.021383903377258373,,,,,-0.045091683547985095,,,,,,0.09744895056214076,,,-0.05101524357496168,,
