,2002-08-01,2004-08-01,2004-10-01,2005-02-01,2005-03-01,2005-10-01,2005-12-01,2006-03-01,2006-09-01,2006-10-01,2006-11-01,2006-12-01,2007-05-01,2007-07-01,2007-08-01,2007-09-01,2008-01-01,2008-02-01,2008-04-01,2008-05-01,2008-06-01,2008-08-01,2008-09-01,2008-10-01,2009-01-01,2009-02-01,2009-03-01,2009-06-01,2009-08-01,2009-12-01,2010-01-01,2010-06-01,2010-11-01,2010-12-01,2011-01-01,2011-04-01,2011-06-01,2011-07-01,2011-11-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2013-01-01,2013-02-01,2013-03-01,2013-05-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-04-01,2014-06-01,2014-08-01
0,-0.1560879611684225,0.05084743786931384,-0.0002533723962572232,0.04811590545770811,0.003491713907039562,0.08211006052458103,0.06839075000031802,-0.06196568250221707,-0.0004020710098283642,-0.019329710793888122,0.03964884204118008,0.08184325558701555,0.019962746503669915,0.1721779105359027,0.0871876591831997,-0.007204579139255374,-0.07384725136105752,0.030802937674554,0.06605996231386968,0.04375344816874316,-0.024521931070606656,-0.2220339129383606,0.11159552615133839,0.1109573648022455,-0.013561355378908985,-0.08530886390508041,-0.006687582042883555,0.05015676238597555,0.01345229233349976,-0.030361720514705093,-0.011623978446149819,0.023671717922404467,0.02934555959592755,0.022266835528464313,-0.019030505531658637,0.030920728279780374,-0.009354500966316459,-0.05022945454091676,0.04201028583672717,0.053484096440973516,0.05343369358697525,-0.004321398918241792,0.031810039168263304,0.019527155320243406,-0.012599345577475829,-0.02248613987366288,-0.011998200580177143,0.03134020352741218,-0.00796910296546427,-0.03445497068126313,-0.03718561926137598,0.10730928892157188,0.07579959144520132,0.04089907548202065,-0.05409855862704076,-0.012540186038409007,0.01268026164113012,0.021194177744228604,0.013164940260375069,0.1034919192193087
1,,0.04564414037250103,-0.010355366468650096,0.04769306001403145,-0.00575281272526712,0.07485218715555297,0.10820170888773561,-0.062166687528019404,0.011047285971893306,-0.04272302960409324,0.0008236913238441335,,-0.0056038307916768115,0.17452445842402886,0.02643411471864887,-0.048661097899341754,-0.10761107745937082,0.16743253617940423,0.019097368976103146,-0.04858991739721347,-0.04636174301066556,,0.053297704897201204,0.08837998961431448,-0.07875370741174445,,0.01010072998225442,0.17516808015574448,-0.026961428992702596,0.023339695094008572,-0.0071123387700493534,0.04680383004181149,0.03317329315842188,0.004721480235968745,-0.04150518098421574,0.0019326297625524291,-0.01786562732032576,-0.0011987553215480062,0.022831085869482348,-0.07238105007187423,0.033889457315636085,-0.0069718290240892156,-0.004824679918606689,-0.024371585986957323,-0.023772566969990028,-0.029086823905014936,-0.0004300600335927496,0.0393862735365722,0.05191984861370247,0.03958047536879494,-0.04965161544953556,,0.09344433249385486,0.017750586299023374,,-0.014631999360893655,-0.010752793445513609,0.02101105690685401,-0.004522079140762969,
2,,0.03179623918491431,-0.006262349597203065,0.0487834071676283,-0.004630374124378778,0.13037358268876842,0.21252893022900632,-0.06251854357226366,0.015990421177880854,,-0.010212913223789533,,0.042174698431651336,0.17469665749387464,-0.025701181257388406,-0.03799119670640966,-0.11223458400479691,,0.053222284883671755,-0.01883910380994208,-0.14511482222543917,,0.1674652776891492,0.029836867568344472,-0.0802319361577,,0.00970757165804903,,-0.04369044048294324,0.024248073692988648,-0.0026725120245272294,,0.05020145238437457,-0.02652318351837102,-0.01674889126405943,0.0042383854908576435,-0.01654972835710672,-0.019288817847140205,0.00838522813374909,,0.010586953905129315,-0.042541537469443336,-0.03408159440976033,-0.006078724668432178,-0.014080058356564062,-0.028150744671109784,0.04301100176664863,-0.0033652412055307224,,0.09527047108214748,-0.040307924471061574,,0.11385446419308243,0.03052904485471397,,0.0031213883692827737,-0.009777637315646182,0.021239952714482868,0.047938734766883595,
3,,0.034274056620463844,-0.0002938608057947434,0.04930969452494316,-0.0022701185580847327,,,-0.06231746781629538,0.011929492825333954,,0.03500469289912983,,0.022632654034747124,0.16962434470642496,-0.05263196503979728,-0.10121861483264433,-0.10926020414057946,,0.09064549713768577,0.017193315518196695,,,,0.07821466008576272,-0.021357454101965184,,0.03647366501479987,,-0.029029997410453312,0.0370125025338377,0.0026776111407916803,,,-0.06141808349452438,-0.01765350627291351,-0.034148805518972314,-0.043171993691840715,0.02072107611768481,0.0759007134572095,,-0.008522307597904177,-0.06181263267905157,-0.004858961937767636,-0.007027399337155016,0.01286204269293395,-0.0008097844046492941,,-0.025173162526356707,,0.04391899280004763,-0.05087765329443794,,,0.026466830476007952,,0.055515557513440394,-0.0019332512804846047,0.01991162712525174,0.09006640722079506,
4,,0.013864641881000395,-0.026477644666237254,0.0480119387174226,-0.001173005494733259,,,-0.1243688974979123,0.005929647889959644,,-0.016055421256576274,,0.0009340892686299229,0.16999463816990978,0.07155435712453517,,-0.1257515263495459,,,0.048501063003899,,,,0.018351389608782354,-0.034415881073492416,,0.06170854413587823,,-0.03145953021187131,0.036296248099155104,0.0027265627628915157,,,-0.0480718188216791,-0.010005844364200378,-0.030311156784539828,-0.03591555608715846,0.002244810446061063,,,-0.016464107065025546,,0.019554735513364174,-0.006063537859104184,-0.006670400330068826,-0.013044485196191502,,-0.029271522590666232,,0.07359252118383064,-0.07479258433250391,,,0.016563859455240415,,0.029779892537563524,-0.008755409921148427,0.01768616648872179,0.12023907344846307,
5,,0.018606185704123368,-0.02521452694362547,0.04739497424474792,0.0009614335751865766,,,,-0.04094298549248132,,-0.051998853415081536,,0.00425507157847127,0.12018210654152695,0.10465243783406031,,-0.10840932856977359,,,0.0730349987068677,,,,0.050323006109956436,-0.07935411357879693,,0.050190933347804334,,0.04049810420098954,0.020652200750919114,0.011313297245197806,,,-0.022805632583468016,-0.013408544357997876,-0.05348882727546106,-0.126247115115398,-0.008653663445532755,,,-0.005928956059816137,,0.014518817385544058,0.00016828516031397456,0.00042300340581774565,-0.011977553693646725,,0.024859671312664866,,0.1648439954609604,-0.07277669422449429,,,-0.001653089586377443,,0.020032516744790674,-0.0270540971068709,0.017226692119307607,,
6,,0.04780064284518021,-0.025098926689176237,0.046811122666295,0.0031784281642102674,,,,-0.013087873925214488,,-0.041770156662432834,,-0.02630912858675749,0.12337591649796598,0.0006955735983704692,,-0.11594763968051325,,,,,,,0.019722545290141946,-0.06941235463107762,,0.09492845231222335,,-0.03217123775035191,0.04582203033483112,0.005986459461888027,,,-0.006689208516134748,0.0017196121908142903,,,0.005785676501302461,,,-0.008813827087241766,,0.012887362920113221,-0.018107896827998182,-0.01227452467748058,-0.05117158577589048,,0.002599415480000644,,,-0.08694982032677845,,,-0.01112916237597461,,0.016852070095576432,0.024926443564127432,0.018145429838394733,,
7,,0.0028237672166922523,-0.045181329565547546,0.04721816487880681,0.005646795518937153,,,,-0.02414833228960267,,-0.06627408356743608,,-0.039141161232827515,0.08935987313993432,0.004044568326379228,,-0.10565430927381092,,,,,,,0.022852038713472078,-0.05525281346643404,,,,-0.01969136880531097,0.015833258193853172,0.01632771455567794,,,0.006265173396584611,-0.01209925576237425,,,-0.05430393278027701,,,-0.03331848015730876,,0.009522319392101575,-0.024161106115375253,-0.012522296050581638,,,-0.0015490325776480462,,,,,,0.0015307178170248514,,0.02029622108051543,0.021168263554253386,0.018283167723417648,,
8,,0.02787034787019288,-0.06765678034472034,0.047043262556477616,0.004357830151417497,,,,-0.0257471287124712,,-0.008339584718659532,,-0.05114825089362496,0.03444014204147261,0.21187562412117877,,-0.05345246695020789,,,,,,,0.030006300784713336,-0.0862335684521773,,,,-0.021368550759759408,0.04792852865531838,0.057116079609960346,,,0.04686610044417616,-0.038335417019604856,,,,,,-0.044257225378095066,,0.03358051802415968,-0.04759128169203186,0.01896908723395302,,,0.005086321400042726,,,,,,-0.0017946300873474819,,0.014199192889342682,0.009521497297416692,0.018099512993791755,,
9,,0.03882503240176055,,0.04745440572488824,0.003594620422077699,,,,-0.03852754770197031,,-0.03741956624908577,,-0.06870888150402765,0.0704184447221623,0.13428383914955955,,-0.12426751156410631,,,,,,,0.09053066727640124,-0.05775461407066568,,,,0.02369216237259686,0.0649440673473034,0.030219140119198684,,,0.05111261287245994,-0.0531183806236466,,,,,,-0.012634859716035951,,0.01897399711889247,-0.09905301638698616,-0.010897910365928076,,,-0.016677704858948927,,,,,,-0.009104460846763196,,0.007531354568462656,-0.025266833801992572,0.01865037602645092,,
