,2002-07-01,2002-08-01,2002-11-01,2002-12-01,2003-02-01,2003-04-01,2003-09-01,2004-07-01,2004-08-01,2004-10-01,2005-04-01,2005-10-01,2006-04-01,2006-05-01,2006-09-01,2007-02-01,2007-08-01,2007-10-01,2008-07-01,2008-10-01,2009-01-01,2009-03-01,2009-08-01,2009-11-01,2010-01-01,2010-05-01,2010-07-01,2010-08-01,2010-09-01,2010-11-01,2011-01-01,2011-04-01,2011-07-01,2012-02-01,2012-05-01,2012-07-01,2013-06-01,2013-07-01,2014-04-01,2014-06-01
0,-0.07160274532409172,-0.13322398451496165,-0.08712184329664624,0.10707311375553163,0.020811634459260375,0.13447773393486007,0.008089304409493625,-0.01653258106526989,0.05867127107679315,0.03274381503425272,0.0033676394492451744,-0.017255524114286547,-0.001447889627004928,-0.008456373681681395,0.04379691685433551,0.05785495317501077,0.044496029552094196,0.024543516224005302,-0.023337750256589462,0.041325412903180814,-0.10596592144666239,-0.05362365628468768,-0.018703427184832533,-0.01140639865014359,-0.006860096354294853,0.07281369238552271,-0.06525661463425703,-0.00815774905001454,-0.01583408100537831,0.02097614989130503,-0.05861297620823702,-0.006202423437076998,0.03691695751225943,-0.024100620612191204,-0.014682970359158887,0.009501700519229939,0.01676085857963594,-0.0516601663859384,0.0017270096527401968,0.001980913132566542
1,-0.10100543594055189,,-0.07092479942615876,,-0.010261098848578731,,0.02743918468891482,-0.023714352805279226,,0.049606314329011525,0.024818212820848784,0.009470550633771557,-0.10275122856410945,-0.0025767310466517923,0.08385116737143639,0.0020449295392861444,0.014593672358653276,0.02143464762637981,0.02809296198415545,0.10142623739327372,-0.19517182677696443,-0.0029152571454764686,-0.043431787336703165,-0.004757145065684032,-0.007528086565169012,0.08144579242803429,,-0.01993956442774658,0.013803882131565803,0.053618592437189916,-0.08962605765336118,-0.018170161852872457,0.05781538138795206,0.03055419861597297,-0.004180928853047661,-0.022937829517189368,0.004809870525133375,-0.032472723860044184,0.0015625470339748482,0.0016519608426341925
2,0.029586989165324873,,-0.08718396621424124,,-0.014101929796260348,,0.0029948840902740415,-0.06329159401755047,,,0.01571917261448974,0.045053983976798384,-0.07691876482668403,0.1356247936505377,0.09825407094459004,-0.02745297633039101,0.032760573071865196,0.03538898658548151,0.014029794310571386,0.05928106793387644,,-0.04588417856635263,-0.07795340339087531,0.02889553796573141,-0.011673503601689728,0.08607107190057439,,-0.015583178481738513,0.028292728946447188,,,-0.028807240075060747,0.0727123314743694,0.013776094266924055,-0.009184090022333002,-0.0458362435855435,-0.0030345720857831715,-0.016220805536491856,0.001786807535912871,0.0015622277983800004
3,0.03437511775253199,,-0.07272763654220876,,0.007820526295114094,,0.0028373532853496197,,,,0.04079316878573941,0.14008877715498147,-0.105847173852188,,,-0.00931569854466785,0.03467097591427004,-0.0081734801242197,-0.033923413064624874,0.07120164178988952,,-0.002301518584433504,,0.05548151015715064,-0.014461066461816774,0.0535206190570614,,-0.004581040887433274,0.009163492549641106,,,-0.049956709376790975,,-0.044280203052867506,0.011336890655073706,-0.005156219294537134,-0.028210327838636307,-0.017279998779140993,0.0004404895117944285,0.001955996292518858
4,0.00699726552672697,,-0.042446366709697314,,0.05426708598171115,,-0.004186658101651197,,,,0.045462936769911366,,-0.106263373912457,,,0.00348314322351273,0.13819133727677446,-0.020759728972181257,-0.10130550038689767,0.1601224076476382,,0.00870158046987668,,,0.013686271267335126,0.07130704024852053,,-0.026735401409064052,0.005844542807752262,,,,,-0.017953603213233915,0.010185854138121453,-0.042861710836085365,0.017602532641473267,-0.008647876757239104,-0.0017724036113913044,0.0017516547823221984
5,-0.06222824053813181,,-0.014373278027756786,,0.04193347149031812,,0.001283981468437112,,,,0.0431374666090481,,-0.022951385141991354,,,0.05747747515025248,,-0.049289377950817226,,0.09847196358122412,,0.050336009650410185,,,0.050854783524765246,0.09622689746325852,,0.03898019709295719,0.019531814173641582,,,,,-0.060326452614285486,-0.006144951004596777,-0.03654111159637008,0.05435060230402189,-0.015560672840232659,-0.002227577723344698,-8.430661944291984e-05
6,-0.048419282445076206,,0.02754380488867955,,0.05880335239225576,,-0.030427019397011312,,,,0.021999967090950256,,-0.009654642765478894,,,0.02238665040961818,,-0.13772777776733314,,0.12598377013879736,,0.09494974219717434,,,0.05970559774585826,0.10001638586820993,,-0.00557836938919809,0.06916277490237155,,,,,,0.01811378464347424,-0.06454957609420053,0.054158838432999845,0.015583459760895035,-0.0013224351015939106,-0.0007636680458555922
7,-0.07008367554873463,,0.13333932342143193,,0.029737300941594214,,-0.040663464147722594,,,,0.00943246950280524,,0.013270992198866072,,,0.03962551663430647,,,,0.15480247326133023,,0.08551960260217784,,,0.04642718945496371,,,-0.044851478963902625,0.05722707982188968,,,,,,-0.02975301621057369,,0.05007574090017397,-0.053591517290247914,-0.0011674928172848986,-0.0008136393123878705
8,-0.03756187628737706,,,,0.014607409557944706,,-0.04990849232557848,,,,0.04083092626856827,,-0.0004748752099179576,,,0.03467774685377156,,,,0.11517214501962547,,0.06478503992019502,,,0.06305207446923733,,,-0.048448522659043536,0.07362979000268632,,,,,,-0.035597683919429635,,0.039180836159909305,0.011524957475347986,-0.0013724216052484195,-0.0005738000035742097
9,-0.045808052330538196,,,,0.020712037825544316,,-0.024250275360930273,,,,0.03979167131855338,,-0.1016865760165302,,,0.006051151935645205,,,,0.18686637893601032,,0.06829770232093746,,,0.06168634882229851,,,-0.037209942295452936,0.07899909713197273,,,,,,-0.04730964708862784,,0.09543147574703448,-0.017856668806134124,-0.0008177114270853103,-0.0003490028820292146
