,2008-01-01,2008-02-01,2008-04-01,2008-05-01,2008-08-01,2008-10-01,2009-01-01,2009-04-01,2009-05-01,2009-07-01,2009-10-01,2010-01-01,2010-04-01,2010-11-01,2011-08-01,2011-10-01,2012-09-01,2012-12-01,2013-02-01,2013-11-01,2013-12-01,2014-07-01
0,0.030823238344656723,0.06817472370934285,0.050677217268075614,-0.001458181086402055,-0.1902001939079544,0.08631841303071441,-0.029629166680955388,0.053402603563150075,0.025822811328586326,0.00803698672764308,0.011884379346235513,0.002118933256251454,0.01298717000197458,0.02581642848180077,-0.052882417447759344,0.02170095707404318,0.014429601724164964,-0.016448383389723542,-0.007481086205258003,0.013462138939660973,-0.03901565953172417,-0.007966422832677011
1,0.018029356129295127,0.1415517058200635,0.026112450673376086,-0.018201052195734535,,0.11856425710895158,-0.04943140757061615,,-0.03445392328264063,-0.00989359639081977,0.03564266555655446,0.028927279350063673,0.02355663469137026,0.021577103908049233,-0.08355144688032023,0.015308257801279312,0.011901868132566218,-0.032017223408305595,0.0093564087916308,-0.00017114304835774696,,-0.014874139901939643
2,-0.0049002363591209575,,0.033001005659953675,-0.030888670436783894,,0.10341130173566904,-0.036596146984093414,,-0.05264291080445105,-0.018819813157085585,0.04589076425507985,0.03413312951825542,0.03358145681297753,0.020497653139085248,,0.03282951034351966,-0.0012282768037188418,,-0.03346907046048653,-0.017867441156597552,,-0.01832178707125709
3,0.002976399933879992,,0.04569279794473591,,,0.08287385127017632,0.01987823707739933,,,-0.004060643733226232,,0.030922633426269996,0.022254627169263186,0.030186234097662634,,0.0065212507463037195,0.0042125708300384535,,,-0.029444726958300027,,
4,-0.024427410055203436,,0.048332732608758366,,,0.08554552627132073,0.0055431544549786604,,,0.03647231099403725,,0.02244501862923931,0.007800335158223426,0.014520584594491348,,0.030896408562196997,0.0039977888742011025,,,-0.019644790795158462,,
5,-0.027129547773377616,,0.048146074879604095,,,0.11740287511011793,0.03177249521737924,,,0.039740490887685054,,0.04833383385307877,0.03335418445465166,-0.005839695108929455,,0.021267163397032496,-0.010513216130940473,,,-0.0003403074460524014,,
6,-0.02525227364509275,,0.05792510528374328,,,0.14563591238154872,0.0033195655575524174,,,0.06362660215731508,,,0.03495453176990626,-0.02485588649722592,,0.024758411764182142,-0.04439105501683871,,,-0.011406957027520592,,
7,0.027711649926154935,,,,,0.15909689987884423,0.034789902780052895,,,,,,,-0.0028811231246359537,,0.01803825578399687,-0.06074018096317224,,,-0.0011504832985183011,,
8,0.020641522257995093,,,,,0.16155716822814536,-0.0076144382675633615,,,,,,,-0.011359380977558065,,0.004581956893691119,,,,-0.031156182504707974,,
9,-0.006744776182154966,,,,,0.18576421226927997,0.015085468673723845,,,,,,,-0.006833410751420299,,0.008601015498252984,,,,-0.005870514087953582,,
10,-0.07167274895398601,,,,,,0.05263951361057706,,,,,,,0.007224769021282329,,0.01879150570461885,,,,-0.0003724977581713862,,
11,-0.0475179997834404,,,,,,0.06317149945124556,,,,,,,0.010087534530101472,,0.02021132355573374,,,,-0.0015939585804496392,,
12,0.0029125923981389024,,,,,,0.08493513053752189,,,,,,,-0.005092169140848979,,0.013921325383206895,,,,-0.017483363622901038,,
13,-0.055008768836966926,,,,,,0.13018819429102746,,,,,,,-0.0011014180910111637,,0.05109377062456466,,,,-0.01714985697878557,,
14,-0.025150830894391518,,,,,,,,,,,,,-0.012534492370982031,,,,,,-0.0011379331080849653,,
15,0.012370197976579234,,,,,,,,,,,,,-0.01349070032476729,,,,,,0.00842785901786125,,
16,0.03159856336895772,,,,,,,,,,,,,-0.014900501812887157,,,,,,-0.035382899804189405,,
17,0.07959949133330246,,,,,,,,,,,,,-0.0043567053543744905,,,,,,,,
18,,,,,,,,,,,,,,-0.02196762005497832,,,,,,,,
19,,,,,,,,,,,,,,-0.035403067573714475,,,,,,,,
20,,,,,,,,,,,,,,-0.055720286472010994,,,,,,,,
