,2017-06-01,2017-08-01,2017-11-01,2018-03-01,2018-04-01,2018-09-01,2018-10-01,2019-03-01,2019-09-01,2019-11-01,2020-03-01,2020-06-01,2021-06-01,2021-08-01,2021-09-01,2021-11-01,2021-12-01,2022-02-01,2022-03-01,2022-05-01,2022-10-01,2022-12-01,2023-02-01,2023-03-01,2023-05-01
0,-0.00578960164907194,-0.017146102456838452,-0.028918245939773435,-0.0043182632952501465,0.07027420699638265,-0.001326638297506122,0.004092469181979919,0.014644605818462164,0.025654279233237265,-0.0037981056279765,0.010551002860694325,-0.06611460194386609,0.0015698174857965014,0.0006723941207287254,0.0029593311075100104,-0.012699006431861726,0.023924814590766008,-0.018629650245165275,-0.014508770470108345,0.00643147289617918,0.012767875155986985,0.005603559577493478,-0.010138716595514644,0.014919431367311553,-0.0145888791501263
1,-0.005906895512925114,-0.020935842151773354,-0.04482112791074577,0.03169597027781407,,0.04097779759293596,-0.005428665521852061,0.029583710170663302,0.030178430127657307,-0.008446027805183831,0.06169192416891178,,0.004569667905234456,0.0007765542629925015,-0.015388398475702392,,0.022717543360742276,-0.0007184138987221811,0.010340445661495501,0.027385776405129292,0.009583381518224687,0.003115427692399475,-0.020057218545675062,0.005416333838550447,-0.012018903110997403
2,-0.002290460209176448,-0.01145830287614702,,0.061831486256492985,,0.04671859124787936,-0.0018996748687396536,,0.02288219644256273,0.01131271565114328,0.03151731784678047,,-0.007011438292645875,-0.004629923818942228,-0.02484030694790773,,0.021276001151834922,-0.011701749997175659,-0.00891307778946615,,0.015425095034750758,0.02475153758533466,,-0.0001568373281752855,-0.018172220401969863
3,-0.0010089432281648048,-0.022389920376865602,,,,0.07789339810594287,0.005570762710153998,,0.05496657814083461,-0.009520298006565564,0.029185993520197684,,-0.008048320714187526,0.013010197327794515,,,0.03276438600006015,0.004712233606992244,-0.004226647068096945,,0.02802064965382911,,,0.0001146695901459438,-0.012459083695238515
4,-0.002936081822085601,-0.02134132716577941,,,,,-0.0005897087556976377,,,-0.026887153957823873,0.023565863446558755,,-0.011075641793146837,0.004880072037602989,,,0.015385316783039116,0.0021122268274733624,0.01142543144120367,,,,,0.008969500793990726,0.0021094609513125917
5,-0.0037225415620376623,-0.01811211841545024,,,,,0.014597912973919769,,,,0.035317052964609186,,-0.010480600907500734,0.008845460836655938,,,0.005638962809255688,-0.039390760594592455,0.0030726157130911425,,,,,0.0056797883584160935,-0.014079675556977644
6,0.010666046398464246,-0.02074349891862437,,,,,0.016406620650011083,,,,0.04637328352160175,,0.015150857892987271,0.014076325477777818,,,0.01360946528661744,,-0.01925300885014014,,,,,0.004002615179988123,0.00495665387967037
7,0.004403999657495605,-0.01032399054715949,,,,,-0.03174434399365289,,,,0.035232092498940215,,,0.006179601296731008,,,0.007244886597344458,,-0.022399875144581305,,,,,0.007696586434524644,-0.008094309908376562
8,0.01220530735109926,-0.011041210648991884,,,,,-0.02919635834096379,,,,0.014812764983395788,,,-0.00011520045009039137,,,0.039002373013977465,,-0.011061288049395657,,,,,0.02836498949389421,0.004425555525203961
9,0.00355766383937528,-0.006842997982865473,,,,,0.006148982032567751,,,,-0.03930141837404211,,,0.011898622519164181,,,,,-0.00923602702602011,,,,,,0.002588461311180623
10,-0.015096890396496088,-0.011250638208015307,,,,,-0.03599037519418524,,,,-0.0068720335725500625,,,0.0013144881699638233,,,,,-0.009155071757325217,,,,,,0.002805738555242243
11,,-0.005300657044301271,,,,,-0.031001316242798893,,,,-0.047987053575150096,,,-0.01552217273055767,,,,,-0.005456541193474607,,,,,,0.007335089359178593
12,,0.018226902106755816,,,,,-0.025333834144805945,,,,-0.06714071659086152,,,0.027315115740799367,,,,,0.01791200362592038,,,,,,-0.0034738187958764932
13,,0.006722019223317943,,,,,-0.019939713491421207,,,,-0.05941247119893189,,,,,,,,0.02694578489004451,,,,,,0.02057890527974271
14,,0.020096362356337938,,,,,-0.03899027412288647,,,,-0.057750895069331065,,,,,,,,0.0385776311956989,,,,,,0.01933986846432756
15,,0.029078033193753683,,,,,,,,,-0.05122669621424292,,,,,,,,,,,,,,-0.008553140187613995
16,,,,,,,,,,,-0.047793436247390186,,,,,,,,,,,,,,0.016567456938680447
17,,,,,,,,,,,-0.02381632041014381,,,,,,,,,,,,,,0.018947671018407775
18,,,,,,,,,,,-0.12116759125491416,,,,,,,,,,,,,,0.019689531035318897
19,,,,,,,,,,,,,,,,,,,,,,,,,0.022128457201648466
20,,,,,,,,,,,,,,,,,,,,,,,,,0.02479033590404489
