,2022-08-01,2022-09-01,2022-10-01,2022-11-01
0,0.023469431762028314,0.007942835673101722,-0.020382211578557907,-0.015242685286660063
1,,0.0015349556560946276,0.005851030740337215,-0.024937193775824262
2,,-0.014528893858627878,0.01943561837519958,
3,,-0.030390696517238247,0.017640128393184185,
4,,-0.018186809411586236,0.03584462909531538,
5,,-0.009310737265643798,,
6,,-0.007287416358754406,,
7,,0.0019771133639188143,,
8,,0.002246119498173549,,
9,,0.014976366274821906,,
10,,0.0191748023686773,,
11,,0.00233832586517968,,
12,,0.014334830507758411,,
13,,0.030685963687787865,,
14,,0.02911981779130013,,
15,,0.03474566026186077,,
