,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-05-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2017-01-01,2017-02-01,2017-03-01,2017-05-01,2017-06-01,2017-08-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-05-01,2018-06-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-07-01,2020-09-01,2020-10-01,2020-12-01,2021-01-01,2021-02-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-09-01,2021-10-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-11-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01
0,-0.00459245648311013,0.0005695029453107736,0.02834655642486661,0.029074626805436043,0.04963133653071061,0.023312986641722766,0.017053265140764662,0.06905504880070401,-0.0528927279975826,0.06228396218551069,-0.024631849907513548,0.02505839587550307,-0.006466867571432111,0.056416567010150576,0.017218448955335836,0.013448279402277663,0.007883484257156681,-0.006758019194450848,-0.027918657022820703,0.00275422443391804,-0.0018000104628188573,0.0010664399709625627,0.0005355820129393507,0.016986263918886024,-0.01719734069623735,-0.0026077263388653016,0.0011786255316459382,-0.010909087237751969,-0.009234063706425655,-0.021694788264880138,-0.0008898238107124534,0.010690468859399616,-0.01661700265516597,-0.03369605490783201,0.023900342641388406,0.0014153590917032055,-0.047534368302914576,-0.01663543191465644,0.002401358863729275,0.033612182449164196,0.0019329461964447958,-0.00984861442370022,0.01912423173839395,-0.05136699364991504,0.015040916433166629,-0.021835009131185856,-0.01466727491342823,0.012085350896079206,-0.012650750093524454,-0.018261786361291277,-0.011530073332961077,0.03143121263472359,-0.0362799818558055,0.022005533135045052,-0.03930710551548389,0.008032380940252715,-0.022382861082530514,0.007153634493182182,-0.014609442835234354,-0.015347665821291212,0.03394101968683927,0.0010117722229554538,-0.0017218780085332952,0.033660160112527926,0.0017440264712709208,-0.003974827105605261,-0.01197498316800516,0.022694471999116228,0.012549939000237487,0.011873221277443058,0.035289588151035556,0.025308629589818277,0.00769894052705955,-0.013399103958767089,-0.03387161868119337,-0.011128106329556076,-0.003541048416068282,-0.011854709990684498,-0.0033317103086107913,-0.03614811311297483
1,-0.05038790343413879,-0.013285664873225578,0.020702674398409115,0.04968045935775711,0.04818764703796852,-0.0058530132609333485,0.02138987973314377,0.04116549076184617,,0.07037125368963615,0.003940062825229074,0.020614590900532637,0.02911999298177559,0.04676164031443503,0.039812129236350996,-0.023607201956617807,0.019749134200981455,-0.013336643339577736,-0.010240353758571796,-0.016424157363754688,-0.01037939857436232,-0.02015746171118593,-0.021861765409566303,0.022741761095270263,-0.030698825882380376,-0.008702093892941853,0.015159548687681212,-0.01843737112267929,0.0030102361407564615,-0.02974820349113294,0.015570452427048576,-0.0295306305976184,-0.025296822325054258,,0.014949567747282178,0.007729355469734411,-0.056596692739872445,-0.009392103819429565,0.03392668271386512,0.03031369108775883,-0.010863741143994687,-0.0040044345258682945,,,0.014972217899367646,-0.0256412854668171,-0.004546092924126555,0.025517305689576553,-0.0013420398385104448,-0.0041970645342217505,-0.014756766893456508,0.018116135936272038,,0.027649744581627278,-0.02010401200428369,-0.01773874672867759,,0.008290793860486367,0.014784000149682619,0.005652517321566908,0.023599485992408464,-0.013294724070315844,0.005747624776537563,,-0.0006237188989359765,-0.007059429879992418,0.009143155807857184,0.016185254546255745,0.01748437447018336,0.024706597518283413,,0.008452127655988906,-0.006461726878899787,-0.01814110670530189,,0.006257530847042503,0.010171900484730934,-0.008409718758946916,0.0013100302516995121,
2,-0.061878637144281434,0.0073790563500923945,0.01391904452342052,0.07591050767055618,-0.002641237297655863,-0.0127142663560047,-0.017379535541991453,0.02237228055266538,,0.04773029408737273,-0.013310759383980297,0.018445662701789267,-0.010500965988976763,0.01905800224002102,0.036108175816244786,-0.0387114722139561,0.02761195255838622,0.002632810713191991,0.015618187729010025,-0.01179009686953858,-0.017217408917308497,0.025548842808600813,,0.03560695805770031,,-0.015889747311628177,-0.000682878030938916,-0.02131686422340895,0.005310205436348081,-0.03893694107121348,0.011390263554717617,-0.03413571575795915,-0.016237156588711166,,0.02123029513873842,-0.00951922795156257,-0.057980966595861716,-0.015760063873976105,0.03305641483935995,0.006208644515513395,-0.03827224783837613,-0.0036281662141681714,,,0.024470456831993115,,-0.011146974767322959,0.027828733109771076,0.016623594432080946,-0.01580459735905726,-0.033402715652441906,0.016754929301589172,,0.04485242821934321,-0.01159159665344811,0.005227107678607901,,0.033670283640653054,0.05093603072943864,0.018214564301849645,0.034678684510570434,-0.000577380460070831,-0.01864624861477049,,0.0019392687530133124,-0.018834494195770102,-0.002609717136370371,0.008044538565670667,0.02363715036549996,0.025183712448995532,,0.026366322945845844,-0.0027109632273030204,,,-0.012295027441482809,0.03100658663860001,0.0012233897291222817,-0.0025137366699503616,
3,-0.03653324963168081,0.032083625032687024,0.010749181401217278,,-0.002840339896303945,-0.02431622760460339,-0.11320770226210519,0.07958849014751213,,0.036568292687666926,-0.016069269294447963,-0.009548044187626115,-0.02127830691896193,0.004868180417623769,0.03944410308937982,,0.043880032080739984,-0.004489699277017478,0.01925009432870528,-0.013062264633420195,,,,0.04621150684038611,,,0.004247126418987168,-0.02716826638943637,-0.0011677412771582407,-0.0364148543204732,0.0049630186634455065,-0.05697242575021777,-0.007746383614555263,,0.010129652398096933,-0.010697421187509715,-0.08316261953857262,-0.04914440126598629,0.02977668858294491,-0.004459661053650477,,-0.028949666486728365,,,-0.016444984210590263,,0.01235562164228643,0.044830907850618384,0.024077801581323666,-0.015610443338854418,-0.0412363313254791,0.030232150640589595,,,-0.01658957547026585,-0.020234588701064204,,,,0.03605968748483379,0.0319877828129167,-0.013104549974245483,-0.027762224276838054,,-0.02958805783014995,-0.04345342575110367,-0.00560316739516642,-0.0007575788962332908,0.02273604914951033,0.0038851387446610097,,-0.010710073893531402,0.004659602431604126,,,0.007909433438914704,,-0.031053604136663804,-0.01665153248474205,
4,-0.045620870648213074,0.022153709308619263,0.019616481422120913,,0.001913584609305019,-0.03275547949012836,,0.053687971656794176,,0.015450752961410519,-0.0105241294278553,0.012808459642693393,-0.003184269614291413,0.03325035140967286,0.025065716932488685,,,0.006895433062165002,0.006914016807781476,-0.01668000769676148,,,,,,,-0.0003952397630673232,-0.0110629276210088,-0.018144097676868753,-0.04748115253711083,-0.0006010139031813466,,-0.0216729873933863,,0.022789090775687804,-0.0024769673345983456,,,0.05968631693312476,-0.003244161497359732,,-0.00986037694096975,,,-0.0025509030206984917,,0.05160149674046055,,0.021829771187036773,-0.025347043371125588,,0.026447515443851266,,,-0.00010798562419811475,-0.026486662332034783,,,,0.030215932776285204,0.03439159375779077,-0.014716309783083581,,,,,-0.0016414923685337257,-0.0006749030022854541,0.037781715647231096,0.024231814208474756,,0.011158365248754687,0.0011801036065401949,,,-0.015710881468913307,,,-0.0043551542710349445,
5,-0.03976834014756858,0.0029269713336663727,0.05772146841924464,,0.04907309628565848,-0.04856908871054699,,0.05323436385427449,,0.06647530516754063,-0.0363231862227682,0.009624377146689067,-0.08015551950760758,0.002797895488275859,0.028085666065001375,,,0.008753996888972826,0.00651731971138414,0.0007959698002810711,,,,,,,-0.017119985169178342,-0.01451433889448639,-0.0072169245789079906,,-0.004789717287735584,,-0.014832085782495064,,0.018341211700648508,-0.008583982326045625,,,,-0.04468408883444397,,-0.008958130175545698,,,-0.017341997864491088,,,,0.017977776640406784,-0.01644068722331382,,0.011826799557658418,,,-0.06396985784619291,-0.02667823138712988,,,,0.035247674947224805,0.03107479620171949,-0.028622724081395212,,,,,-0.0060935486112811965,-0.011927795053899626,,0.0034090708278085025,,0.01314523836952819,0.018529541157431106,,,-0.02838354065606552,,,0.005872077329609482,
6,-0.05145629317405098,-0.011035288405564003,,,0.027787431777356986,-0.094656403826193,,0.059284118659105545,,0.06005093610330814,,-0.015950617637202846,,0.02658284223962698,0.028838140424323283,,,0.014715448723775837,0.0053715013756034935,-0.0078114706823630975,,,,,,,-0.010808054089763708,0.001856329125899947,-0.010492624309419663,,0.010991883747123676,,-0.0005140504418030822,,0.006257745212118415,-0.02344892434997803,,,,-0.017526615998452177,,-0.020881801318595627,,,-0.006224441509514289,,,,0.01838973620363138,-0.009614768821507136,,0.03363028813600888,,,,0.0018484344206033398,,,,0.029517722739084373,0.05737233096370975,,,,,,0.005690024885685485,-0.02780414989841118,,0.022460603973565085,,0.011788162704901572,0.0006131386287175911,,,-0.010879253123507127,,,-0.000634842684380299,
7,-0.04274723246608292,-0.010505601890335114,,,-0.0035885226194922737,,,0.03253314426592269,,0.036752227386324776,,-0.03036602082182016,,0.019687109620314558,0.005297974188661486,,,0.007880955372329024,0.02513739554980443,-0.005859073002769222,,,,,,,-0.006628638758062522,-0.0011596655722696525,-0.014739408947499477,,0.026105694783243205,,0.00805707167910219,,0.003267425181048278,0.00024329691881108673,,,,-0.01865733855214935,,-0.019953587263056516,,,0.0022033766204678784,,,,0.012365955750381463,-0.014391797452422361,,0.03435402199039039,,,,-0.009832650594638004,,,,0.033261108545433515,,,,,,,-0.005160240575878383,-0.03432804610053353,,0.024802840769779788,,0.006826978865877353,0.020582755372090977,,,-0.00783995142480265,,,-0.007673043155145276,
8,-0.0594338362392659,-0.012495522900267897,,,0.019895418128082376,,,0.06469850498796159,,0.05619382108102622,,,,0.019112916353553888,0.01660969636952822,,,0.05677272229196284,0.012642670589424032,-0.006338609823930419,,,,,,,0.018006533852159556,0.003027275033128607,-0.018875961507490935,,,,0.003511338401227082,,0.0027491895297324653,-0.004118808611236258,,,,-0.008916019007801479,,-0.021955102047733988,,,0.007972990238414024,,,,-0.0005402542517893849,0.014140381738555474,,0.012512480397999681,,,,0.012228290168508238,,,,0.011393478948005242,,,,,,,0.026869640822420937,-0.034794541071542895,,0.03853985226365886,,0.002118027880419482,0.012052609246787638,,,-0.0027733169083017373,,,-0.007926705309599047,
9,-0.041840278491435345,-0.007548249074151858,,,0.015980654319298182,,,0.0490851586723875,,0.052659434710522035,,,,0.0404466975095234,0.0248263202052926,,,,-0.01170231041335601,-0.0052802028740317475,,,,,,,0.009549495631305138,-0.001434174527530807,-0.03136709399966753,,,,0.004332975426292407,,-0.017313291215424798,-0.0008936421526071214,,,,-0.014184591030031335,,-0.02769817740949554,,,0.012598867327541452,,,,0.0027039565840660806,0.022587026008152877,,-0.014450952475164591,,,,0.008489704723187774,,,,0.023075957593567065,,,,,,,,-0.02318063751698718,,0.003515459850261138,,0.002980629299554116,0.02284790081565835,,,-0.014967875312503764,,,-0.004347157644275512,
