,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-02-01,2023-04-01,2023-05-01
0,-0.050480577879309374,-0.05048786615146883,0.06234934840932538,0.04639384247949252,-0.0006340024224247287,-0.0231421902682635,-0.07983265712751209
1,-0.07746602598626762,-0.04332620572413404,0.058667187856803915,0.05203020385557178,0.02018408132758509,-0.012388187928488531,-0.05623041950433083
2,,0.07928354230263757,0.05532281124626848,0.053641732393808095,0.10341100042605511,0.0256245989701461,-0.022962126362118918
3,,,0.12789322813375992,0.07911588807988146,,0.0258852046529435,-0.01637795794093
4,,,0.11571873552493583,0.0892210689245827,,0.019471948852049253,-0.005453678017190544
5,,,0.09481591024598957,0.03685563823933835,,-0.00047968055567762513,0.0023324412955472162
6,,,0.13187376717953936,0.06953692444087967,,0.004104364904505692,0.04143993210440655
7,,,0.16806243170964774,0.010485659624978716,,-0.0048325072754361875,0.008258479954527553
8,,,,0.0019598054468574766,,-0.023479139865884152,0.00596829612832428
9,,,,0.004649846977225813,,-0.006889066999594157,0.055892021055716556
10,,,,-0.008111323085989941,,-0.05507305252316366,0.05836213468096374
11,,,,-0.029994298396541996,,,0.07548498273189308
12,,,,-0.03381611835548748,,,0.06722198221033748
13,,,,-0.06775263612818483,,,0.06710209556479385
14,,,,-0.05886925716208724,,,0.09116356274883652
15,,,,-0.055178848761449295,,,0.02276862804698032
16,,,,-0.06625671847200065,,,0.06955527224331659
17,,,,-0.04217640490773267,,,-0.012677251742292839
18,,,,-0.056325100525265626,,,0.020561527322899398
19,,,,-0.08661004410520379,,,0.004828941373659079
20,,,,-0.0890642509725037,,,0.041574124274239566
21,,,,-0.07535449586963772,,,0.04637945163215251
22,,,,-0.10774012206428507,,,0.0353783986577505
23,,,,,,,0.08901315626729378
24,,,,,,,0.0706105275235227
25,,,,,,,0.042870608940033694
26,,,,,,,0.03029850599988526
27,,,,,,,0.05849808577236293
28,,,,,,,0.11244057916603678
