,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01
0,0.006671519161124184,-0.028776063275535835,0.11642714444572277,-0.0369993963717552,-0.020525362334843367,-0.0657946380626171,-7.424193233118714e-05,-0.13865584462380665,-0.034123325263990534,0.06595414749324191,-0.0021636421540334183,-0.0034850145661606824,0.029453838088514983,0.035642038825046685,-0.027893100071037402,-0.06469492851960457,-0.011738023553413024,-0.0018162189707444654,0.10180634861410853,-0.09344888424777298,-0.03171561370585696,0.0002414622926214527,-0.034210795247800796,0.013167985830583095,0.06338410612489831,0.0026107764879297335,0.015447562186275632,-0.01377969001035817,0.007657728792967333,0.003931462240242656
1,-0.033162986836841934,-0.0015501392965948657,,-0.0436745699379002,-0.004742918420229669,,0.020162263445534956,,-0.05834753990734587,0.06267511054866093,-0.010995835789798347,-0.015744120491487656,,-0.006815639786021954,-0.012797173574508491,-0.030577273069853028,-0.008436508082477978,0.01085249422213197,,,,0.018978890041731145,0.014407457027337589,-0.0012842432840600715,,0.014657434892208165,0.006098076075548353,0.007387826996725577,0.005136370882552921,0.011934271203191127
2,0.05931726924295733,-0.024879374301289836,,-0.049648572889345655,-0.03823127574109986,,0.054264747916863865,,-0.08825880284845766,0.04897464298772025,0.034194998644842656,-0.019575841535943717,,0.009464945707700734,0.011170961675249558,-0.08791493629707947,-0.0191655868434657,0.0525969904173853,,,,0.009435619073525192,0.016897289393906334,0.006985254269618046,,0.017998211760350102,0.0016616807336372608,0.0029710556122275467,-0.015230189363649504,0.015339741328808554
3,0.3901782259013,-0.005497145164938599,,-0.05223070741048108,0.0005562153803799763,,,,,0.017108647182967784,0.005458243554716802,-0.00975507404586029,,0.041075105157988956,0.006487815119118778,,0.006458106218304005,,,,,-0.013848824300312979,0.0008561551403891698,0.01093563139507503,,0.0024006615376181983,-0.006448824807777975,0.029339866370678536,,0.029099839433762487
4,,0.002985912471985097,,-0.061927455584168456,0.004929005221284921,,,,,0.09380330739998533,0.011521039274659195,-0.014054150695082868,,0.05113461362592453,-0.010405921814239605,,-0.003046050152027524,,,,,0.014161022295619219,-0.056507332758243045,0.022209075861302052,,0.012427702003912966,0.007598832056301075,,,
5,,-0.0320443965809023,,,0.013208932532611017,,,,,,0.004692506859802048,-0.014648652090430758,,0.09147302483839281,-0.02393813688920865,,-0.02356774399935313,,,,,-0.0005105229016608703,,0.01474213775652089,,0.011397829422397088,0.003159012455417165,,,
6,,-0.05721942808338909,,,-0.0615386028749636,,,,,,0.01986825899060496,-0.026366288719985143,,,-0.05255794315560314,,-0.022607318206345317,,,,,-0.0027866116478469927,,-0.03974259204272235,,0.01768231476713389,-0.0013125812774171797,,,
7,,-0.058547118653716534,,,,,,,,,-0.016833522968687786,-0.01327279175801177,,,-0.02004816687845956,,-0.016806797649963956,,,,,-0.017611508685279942,,,,0.02895310364932424,-0.0011446929037993714,,,
8,,-0.09563069072806529,,,,,,,,,0.004848594032146769,-0.030658836688605362,,,-0.02002350227220351,,-0.006892212821172583,,,,,-0.035785083155617015,,,,0.035626346478685456,-0.01804528904415792,,,
9,,-0.07460743140630255,,,,,,,,,0.004206622886687272,,,,-0.03370100229925832,,-0.020063497727466517,,,,,-0.022508182091307782,,,,0.035144979255576914,-0.017751347490839398,,,
10,,-0.0770953860493806,,,,,,,,,0.042427656676137016,,,,-0.03607335172838777,,-0.04323861944742591,,,,,-0.033997392976757634,,,,0.028009463947115343,-0.0031051751414675755,,,
