,2014-12-01,2015-02-01,2015-04-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-11-01,2018-02-01,2018-03-01,2018-04-01,2018-06-01,2018-07-01,2018-08-01,2018-10-01,2018-11-01,2019-03-01,2019-04-01,2019-06-01,2019-08-01,2019-10-01,2019-11-01,2020-01-01,2020-03-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-03-01,2021-06-01,2021-07-01,2021-08-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01
0,0.015552766266456963,-0.02813939398199361,-0.015456787157167362,0.08030203223012533,-0.029092452629149612,0.024276792026500793,0.11417542814974757,-0.08318621413264182,0.04293162710362264,0.034169610786435545,0.10082741386900873,-0.02109969112853438,0.06787048400180495,-0.04246022705594621,0.06416785755854781,0.028248690018893186,-0.054573959489417234,-0.039055336366517146,0.013573321406007643,0.0046458649891838455,0.04196264034439068,-0.029193776732570953,-0.026129501303030267,-0.012442568599094095,-0.004139946408074913,0.0005045664380922688,0.004171597525977511,0.01162452704857575,-0.00034535590742690303,-0.0009928631110986963,0.023889331931784774,0.012645687778039427,0.007865960478531164,0.0063087516236208785,0.02876215770459245,0.003825573474524724,-0.05652197902629874,-0.011084258838894634,-0.017395450123558476,-0.008701400426781802,-6.351730056941562e-05,-0.056469790485080384,0.03904581507705407,0.013714528181997476,-0.005425141625627017,-0.007730198514065201,-0.022045436929856166,0.010693695365647127,-0.04293798004172311,-0.0190726438694524,0.049832450047627486,-0.006266517166166885,0.004977604226862109,0.039958821594593186,0.030582554003313778,-0.04955590701130941,-0.010520883667590297,-0.0025553748096358575,0.03529210764698654,-0.021619330484030863,0.02684939566329758,-0.01759264615645062,0.0317404196359643,-0.028036659685387377,0.02979271243450965,-0.005111310080733844,0.0272670636456116,-0.010166929774376943,0.004940550804307886,-0.014110457497569673,0.014136811730506071,-0.022752148854804144,-0.003656346748591943,0.024487983027073223,-0.002492233509135744
1,0.03991162672066295,-0.03306259023355285,-0.015431554172608664,0.07185667425933273,-0.06502624243574551,-0.009033076233216253,,,0.037154578554043916,0.025653331329430262,0.09117393471299817,-0.019827499619373246,,-0.045343155525454204,,0.022794970909928658,,,0.018793164929114425,-0.019899163985829915,0.049905264886780376,,,-0.012624959277584225,-0.032510535136945684,-0.006563889338765172,-0.009303778376135163,0.00704468676196468,0.018350494068282153,-0.007051874818433834,0.03127987129365106,0.021441299396565583,0.015423817601702972,0.0433938228405113,0.017459271003248844,0.02599395991435305,,-0.02618642867130916,-0.03195676219628396,0.01306978749789689,-0.0023758667767990183,,0.031650369578392734,0.003273583805437852,-0.0003208190143983991,-0.036282079968792846,-0.010422419410684114,0.01740595951328494,,-0.03810664360230431,0.027255813137666784,0.059428806969321624,-0.003318841545701723,0.0330566739283622,,-0.023100985696050014,-0.021315288003403765,-0.03436447849513513,-0.032041924549298884,-0.036587021455710245,0.05521717336578069,-0.0028219860820848375,0.023285052585634514,,0.023566244077180443,-0.012062123906142919,,-0.01066455914941411,0.01182227433822014,0.01722845117785976,-0.001979257825183822,,-0.023901108466021448,0.031362823747529855,-0.021941649523514073
2,,-0.02521303630840599,-0.015620817078275007,0.05617384132230674,-0.07754749102865266,-0.05170733093160784,,,0.049635149284319446,-0.00217387518242651,0.047626308342447854,-0.03257840711273308,,-0.03933720702447907,,0.037076664149886085,,,0.013492834853527036,-0.019949476263621868,,,,0.0023490335219906733,,-0.032804828307787304,-0.008302365802653977,0.01514275858406311,0.019121418301806248,-0.011391308896568031,-0.010219846170139935,0.029787328472526298,0.006359233105206474,,0.009755297758451853,,,-0.021293872074361175,,0.022427641654557906,0.006541683543182852,,0.043148738740279136,0.02348767672937946,-0.023386715186155982,,0.030884624037090802,-0.002273866425885007,,-0.0031431412582367813,0.013434722711094693,,0.00325389919284369,0.030341577030110756,,-0.05520207473019312,-0.024359776747524986,-0.03403212707775216,-0.05819841188768127,,,-0.0086003536696726,0.034508331123010105,,0.0311509906235079,-0.03150768681394833,,-0.007221297579285579,0.021954115306374256,0.021018771395719504,0.0005394070569941789,,-0.03160406324341469,,-0.005079230279681823
3,,-0.025150500537244547,-0.01639506496041987,0.01227342422887201,-0.03713834805579297,-0.020386703526170002,,,,-0.0009735119370999357,0.03533080574291925,-0.06073146474316515,,-0.03656986491281966,,0.03812987988211258,,,0.03435188484826046,-0.028680351480511845,,,,-0.041381908958257,,-0.013151060537237136,-0.022820423002527956,0.00340748684578962,0.04230768290396725,-0.018926224635517297,-0.03264172139890009,0.023063769220108554,-0.01137825384019564,,0.014378637230219038,,,-0.010953062435910876,,,0.007040535106051848,,0.04873585393845925,-0.0210988333966462,-0.028929586758670744,,0.05757690546069494,0.020313769483661925,,-0.014174060184784842,0.01160547141446866,,0.02110049778611911,0.00922253643636095,,-0.04646170994432719,-0.035384012452335245,-0.04231938558549375,,,,0.028215963186615234,0.030464227334555893,,0.03329428645646271,,,0.004966938127925147,0.006534157111521388,0.045209116517527015,0.007764171981062606,,,,-0.0014482202430974311
4,,-0.006856586488989347,-0.01605204968445939,-0.02556076685089481,-0.05697020784335183,0.025993417023141063,,,,0.049387521841151916,0.04636305076937186,,,-0.0344310201497362,,,,,,,,,,-0.024342896284728965,,-0.014188007641091183,-0.05305511275666008,0.015529221350425892,,-0.01610879373008789,-0.057327154173947736,0.044222823269069345,-0.030104840097214147,,0.010423742449391593,,,-0.004387421936444369,,,0.008050721739594646,,0.00842168141539279,-0.0028909002744437196,,,,0.018629719625402608,,-0.012434911321144604,-0.05736838657299881,,0.04548975776512609,0.030065436503348142,,-0.026949245309304537,,-0.025071711403908736,,,,-0.016874457793208286,0.030140089971789408,,0.033483813271549145,,,0.0034028790203661785,0.003580211993582161,,-0.017159164008746064,,,,-0.00972324722754303
5,,-0.01533722970235818,-0.016331924479142224,-0.07161351389154857,-0.023884090118765577,0.04776506743672648,,,,,-0.00237460863487049,,,-0.021115021921216393,,,,,,,,,,-0.01496905079143751,,-0.0025418220060693386,,0.0007345028897534078,,-0.013640041164711292,,,-0.062015922515046285,,-0.014910966480128351,,,0.010904392283888953,,,0.02044038682577165,,-0.000963423501529892,-0.013538454432837188,,,,0.026671421479022683,,-0.018049936176216974,-0.052360134078589304,,,0.018943892766507542,,-0.04169397990576673,,0.009408001325081017,,,,-0.010761790301642371,0.03986417180190571,,0.03754159100714327,,,0.011403700964664587,-0.025145215307429858,,-0.021511625935112022,,,,-0.0018796061188082192
6,,-0.04319168407608398,-0.015774356638675435,-0.02000429170452378,0.011595942093693079,0.050300336800567,,,,,0.08205190779723648,,,-0.057097774612032026,,,,,,,,,,-0.07721969085999802,,0.005611258862709967,,0.042227954915303734,,-0.013983601819168356,,,,,0.004963416025812073,,,0.017906942090689437,,,0.03419075407906336,,0.03824285214604073,-0.007624417578357967,,,,0.023801720468188403,,-0.015564943517746954,-0.04789185267556073,,,-0.012497316641596257,,-0.05507107542965306,,0.025874087642189902,,,,0.003302883645848187,,,0.047467477754921106,,,-0.024495246424301786,,,-0.022972017994284943,,,,-0.0016294961259202267
7,,,-0.016228803599282138,-0.041123236612016445,-0.019336271402714544,0.017022886669931125,,,,,0.06083174498175492,,,-0.05717673742727003,,,,,,,,,,,,0.015610988318777608,,0.02350801488700993,,-0.005136085799042345,,,,,0.006311734926715218,,,0.011288870029277476,,,,,-0.027167321975135827,-0.027798053450192484,,,,0.010763318238458552,,0.0015711574242969206,-0.0878541385254401,,,0.009757586258632767,,-0.06372157569635828,,0.02443570185572197,,,,-0.004643901515096083,,,,,,,,,-0.011812211818161611,,,,0.0035454878846947757
8,,,-0.016698194778084208,-0.06988393944939153,0.007193653422530311,0.010975407824590278,,,,,0.06932147011669765,,,-0.026521532780999557,,,,,,,,,,,,0.001266366236440497,,0.03204024953450979,,-0.013584438332726823,,,,,0.008398007009205344,,,0.011028428821427294,,,,,-0.03778136044929559,,,,,0.01457628751130402,,-0.01754214096014639,,,,0.029173250525555083,,-0.08027728668121759,,0.022414598230411364,,,,0.02412574994282002,,,,,,,,,-0.0053945043119023595,,,,0.010241105023190311
9,,,-0.016710827181462662,-0.011648776184155718,-0.006208264334616409,0.042433511941354585,,,,,0.09909247789535736,,,-0.07102529408867309,,,,,,,,,,,,-0.0051664099487434,,0.0336265683584589,,0.009043491501412149,,,,,0.02376340032386759,,,0.0035136678416423095,,,,,0.017566824858248342,,,,,0.022972174803225,,0.0014322412156841935,,,,0.01531932135583558,,,,0.040104286887298723,,,,0.03308039834739329,,,,,,,,,-0.021299375228110762,,,,-0.0043948051187752135
