,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-06-01,2018-08-01,2018-09-01,2018-11-01,2018-12-01,2019-01-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01
0,0.00808681183954607,-0.01611518786517596,-0.003671475591492168,0.013573761030222897,-0.015185065663154251,-0.018686273708784285,-0.003043490985826125,0.032017560561444336,-0.0009212733385823846,-0.03384173133808144,-0.06142843820511157,-0.004394106326307323,0.028133379435284933,0.012230838580068237,-0.007858450350060942,0.09355509687102148,-0.04554692464672083,0.015445755533947558,0.00606939182961197,0.06758682358167345,-0.013667843319305817,-0.006323786504076612,-0.02195496195267177,-0.0023898797218717682,-0.004243680862704213,0.01177053761502167,-0.019644034724540793,0.019294454349711554,-0.009604101539896437,0.002154209555505382,-0.0036432901699545717,-0.03406827848659422,0.0007191432341642212,-0.08037459120639845,0.035066624258814905,0.02233281933752096,-0.021317230043618185,0.0018873454046137716,0.049157367456224677,-0.018371426231313936,0.08552589268410271,-0.03392768297805482,-0.020122312801247322,0.03631299209115513,0.03336424277313288,-0.06019816949090093,-0.008344213450311777,-0.015790981216630418,0.019511904455554063,-0.005840615497440443,0.009507101280055164,0.009019069688602332,-0.007497377217412282,0.018925924867049915,0.023729980638012016,0.03011790515029311,-0.011559865087884535,-0.01036493505615077,-0.000314591755275373,0.07359404368748379,0.005960904742546402,-0.046928229489973994,-0.006785365902753693,0.007484245879524121,0.010193334848326352,0.00617391822104274
1,0.00778200577351007,-0.018039267288344263,-0.002713211800233317,0.0016323039347332369,-0.007540218094225892,-0.0025330584054401584,0.0007768054479218023,0.0206771601520368,-0.012575156392163223,-0.0350018814103481,,-0.018624990176637102,0.006901144869811304,0.021524379990645492,-0.03463506856408216,,-0.01682473837549958,0.020556228526705134,0.018420010614655258,0.07628560185326361,0.00817195220463196,-0.010321127601728541,-0.028909749791303785,-0.001749766490276805,0.0036501758877744983,0.001924701376104787,0.018548535575520164,0.04967340619516403,-0.01908801514917524,-0.019234488438925723,-0.006147617918028647,,0.015089359714461903,,0.0378551577360704,0.058120879843358786,0.0008764186175889144,-0.02306252249489882,0.039980645067373644,0.0036237337463407293,,-0.03769044684808165,-0.01831523353235509,,-0.017228037198012913,-0.07295356598655842,0.00011557136380524469,-0.018494434025059292,0.024450143278635927,-0.01622887754651428,0.014476759284681506,-0.00573833174648497,0.015629494698504054,-0.005976521599497797,0.0031085673161181937,0.0229299134958989,-0.045766060240181705,-0.004031797902572798,0.026015265535567877,0.10095929566571638,-0.008653047897945632,,-0.009002810918704363,0.03915034750250168,-0.0005305794708873601,0.007410461757555442
2,0.009541230980997684,-0.04267179317594172,0.013915523563485799,-0.00449816304829409,-0.024164132682384043,0.0059926952328615,-0.029081132484383154,-0.010147869154228273,-0.03395599775596292,-0.039950023526909906,,-0.04722249841584292,0.03033101743753175,0.03181431292767112,-0.02438302319168084,,0.004337196361963169,0.012510709555592303,0.018669998178241887,0.0841592505064126,-0.0036209828180604475,-0.00962506988538836,,0.015259172782037922,0.019081641114130132,0.00298092381199333,0.011339075859696512,,-0.02729635777982553,-0.015358638143246672,-0.0007446178266596881,,0.009139221389750318,,0.06907162993725668,0.07637338341956657,0.0027640105336028675,-0.009545363997968792,0.05498285231229172,0.00044441820904328466,,-0.035521616843207315,-0.02679983034272393,,-0.056727864634741554,,-0.009690561905087325,0.003437415751531947,0.03099968977061618,0.0100907404518564,0.052532017350793936,0.0620370394183305,0.008340920477352576,0.0330984708835671,-0.0205073572858141,0.012884416266333076,,0.020533461519654406,0.01949403794017357,,-0.0003744836663204243,,-0.01287460791793782,,-0.012134595326511455,-0.004336026192714559
3,0.016443087078009677,,0.01724530122548007,-0.021231051867477868,-0.015843043791593292,-0.0047750121466330064,-0.02562701667995393,0.003662040597457006,,-0.02342278560995581,,,0.017383687078178056,0.014354283464793394,-0.0723593570953378,,-0.048658450268753484,0.03009203876189881,-0.009950055765909571,,-0.01457963950856822,-0.029318543890358484,,0.027902104548735096,0.04637114869848746,0.006108024586229499,0.014528880992551008,,-0.03578979150469008,-0.0014016674474031099,0.004700719404056919,,0.007378535652339924,,,,-0.006728041594977974,-0.00041008027093614174,0.06205663840100595,0.012760502928772954,,-0.05470667333226498,-0.026234425901292546,,,,-0.020935801971325496,0.0068717912776496415,0.0342195521632922,0.0009160158299376941,0.036575599780409807,,-0.013929010009821496,0.0017112470494669019,-0.03197818613199077,0.027302211819760114,,0.015205997038698627,0.004952991427094489,,-0.03091605649378626,,-0.036730896107421085,,0.021520893351821002,0.019399111374249767
4,0.004979379380420701,,0.024988244121525227,-0.01876224974538654,-0.023471973998363538,0.00038910180745688194,-0.02297559944910521,0.010612768807526374,,-0.03701480519645939,,,0.012037733912880988,0.02372670942565902,-0.09476438950199739,,,-0.025600268345516763,-0.038869775795099315,,-9.510606715545933e-05,-0.02622110227450314,,0.014459540536590598,,0.002852836539575243,0.01080616117139166,,,-0.010140714430596276,-0.0028130933321368623,,0.02492271157545911,,,,-0.02286123970816334,-0.0001952486954559518,0.06279818510871316,0.01789081932980041,,-0.07013384472615769,-0.03236366443300298,,,,-0.03253732076086013,0.00865034380280666,0.030003419638813256,0.001099482586221806,0.030947354417149242,,-0.015807281973998943,0.01745362676102369,-0.019219589189992003,0.03776585404384081,,0.012012927706340548,-0.003379350310314777,,-0.012527086178660385,,,,0.024079563370149437,-0.01673266760825154
5,0.011229183622652572,,0.0355632202228513,-0.014225771368637119,-0.027441967625049024,0.003924493115697647,-0.03709186225013572,-0.010158306818872864,,-0.0347250498990026,,,0.02818236165878263,-0.02900705728866626,,,,-0.027604039955515525,-0.05912437285282257,,0.0346311481233772,-0.014932424357962937,,0.008504729979866177,,0.011602345296684469,0.00971642527329375,,,-0.0018703095775891576,-0.0004499925483276712,,0.02117103849333768,,,,-0.030446506820756003,0.02360093800878227,0.05275101295101514,-0.0069375009918655195,,-0.07753837579504275,-0.045490117413808484,,,,-0.0633629025778073,0.038244274587954485,0.04328216530403539,0.01610660603269995,0.0182650823396866,,-0.01883020489648235,0.03289092850137232,0.003155488628625136,0.05451058432986322,,0.018982362985631607,-0.018865915749342932,,0.00973613639435178,,,,0.01083958859727635,-0.012337056836695837
6,0.009765346148004062,,0.06467338881131912,-0.004283181375574818,-0.02671054711515186,0.0004786538077081737,,-0.005273377523000056,,-0.025669820347420824,,,0.016080343224324167,-0.013828809912069584,,,,-0.050829326022969745,,,,-0.018760549752260935,,0.000339777744635672,,0.021318608418491314,0.015018255830073768,,,0.023332423917587164,-0.008026803016573325,,0.0020689952465953176,,,,-0.015805079520364362,0.03807325636285608,0.038336693247941867,0.0065748979451165646,,,,,,,-0.047453028931578434,0.0649783422037557,0.04461289692270043,0.0011884685353249214,-0.016988883593334947,,-0.008250028238388829,0.04594915405222544,-0.008557413177532336,,,0.009722293865658038,-0.032206105607514246,,-0.03298092113334117,,,,0.014559403358756218,-0.01322298240487596
7,0.014374859165426246,,,-0.024784058641426743,-0.015859731620247786,-0.011049162283803593,,-0.004069774729773323,,-0.027669952067797876,,,0.004744357491037299,0.013917686327449719,,,,-0.0439873687211092,,,,-0.034023372437090416,,0.006354061082903151,,0.022180619995375128,0.02618046650093775,,,-0.0015921174243613834,0.019218667162105962,,0.00046643242502719673,,,,-0.011111375951192493,0.0456589661502762,0.009861603854549372,-0.006701382548027546,,,,,,,-0.02969071563398007,,0.02575930511899438,-0.030553131427663943,-0.012173921565650225,,-0.020643143223772142,,-0.0062679987803688775,,,0.0421691746200632,-0.005229252829018094,,-0.010261269305942955,,,,0.0017983689302545902,0.006090679539446864
8,0.009625577468681312,,,-0.029819395152472783,0.007632156404635104,-0.03447842273377422,,-0.0036073290753855236,,-0.03593296985854044,,,0.004106242991648745,0.006955583803345267,,,,-0.01869096173009588,,,,-0.0357431201903724,,0.0037239851683454894,,0.04568645057190723,0.03001884156531065,,,-0.0031313316361827326,0.009966803557287296,,0.002994581683698261,,,,-0.019657693571248025,,0.034928190654500035,-0.0022656650335854955,,,,,,,-0.04625505532550056,,0.060072234232405375,-0.018890611654713202,0.0071751284886003575,,-0.02878924849962816,,-0.01732200683642171,,,0.041387205347604095,0.039643538997667704,,-0.024752173573995284,,,,0.007722452530597057,-0.007267952664939514
9,0.01683528714512339,,,-0.018097831055233105,0.006071697141317944,,,0.009372355362241125,,-0.025230561599183687,,,0.0017632278451804595,-0.014819199559754637,,,,-0.02428762817289254,,,,-0.04430376581023454,,0.007807869293195324,,0.046384694922419145,0.037701943653808856,,,0.017577644886109578,0.02183745707493845,,0.012721689870899056,,,,-0.027905232938071123,,0.03921983980554167,0.03713303742127749,,,,,,,-0.06398906747312738,,,-0.010412109505904238,-0.0066495614433752515,,-0.06036674614336501,,0.023328531373347783,,,0.03500284823261479,-0.009363148441257074,,-0.01900700455660309,,,,0.015858595766897132,0.002322527836922994
