,2017-03-01,2017-06-01,2017-07-01,2017-09-01,2018-01-01,2018-04-01,2018-05-01,2018-07-01,2019-04-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-06-01,2020-09-01,2020-10-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-03-01,2022-05-01,2022-09-01
0,0.019818242486451698,0.03453917706600862,-0.021175852761123437,0.003781623335512574,-0.007800234768222669,-0.030842258287804736,0.01919366104835518,0.008225917711137232,0.02518425032196614,0.013771322752395676,0.06223837013831224,-0.04541214033879415,-0.028976867997357658,-0.01932955140771364,0.0068886105687289145,-0.029583864859354714,0.07302745738737482,-0.01647753714236888,-0.022723359496098272,-0.003854251774737527,-0.033207429285330825,-0.015177676881353186,0.000409252725751319,-0.0025834533129676096,-0.04090341038139328,-0.025390676421615854,-0.042596391891648544,-0.026618719574670102,0.019070435800612684,-0.029115593090018432,-0.009597059705839683,0.013307378776799439
1,0.020362563940166556,0.04867135007600254,-0.05293667530234458,0.013617824982870896,-0.022479126179522968,-0.037891565297619945,-0.029174757058533007,-0.008801584742494484,0.015344908294344872,0.01802998273166878,,,-0.02414579901209679,-0.012869210829407951,0.01986033373287377,-0.022904151433341013,,0.010694125484672856,-0.058733879256278154,-0.023230957559809973,0.012649462800939926,-0.014040876487201093,0.009222715212152899,0.008238306111693738,,-0.03352056672142689,-0.01202964686056518,-0.050113822655836415,0.009612477857336599,-0.015390409819654671,-0.012756807387349411,-0.007365972184142144
2,0.007414013950634679,0.026108417395149353,,0.0025232384936120233,-0.010395538413147332,-0.016511428536889028,-0.026307189771141548,-0.0033348491378166756,0.06727669539138814,-0.013083173134859294,,,-0.028632316090601684,0.004544457258984336,0.0315201013909876,-0.01939077894974539,,0.01850315855034923,,-0.032178071090168014,0.016287054714225313,-0.005097777633472411,-0.003227858225998581,-0.01124140762811443,,-0.011150780375921876,-0.01931308420705591,,0.014531976520473722,-0.04102453945611417,-0.017234803513334285,0.020063063604248477
3,-0.01395387865029507,0.030401273495186842,,0.0026844990566123883,-0.013647296183520119,-0.044896521833297065,-0.012643332542443986,-0.019916526264352363,,0.01926892290501847,,,-0.04125457283109357,0.009518710513906292,0.027297704200168305,-0.027495691163203828,,0.036405400297236046,,0.001368376161059448,-0.015467740505306526,-0.029519905852304795,0.003114902784274065,-0.005989972209488048,,-0.016351358773714963,-0.02682767862455826,,0.007409542624032872,-0.04048111013084199,-0.009522315370039891,-0.004216156194087439
4,0.0018879848715833702,0.06049116488970352,,-0.013411729124993776,-0.04158539169712272,-0.014518281226215013,-0.02906437065873302,-0.011654533835617098,,0.06136631918525559,,,-0.03365333102251311,0.011192776667851012,0.03699220188704455,-0.013489487313517401,,0.014983054615543168,,-0.025356575120331737,0.021951829280986157,-0.03695300017880543,0.008995979873964277,0.0044690012879415875,,0.0006740616582612269,-0.06189255076511646,,0.0018147082065592124,-0.027968228596635836,0.018091663242035594,0.043882464963928225
5,-0.0019999738662241917,,,-0.016450542203749752,,-0.00913243278180298,-0.0599010462263565,-0.01094949130058831,,,,,-0.0028289513805486166,0.023539023239715906,0.06333133630207133,-0.056233705928449895,,0.04861682708777515,,-0.05411622586374376,-0.011637932202215318,-0.02922807046012199,-0.006607186396414111,3.1689968795323153e-05,,-0.013668893404199078,,,-0.008376786954260529,-0.013123331408429362,-0.02110614055597182,0.028894309868767287
6,-0.012138254107623592,,,-0.0013331646189822521,,-0.0107159207909171,,-0.040582320288802265,,,,,0.01215544781059874,0.06043854883877353,,-0.06706282716674883,,-0.01497980146719513,,-0.08431835150685218,0.026470057276229753,-0.056322917373134995,-0.012757623951083374,-0.004943071091357609,,-0.01000243873868012,,,-0.004662449076327346,0.0011902677497097613,-0.017461885908957697,0.05455202061617248
7,-0.034365462756591025,,,-0.013296765263912658,,-0.0025438836449453994,,-0.05446969709632521,,,,,-0.0263078748000658,,,,,-0.026261033479466178,,,0.04476943161816127,-0.027113070660196747,-0.02456030224072281,0.0012815930253875507,,-0.040150051811092435,,,0.004981311007737743,0.005990618267285974,0.022372223488108745,
8,-0.05291666128925776,,,-0.034619720315313796,,-0.023121534383237385,,,,,,,-0.01867785537240385,,,,,-0.03603109752754641,,,,-0.05571015001839896,-0.04277352139091262,0.0025924804056760564,,-0.0131619556950886,,,-0.012697879638227716,0.0005484675637008607,0.013233981080299273,
9,,,,,,-0.0009394858936957462,,,,,,,0.0023038216963096048,,,,,-0.03474985479800008,,,,-0.02716548230540683,,-0.030923395024704092,,-0.04261693821798174,,,-0.027027360180257476,0.02216188343808856,0.00014820206645893563,
10,,,,,,-0.032229381717167715,,,,,,,-0.02081992809796107,,,,,-0.023374097090484103,,,,0.02218459331681011,,-0.02409468548547533,,-0.050922054778600234,,,-0.03682019122200936,0.003790920292793043,0.029496962276200023,
11,,,,,,-0.01777762357754087,,,,,,,-0.0025376072206797495,,,,,-0.03482390498652421,,,,-0.0673810586321495,,-0.006924304568798778,,,,,-0.03338159042575656,0.008427646326317983,0.03985120643806539,
12,,,,,,-0.0005584939150589108,,,,,,,-0.00417634730253269,,,,,-0.03577583237804527,,,,,,-0.016542279927546755,,,,,-0.040699460385288544,0.022649435093183623,0.04551088986189811,
13,,,,,,0.015899289078489698,,,,,,,-0.02468377730449678,,,,,-0.01856753348879092,,,,,,-0.009986846639930214,,,,,-0.06077605460866525,0.026879762266024176,0.03377212524200601,
