,2015-04-01,2016-09-01,2016-10-01,2017-11-01,2018-02-01,2018-03-01,2018-04-01,2018-10-01,2018-11-01,2019-02-01,2019-12-01,2020-04-01,2020-05-01,2020-07-01,2020-08-01,2020-10-01,2020-11-01,2020-12-01,2021-02-01,2021-03-01,2021-07-01,2021-09-01,2021-10-01,2021-12-01,2022-01-01,2022-02-01,2022-06-01,2022-09-01,2022-10-01,2022-12-01,2023-01-01,2023-03-01,2023-04-01
0,-0.08752408556530566,-0.03300186618984391,0.01920466991371761,-0.0159905851278348,-0.012893153749518937,-0.00758212879702258,0.006289428095726635,0.024573309328669524,-0.001124781263108332,-0.0002824182226208727,0.004576272820957961,0.008030242482963912,-0.006036123693954787,-0.01626165575130556,0.007306974052625481,-0.01303273992688192,0.002487160044859049,0.0021762607230502162,-0.014759374595427532,-0.01133618065840114,0.028494495439072898,-0.0017815373057352701,0.03211326193012032,0.00696666344720942,-0.011333736592163746,0.027923584047498284,-0.024295688610726618,-0.056511231902075965,0.003088883501090045,0.023659420179020785,0.006075818189374971,0.006627638190971785,0.03470389627791515
1,,-0.017089364253093375,-0.020688362047311948,-0.01920820464831774,-0.01078575474654131,-0.00965746891054664,0.00810755320128842,0.023002688155804085,-0.03522390486684035,-0.002460006858181707,0.015476841828170551,0.02479938345056465,-0.0027728684621184385,-0.02897690155518018,0.00590205319465964,-0.005825397055282622,0.038963055382398526,0.031258797159045226,-0.021256166471043336,-0.011428788734681117,0.026606395655263126,-0.02575586855643408,0.06363390240361322,0.007610183988507657,-0.025549100110988654,0.023642736037988277,-0.01065044439987961,,0.021019045473937847,,0.027808343691115844,-0.019033910037330903,0.05069091018121319
2,,-0.027121404068862542,-0.03696994453029312,,-0.017946415935165216,0.010059780366925564,-0.00074582626394748,0.0349098642977097,,0.00192699353190795,,,-0.0024561779568359476,,0.008768636638315286,-0.009438368116769347,,0.1023706635917696,-0.04312676814242211,-0.024535266916382747,0.02712706739817583,,,0.0260665850627122,-0.02861506588385243,0.0005029417551967175,-0.004429071778787375,,0.052965811708399535,,,-0.04744253899186801,
3,,-0.04075759255940259,,,-0.026867679495185204,0.0059784478737194835,-0.0005341156604308228,,,-0.005805385112728878,,,0.017546659851748858,,-0.013976846580250779,-0.014773046656360478,,,,0.028766804282298386,0.013496889057750705,,,,,-0.002104635036820124,-0.0055125126544144365,,,,,,
4,,-0.042052802700445646,,,-0.02235077196906965,0.00658841815362754,4.108559367632658e-05,,,-0.017432230161594564,,,0.024384329981754105,,-0.006429051416277254,-0.02471295781571614,,,,,0.011536897237422794,,,,,0.008487898032941033,-0.003401617176983507,,,,,,
5,,-0.047714036070245935,,,-0.02994460059950299,0.01054131792701729,0.01766506627536768,,,-0.02019175149237462,,,,,-0.008609482036425753,,,,,,0.03641885191090277,,,,,-0.013051290061194765,-0.011416329926640323,,,,,,
6,,-0.030685677909966014,,,-0.01880061549894463,0.0072396320796515035,,,,,,,,,-0.002449495924376155,,,,,,,,,,,0.006889742091093387,-0.028126489915557773,,,,,,
7,,-0.025621282612423357,,,-0.015915332535116233,-0.003106525187985154,,,,,,,,,-0.022084371028055827,,,,,,,,,,,-0.02422393952243751,-0.061999224510410844,,,,,,
8,,-0.05724236878702049,,,-0.021560061790106833,0.002868879041488359,,,,,,,,,-0.018476087506945404,,,,,,,,,,,-0.01829321175217835,,,,,,,
9,,,,,-0.024721418131098183,-0.008415382954283013,,,,,,,,,-0.017746739264411282,,,,,,,,,,,-0.022069872891390174,,,,,,,
10,,,,,-0.019066158993314986,-0.006693672362160896,,,,,,,,,0.00251314980621542,,,,,,,,,,,-0.02406428003625094,,,,,,,
11,,,,,-0.02723473708427493,-0.01685622701690992,,,,,,,,,0.0022667281630823766,,,,,,,,,,,-0.02676907446765653,,,,,,,
12,,,,,-0.03312339800891828,,,,,,,,,,-0.005161455384580016,,,,,,,,,,,0.020304603671421395,,,,,,,
13,,,,,-0.019028344416935683,,,,,,,,,,0.003602388134537282,,,,,,,,,,,-0.02007323320912824,,,,,,,
14,,,,,0.0025988028639905014,,,,,,,,,,0.008536154681038077,,,,,,,,,,,-0.008406616364646124,,,,,,,
15,,,,,-0.013730929529474745,,,,,,,,,,0.005208086725574379,,,,,,,,,,,0.005560669310930466,,,,,,,
16,,,,,0.0008066573287077716,,,,,,,,,,0.004991728768265258,,,,,,,,,,,0.008026349182262749,,,,,,,
17,,,,,0.007042485913809404,,,,,,,,,,-0.0003477792974728722,,,,,,,,,,,0.01426358851127163,,,,,,,
18,,,,,0.0108624669340045,,,,,,,,,,0.013601559887068237,,,,,,,,,,,0.021171758535555307,,,,,,,
19,,,,,0.013838276262177152,,,,,,,,,,-0.004203160022479224,,,,,,,,,,,0.05043345572338365,,,,,,,
20,,,,,0.029054003143033524,,,,,,,,,,0.005067336239340303,,,,,,,,,,,0.036177937622016376,,,,,,,
21,,,,,0.005794130852985191,,,,,,,,,,0.004426678516810334,,,,,,,,,,,0.050438309443649354,,,,,,,
22,,,,,0.005958771299133803,,,,,,,,,,-0.025636879224184117,,,,,,,,,,,0.08242268508909745,,,,,,,
23,,,,,0.02822154122622167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,0.02414020873301559,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,0.02703164135441849,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,0.03127179571016203,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,0.026538752369721585,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,0.018485820321442192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,0.028522414858005662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,0.02434986586205712,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,0.02818280587941313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,0.013814673687043921,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,0.04109092235263634,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,0.04410232858911578,,,,,,,,,,,,,,,,,,,,,,,,,,,,
