,2010-12-01,2011-03-01,2011-10-01,2011-12-01,2012-02-01,2012-06-01,2012-07-01,2012-09-01,2012-11-01,2013-10-01,2014-03-01,2014-05-01
0,0.014328638807947214,0.01170585943854241,0.04258601619028379,0.07752465260752983,-0.015094812408828595,-0.011117037955043929,-0.012221387796650496,0.003627086767494403,0.0027881519177013203,0.007787238773339644,0.00073787810525483,-0.007231303212529794
1,0.01672083703526217,-0.0016078362447227157,0.049641866177159155,,-0.03331113983726253,0.006779024966311109,0.01487607416623038,0.018217086596370835,0.005036272017387322,0.014074657094061749,0.023058666552675966,-0.005493098823267428
2,0.03375442267392936,-0.0037519383317059507,0.03845632375886465,,-0.07396469136785244,-0.002628440015396749,0.0033923021453891034,0.034910589938435516,0.03294450769787316,0.013483369202972662,0.03516410671745329,-0.01127719638699809
3,0.037764975799274514,0.001304296408177752,0.0862928588652041,,-0.037392000893351485,-0.012782539923116953,0.015068411744334376,,0.08029224982413785,0.01362569711859929,,-0.010552293479890007
4,,0.01491154419267171,,,-0.01780778967692309,-0.02988480888528855,0.040269673288654606,,,0.013782971125864574,,-0.007168363245880716
5,,0.009866676770964755,,,-0.032163476925760826,-0.04287905036637096,0.04084861842503973,,,0.006699377588285316,,0.0038726085846471636
6,,-0.0221687905775374,,,-0.0389677884991082,-0.023139748788090553,0.052696997364327536,,,0.0013889083241620526,,-0.0046537401846711846
7,,-0.007975447244327638,,,-0.0392177443764643,-0.04666009531274251,0.0609593133667693,,,0.012389095731948796,,0.027520962566178364
8,,-0.007198246444413359,,,-0.034811223710104144,-0.056974023843413546,,,,0.0066138866291494125,,
9,,0.018743551742480102,,,-0.06412328354016683,-0.0762572465856215,,,,0.023375308018529273,,
10,,0.0010813703318575119,,,0.015969187452681943,,,,,0.013032189297117136,,
11,,-0.00379813480914426,,,0.016460381554829873,,,,,0.017597072985856332,,
12,,-0.030523006598397906,,,-0.0017320655263062257,,,,,0.02211822533989416,,
13,,-0.07409744357139592,,,-0.03165206267862075,,,,,0.043652113354923916,,
14,,,,,-0.01241434483695203,,,,,,,
15,,,,,-0.06415148686358396,,,,,,,
16,,,,,-0.04908286276857288,,,,,,,
17,,,,,-0.0030208100042488084,,,,,,,
18,,,,,0.006589457243541208,,,,,,,
19,,,,,0.0031447043888643833,,,,,,,
20,,,,,0.08685209932760496,,,,,,,
21,,,,,0.11438577065089284,,,,,,,
