,2006-12-01,2007-02-01,2007-04-01,2007-09-01,2007-10-01,2008-01-01,2008-03-01,2008-06-01,2008-10-01,2009-01-01,2009-04-01,2009-06-01,2009-08-01,2010-03-01,2010-05-01,2010-07-01,2010-08-01,2010-12-01,2011-01-01,2011-06-01,2011-07-01,2011-10-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-10-01,2012-12-01,2013-01-01,2013-02-01,2013-11-01,2013-12-01,2014-06-01
0,0.06191422810583491,-0.04835566548638859,-0.012997342666664746,0.15124602950053578,-0.03233380321500334,0.018373543961673455,0.08221515484221209,-0.17648392324513096,0.005497695649993917,0.03072660967203955,0.009255320270105116,0.05120568214668797,-0.013677751368713409,-0.017565948985482915,0.04091657198768317,-0.015489365414425693,-0.021136401749367373,0.015421996570411212,-0.03286790630495817,0.008610841393786067,-0.007385611544853177,-0.03159135510426114,-0.008616729635603004,0.027079432929896452,0.011368921044271119,-0.018460647156464338,-0.0027496101751789404,0.03315905600724944,0.04870221108000088,0.002904696577926469,-0.020452835324220153,0.03620850933108111,0.01635987438447195
1,0.058530638930686774,-0.04456681067863921,-0.017821680329421996,,-0.09511925119749032,0.252225190751981,0.18667302194836521,,-0.04339442846837249,0.03389171012115888,0.10067238694927116,-0.010282071978195084,-0.0640872467163014,-0.0033626839698301936,0.050170932842367844,0.0002179162233737486,0.022911034445690426,0.02403662441872223,,-0.005653708995515455,-0.022687385654446945,-0.05224803572769321,-0.01397685101347701,-0.0003869505766882497,0.03065722733752896,-0.011759411182708845,0.017940508612089623,0.04688438487579205,0.04762938403636268,0.03867263789613573,-0.026735804217701498,0.020660724923969864,0.016957213196950427
2,0.11198918508315958,-0.0943003737515058,0.03711337619816013,,,,,,0.009521180179079769,0.016595730486878235,,-0.04689669184317813,-0.05975132393103655,-0.011192562494188874,0.05498207399488653,-0.003413861671195839,0.00392744720610283,0.02952381388404368,,0.0038147651442455854,-0.03559057156451284,,-0.0207177802155063,0.018763391810950658,0.009380220688842034,-0.031028242731106825,0.018839559845932996,0.035271937108208196,0.04021898365561843,,-0.06299070028577236,0.014305151385072046,0.017895168158610808
3,,,-0.008512409946607402,,,,,,-0.1343538203805621,0.019691249494049323,,-0.05600760381220615,-0.05644756885384927,0.007400718777468507,0.06687993080697874,-0.006939975580254165,0.03061653406833953,0.019745386092242523,,0.0011573722375043116,-0.04793268349607227,,0.02868629350983465,0.02882879194435395,0.019145056379810343,-0.021255027563030104,0.019074766617596772,0.03540169096532386,0.036411750694702864,,,0.02701036637767107,0.01818733800876071
4,,,0.05682097684373488,,,,,,-0.13148236283564363,0.032725257502252525,,-0.1007644281875879,-0.020378592192704215,0.012543001246619667,,0.0044926995221059585,0.0034629661248946064,0.0182242523929681,,-0.009737554001776255,,,0.10151957575531867,-0.011160213797088758,0.0024450572247871616,-0.02008761667049508,0.02244726152336929,0.023025894303577044,0.05967302734175677,,,0.0093976162155891,0.20412118560790526
5,,,,,,,,,-0.11980864912149625,0.010169349346910161,,,-0.008781132796418678,-0.01665631976267079,,-0.011008089689602318,-0.011349098798146162,0.021671216396393023,,0.019679618832839946,,,,-0.013443691520766077,-0.019036964306415216,-0.04183010229325568,0.012182843690576206,0.021035668433130095,,,,0.02469014135839842,
6,,,,,,,,,-0.2200060900510259,-0.03036035107137991,,,-0.018886692072676237,-0.010856269781845285,,-0.0060638965508961196,0.006229369499381132,0.013245818779443308,,-0.004329046160289313,,,,-0.0014747408698618791,-0.009600388346110433,,0.00885813828022508,0.01054832135975925,,,,0.03878289921821154,
7,,,,,,,,,-0.20902213113493784,-0.04383427509928617,,,-0.022048535083413867,-0.015642765691166405,,-0.004998612111348777,0.01637662671359008,0.021750702633706043,,-0.01254610053970509,,,,0.04956077590963659,0.015414533502246641,,-0.007123659383996284,-0.0005484179705090853,,,,,
8,,,,,,,,,-0.33998416736800396,-0.08031897644357389,,,-0.0006252168029066141,-0.024699189579841407,,-0.026236024010624748,0.01806734927847531,0.011889296476933486,,-0.012292798815181888,,,,0.050521114790704535,-0.006766354769838223,,-0.013970334647166016,-0.00181348492099076,,,,,
9,,,,,,,,,,-0.09125219325098755,,,-0.04087308069652096,-0.03232957383743895,,-0.03453501752491417,0.006955796393459668,-0.01018778857643543,,-0.022793573046132082,,,,0.027742528961120394,0.015405609430165779,,-0.03456865449959601,-0.008312334685118605,,,,,
10,,,,,,,,,,-0.0631497366642968,,,-0.0733031682870009,-0.026268974241346,,-0.03776082389608226,-0.03364473085201469,-0.004484104958629054,,-0.01631614268843276,,,,0.011773604225965961,0.03846246490815841,,-0.01344527454048583,-0.01088938067570222,,,,,
11,,,,,,,,,,-0.09780593484302558,,,-0.07655898005757988,-0.04666491841640008,,-0.06297223334219537,-0.0193761647172761,0.0016698630505223022,,-0.05690141830454967,,,,0.030330474545511965,,,0.006474379318111012,0.010744329042007061,,,,,
12,,,,,,,,,,-0.08749613044945836,,,0.022813627769941114,,,,0.015981512618392646,0.032536812983693375,,,,,,0.009138087230771363,,,-0.000912430108480411,0.03500758049786956,,,,,
13,,,,,,,,,,-0.05263182106570041,,,-0.026506986562012447,,,,0.03823216610859692,0.018373626126671816,,,,,,0.03276816868358279,,,0.00014774128116812335,0.0771698451571936,,,,,
14,,,,,,,,,,-0.060767738574473595,,,-0.015230928443524583,,,,0.0786175003293792,0.017732138792287966,,,,,,0.028420927815107522,,,-0.012470244044974876,,,,,,
15,,,,,,,,,,-0.0881893551394961,,,-0.05815809738562061,,,,,0.005055081776164094,,,,,,0.014405787022876648,,,-0.012684213357136986,,,,,,
16,,,,,,,,,,-0.1156945617209606,,,-0.002016790371810462,,,,,0.030036039956338634,,,,,,0.03498483401104302,,,-0.012857940085431174,,,,,,
17,,,,,,,,,,-0.0706866922110565,,,0.013621895191355371,,,,,0.03905710897421999,,,,,,0.004695789087992619,,,-0.010121623193930063,,,,,,
18,,,,,,,,,,-0.0722405858471602,,,0.0009490466353505589,,,,,0.020885184913719268,,,,,,0.01326198673621315,,,-0.004257568952901636,,,,,,
19,,,,,,,,,,-0.09506943025641279,,,-0.011789140098513062,,,,,-0.013795319348397062,,,,,,0.034607742764187543,,,-0.014441821825103673,,,,,,
20,,,,,,,,,,,,,0.012025985882876622,,,,,-0.020709269207288994,,,,,,0.03979258687806575,,,-0.008897773544838117,,,,,,
21,,,,,,,,,,,,,0.03282012312319349,,,,,,,,,,,0.04210733447052828,,,-0.016190365180555943,,,,,,
