,2021-12-01,2022-01-01,2022-07-01,2022-09-01,2022-12-01,2023-01-01,2023-02-01
0,0.015840135805693656,-0.017689618888120595,-0.033344377417592774,-0.0605497776436944,-0.0006277045229978739,-0.015144322424780476,0.033208824200329445
1,0.10270796304187257,-0.021837903277986292,-0.014662671238019342,,0.004788817225261255,0.0053477174845708575,
2,,-0.03678135204552202,-0.03587152606375188,,0.028326592677428764,-0.012705080601251417,
3,,-0.058905081031106477,-0.04613200037030474,,-0.01207356460558806,-0.004789215594293239,
4,,-0.10262841567313918,-0.06513605191750393,,-0.018429236669072147,-0.006448052994678655,
5,,,,,-0.0032754923420625914,-0.010463761149700268,
6,,,,,0.010168226980087347,-0.028881352735517396,
7,,,,,-0.019254277685194054,-0.030788707900866186,
8,,,,,-0.03405833781277501,0.001448155047510724,
9,,,,,-0.019967322661480935,-0.028860978197296383,
10,,,,,-0.031322829843033695,-0.04671855676519421,
11,,,,,-0.0200458626851292,0.004468649028921412,
12,,,,,-0.025350679744593485,-0.004630616072460292,
13,,,,,0.007786163034603,-0.010941163703363621,
14,,,,,-0.019451215420524193,-0.028796514962258435,
15,,,,,-0.040794974782886406,-0.020504183307038737,
16,,,,,-0.01483816551934769,-0.02365898938230515,
17,,,,,-0.0048930040976955524,-0.03273134788638199,
18,,,,,-0.041162363529739565,-0.054988034540953024,
19,,,,,-0.009875615775690072,,
20,,,,,-0.019362926773648148,,
