,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-06-01,2015-08-01,2015-09-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-08-01,2016-11-01,2017-02-01,2017-03-01,2017-04-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-02-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-08-01,2021-09-01,2021-10-01,2021-12-01,2022-03-01,2022-04-01,2022-05-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01
0,-0.013722004703271784,-0.01964642341392686,0.008135253550395127,0.0452586777152002,0.008946513930937705,-0.05541934996920439,-0.004429063412197731,0.1116044384978303,-0.02153780797922833,0.0662016766828421,-0.016221389236681386,0.02830767919997379,0.07116662057969592,0.08635980213839756,0.0037339897313046766,-0.027762536602084942,-0.007241709528185369,-0.028054587379536366,-0.030988583740868325,-0.018831626561733206,-0.033901253286178434,-0.030463957842231215,0.021146499969084714,-0.013814636971734684,-0.008441837155497067,0.005703699296795595,-0.005962442415338609,-0.01212460064598675,-0.02121903498771771,0.07708031364789703,0.02968979823105622,-0.0005824458712946345,0.014028190225239046,0.05422393093541178,0.021370495028215197,-0.027179643344555027,-0.005655150920237717,-0.019298739134295362,0.01759443946205219,0.00791295624102395,-0.02655133838715873,-0.012687869029980536,-0.003683296320599827,0.002287927959351732,-0.016448888252248748,-0.01340807074823891,0.05472970015851519,-0.06832087602593773,0.053958046918590075,-0.0375353958862622,-0.05445072728374134,-0.017277332748797947,-0.011146391712659187,-0.017035682065636548,-0.004118377473818491,0.0029460248085524943,-0.011809046081948917,-0.021026663403605594,-0.015246105711911095,0.054835619143929204,-0.007987264157782503,0.09700759560902594,-0.004223108170851253,0.04514466163549735,0.012249111191536155,-0.012880344519967057,0.026366717191989686,0.002316208302025169,-0.007867076328493816,0.028850321977499038,-0.034454945176873086,0.012722155880012131,-0.022237419754442378,-0.04426853730189807,0.0053890173935783325,0.028735401005312466,-0.02737458826532657
1,-0.001555262379959288,-0.02220459562475119,-0.010454636419161556,0.04258655807511147,0.02578431883416954,-0.06139321010633991,-0.030637724550711454,,0.01321530819647121,0.10206970589071312,0.0010830957125279456,0.0016894623934756714,0.01733016817004307,0.061461858308647255,0.02876977714413753,-0.06251615460052062,0.0009296514748373674,-0.01934194197156902,-0.03906471121808908,-0.03259910472606675,-0.03560406891573842,-0.03426333272323845,0.0005664607145330625,-0.018501057198536452,-0.019469482914879377,0.027503572160543888,0.03875376247959239,-0.016550389153465295,,,0.008836617874297126,0.005098839853105552,-0.029900490561602266,,0.01979018096121732,-0.019315629136380297,-0.024365491265470496,,0.018054925319110238,0.024903104756526573,-0.018036661955356692,-0.04974777288813881,0.004575351300213137,0.013820419020719288,-0.025461842371132224,0.008905210282391662,,,0.05983895440735676,-0.016535303338653717,,-0.024802602722254097,-0.024446506954155955,-0.025569634823551013,0.0044385406927012205,-0.0009461333946058637,-0.020331339114370385,0.03732544452435027,-0.019899946840551852,,0.03852669784506757,,0.00803246907152766,0.0373884600892147,0.00023540162279789278,-0.02460834273899898,0.02791441346823209,-0.038016623486680556,-0.012447577270345622,,,0.026437209768340963,-0.02183641110763901,,-0.006987120081055731,,
2,-0.0050143010367018626,-0.028185231685954104,-0.0012184847287559641,0.0641360332713059,0.01586804020127608,-0.07450260810816789,-0.047258809477976005,,0.016238450937789306,,-0.005677044863750327,0.023151593423852423,-0.010426199054336838,0.0699451382153291,0.0692123290757356,,0.0062627973073727805,-0.0012144863766434533,,-0.02356296288874371,-0.016985967776270705,-0.04206987196508538,0.022335811429893743,,-0.017173146586812793,0.023960282391859877,-0.024493346348497536,-0.02943427921709918,,,0.025204519128335434,-0.011594907504854923,-0.028622606119571348,,0.010469141562737816,-0.03380604272927101,,,0.019041410552508742,,-0.02543623629803138,,-0.012172916484151197,,-0.02495095343491602,0.0024251261986163453,,,0.09574691055363926,-0.007547117765948852,,-0.012687813426139671,,0.006374478108426063,0.026322048785463625,0.01030314126057369,-0.015271794227614856,0.003433211035816619,0.06527232618962975,,,,-0.016763143933068658,0.05001719439918251,0.00570273717771852,-0.013553509259473462,0.03914904701517097,,-0.013980905995099935,,,-0.010230447640754647,-0.033623776429882346,,0.00915075678542554,,
3,0.01464324118765381,-0.016735756397386448,-0.04680843450923289,,-0.01969818328376438,,-0.053957172231561934,,0.009262779837435842,,0.03960443285345071,0.040161603181184335,0.007151543250133008,0.1053379220373234,0.01573301917298142,,-0.020557050723612358,0.007717454817574021,,-0.03340200668946025,-0.04066957265416571,-0.050001480914086516,-0.007229063439490452,,-0.02461713054303094,0.031284324759654814,-0.0503357000535638,-0.013601205925587445,,,0.01179133335992022,-0.043814224856548956,-0.0075556810807300145,,0.028141862694483155,-0.025410090065728808,,,0.009551446482132686,,-0.025759997659811074,,-0.009832296606842816,,-0.023115311447173024,-0.007315761464743664,,,,-0.001605107181219978,,-0.012140455488427904,,0.016268191959002865,,0.007934042875281488,-0.008740215894728655,0.022211835772411925,,,,,0.0015111131043819004,,-0.011076052212936949,-0.019862263117496337,,,-0.016666613574322753,,,-0.015051915522586334,-0.027827958215522974,,-0.001048254124302317,,
4,0.005737119248207412,0.02213525244739567,,,-0.045876455086302004,,-0.039084823902733934,,-0.028040611003448124,,,0.030969827612878476,-0.005762038932297431,0.11456927358624047,0.02883507281701747,,-0.00414463620475547,0.0253058778871893,,-0.056708552143196034,,-0.05523266236703295,-0.0028561900577563637,,,0.03410081660217146,,-0.01480603980554851,,,0.011439659782355394,,-0.026522803225148328,,0.03496321461433438,-0.016341171315616965,,,0.03661340304212368,,-0.011168439217634996,,-0.002346299685726305,,-0.02850159692658014,-0.029300617183360522,,,,-0.014151176620333605,,-0.015169577893046737,,0.029161194062518048,,-0.029165332785901776,-0.02207634197513434,0.006336380006926712,,,,,0.010554019418090421,,0.022870303191020458,-0.03388835936262585,,,-0.01630199366840035,,,-0.0059065161443885295,-0.044292183757566495,,0.023330338310287524,,
5,-0.033190964391098365,0.0123626090280744,,,-0.021696735659205046,,-0.039052755464136,,-0.04415750710621458,,,0.024394940917654484,-0.01509452792282695,,0.003555006268513461,,-0.0281721293475794,-0.017586917825203052,,,,,0.0007658290777965704,,,0.12986300043771926,,-0.018918510790223886,,,0.023133248932454498,,-0.038479531522905175,,0.033258298306718004,-0.023805321135420776,,,,,-0.009261742121432714,,-0.005042462801754466,,-0.024998372640880093,,,,,0.0134234140768964,,0.006424488903391423,,,,-0.004634517438084573,-0.023956596303505807,0.0009491508615084854,,,,,0.015225038706960792,,-0.0036338006917628896,-0.029319128715148246,,,-0.01576740217513173,,,-0.017894873036879755,,,0.028986172544591793,,
6,-0.04944862560923036,-0.018659106652661572,,,-0.035852142844038815,,-0.07302346774437474,,-0.018185852219503307,,,0.07051034942092627,0.00616971817874612,,0.054795515923494076,,-0.005727350930490704,0.009189815869130369,,,,,-0.0007204376818270297,,,,,-0.020386160600994074,,,0.01909144327225043,,-0.03440978728462096,,0.047214776125716895,-0.014056085675929975,,,,,-0.008142964344429737,,0.0025576003367867584,,-0.05660943560547302,,,,,0.014289192464715494,,-0.005622381752618089,,,,-0.01595691641780478,-0.03543090284464515,-0.0030688472460380645,,,,,0.023252521341955212,,-0.039930495232077146,-0.012404430769367647,,,-0.03365633597213469,,,-0.01003248643882726,,,,,
7,-0.06412384195939014,-0.02499472838325567,,,-0.04328436123964141,,,,-0.04071008089344219,,,0.07010613113208208,-0.01140894940669468,,0.041548213265002465,,-0.014999834960575109,0.007631265896410611,,,,,-0.002301676160392646,,,,,-0.019128487724940024,,,0.029036133993939117,,-0.030488732535194574,,0.03773484670288085,-0.022246960451415276,,,,,-0.02284021529308511,,0.00023186247096707024,,,,,,,0.01759018742653129,,-0.0020919807027132142,,,,-0.017563887754820706,-0.015130522398826542,-0.000982140144075494,,,,,0.04096662104024862,,-0.06449841689461477,-0.03450966277768447,,,,,,-0.02097387375069859,,,,,
8,,-0.03217449360078839,,,-0.061141858412187,,,,-0.041980361949533584,,,0.1933664692086008,-0.02622952449455651,,0.052730553791316526,,-0.0408593937224182,0.027026419477022667,,,,,0.007071261788558908,,,,,-0.02647364099407823,,,0.030375925648909785,,-0.012919215756795,,-0.000572017549020476,-0.02061016604220156,,,,,-0.007495033851326216,,0.0031567997409834847,,,,,,,0.01794259827993805,,0.00824190145558179,,,,-0.009096086621324273,0.021397705483029293,0.018203044858910555,,,,,,,,-0.02865803201640632,,,,,,0.03482049377216434,,,,,
9,,-0.02350466317481259,,,-0.06614927620238142,,,,-0.08358069409210023,,,,-0.07683556791638257,,0.040466002729189876,,,0.008112396903730668,,,,,-0.001645383121095828,,,,,-0.032713726237472596,,,0.0382565316664798,,0.0028922326552383026,,-0.005370816648654575,0.0022365553263705706,,,,,-0.029354313944313093,,-0.004316972597294022,,,,,,,-0.024332779240049063,,0.010556963661924601,,,,-0.005220728798886742,0.044655347627689156,0.01750759328663487,,,,,,,,-0.023043859150793378,,,,,,0.04821307248481732,,,,,
