,2021-11-01,2022-05-01,2022-12-01,2023-02-01,2023-03-01
0,-0.02701601373635487,0.05595947801806167,0.05862292139853398,-0.029067853688152567,-0.044144310361907024
1,0.005633863430783759,0.02842616108811713,0.04760885369870349,0.015149874965326937,-0.04763782823073193
2,0.10664721640775277,0.015841215357230265,0.029680987149490412,-0.0256764793163482,0.008577151098599245
3,0.11352228836592637,0.00673721301351371,0.014997511995073931,-0.07172142292252692,-0.027272500816938994
4,0.10764542726009818,0.002633922436336089,0.0029365644484998787,,-0.015699187918391644
5,0.11711445082309924,0.018806162260795567,0.01234461801405995,,-0.01184241629289673
6,0.10845768052091431,0.004277275769658306,0.03441002156599804,,-0.03513186687028336
7,0.11636338107332334,-0.0031238591266866678,-0.007570589811099926,,-0.049338019482664475
8,0.11940533221613592,-0.058553458751103626,-0.02202562905811256,,-0.08382253106354609
9,,0.0007615643583802623,-0.028298036612249722,,
10,,-0.035079431160038865,-0.02477538028743942,,
11,,0.011214904948175786,-0.04449429940007266,,
12,,-0.016024476022650447,-0.03960175096298857,,
13,,0.0021890616140733954,-0.03129331310686434,,
14,,0.04470568826325083,-0.009645108119536006,,
15,,0.04362642402733119,0.004318676305105185,,
16,,0.0573221975597602,-0.01999385923488639,,
17,,0.06671600339414052,-0.0023401220834681213,,
18,,0.06116386006736407,0.04228817766495252,,
19,,0.045128274390775935,0.012805085904675884,,
20,,0.031153811138223908,-0.006602840085438211,,
21,,0.06580665448117884,0.011522088515876105,,
22,,0.04362240014048124,0.01336838187242717,,
23,,0.08229190760199723,0.0017986775402881738,,
24,,0.1692887403731973,0.020793878368065566,,
25,,,0.011699713691857627,,
26,,,0.011324258869647053,,
27,,,0.0034250859679846313,,
28,,,0.02735616379762973,,
29,,,0.012660619804896078,,
30,,,-0.0016411891619948493,,
31,,,0.04320863492600935,,
32,,,0.0072571336998529246,,
33,,,0.019678683174262246,,
34,,,0.001617741310699361,,
35,,,0.011674324167464056,,
36,,,-0.020285819038498354,,
37,,,-0.061433826217114906,,
38,,,-0.045617207106034674,,
39,,,-0.013258300840003234,,
40,,,-0.00928771414290186,,
41,,,0.006560812936606264,,
42,,,-0.038275055633196886,,
