,2021-06-01,2021-08-01,2021-10-01,2021-12-01,2022-03-01,2022-05-01,2022-07-01,2022-09-01,2022-10-01,2023-03-01
0,-0.02183075029836745,-0.039362057267180894,-0.0157269682973753,0.024964333034422914,-0.025552329437117827,0.02346875735916809,-0.004934556782005384,-0.013483074391697158,0.056954155157893815,-0.047294718818519765
1,-0.039179589737468934,0.019971560941753452,0.012640312288922928,0.00809340950546611,-0.06395756105016792,0.00845836792957666,0.00965687160702533,0.004053514989101448,,
2,-0.032982125789057015,0.022146704014902152,0.05471014149934228,0.015699790423732374,-0.11693324678647521,0.021882856088873304,-0.0019208504891419231,0.006385957004757525,,
3,-0.030712166826359688,0.03550532250090699,,0.024860251179643633,,-0.010175347047176153,-0.03186226177236717,-0.028404830348549126,,
4,-0.01476892700215382,0.012577738752742817,,0.0132214568381821,,-0.014377633816319513,-0.03525444164159497,0.010206905023898205,,
5,-0.01634935191161535,0.016490077289730287,,0.026404263632895386,,-0.026339653346930447,-0.042480038166738954,0.046091305906724944,,
6,0.012314081831983792,0.038242013074965886,,-0.0004189718994820346,,-0.023116204293247122,-0.013836921564986504,,,
7,-0.015595219846210373,0.04073943132399682,,-0.0027192810058735972,,-0.04061243161682304,-0.016731240463911057,,,
8,-0.007108366553380208,0.07987578232290193,,-0.02667670436427816,,-0.05988018665345596,0.07725000656251568,,,
9,0.0017410280038712145,,,-0.012384075631199032,,,,,,
10,-0.006651520092728624,,,-0.010816417789849986,,,,,,
11,0.009725970992507715,,,-0.025469857885708436,,,,,,
12,-0.014688543669790999,,,-0.05549934368189202,,,,,,
13,-0.04016182194673812,,,-0.05916850133460949,,,,,,
14,-0.016451477371369094,,,-0.08668274308548662,,,,,,
15,-0.03441535025981368,,,,,,,,,
16,-0.04120555159231598,,,,,,,,,
17,-0.046345139850209716,,,,,,,,,
18,-0.03495194604735108,,,,,,,,,
19,-0.033068308538017455,,,,,,,,,
20,-0.048823367273318485,,,,,,,,,
21,-0.02768480046830213,,,,,,,,,
22,-0.055498699833785636,,,,,,,,,
23,-0.028088226786980197,,,,,,,,,
24,0.026781632410362022,,,,,,,,,
25,0.02270717551791579,,,,,,,,,
26,0.051941541213944564,,,,,,,,,
27,0.07481475950138394,,,,,,,,,
