,name,yieldRate,excessYieldRate,openingTimes,closingTimes,ATF,HTF,TF,slope,intercept,std
0,2002-06-01,-0.06988336,-0.016796570000000004,1,0,221.22,3682.24,3903.46,-0.41322266160786514,2.1816575220609282,0.03825153729829215
1,2002-07-01,0.01940827,0.11131152999999999,6,5,1141.74,12957.38,14099.12,0.4501446493101593,0.06874574034274517,0.043440390590712974
2,2002-08-01,0.03443638,0.05975606,4,3,1052.57,7327.48,8380.05,1.0651845584183692,-1.4218711976878895,0.03364002504450868
3,2002-09-01,-0.03440343,-0.02312604,3,2,758.86,5278.46,6037.32,0.4844475642149657,-0.034098363474134974,0.03681103962723514
4,2002-10-01,0.04735881,0.07454919,7,6,1338.92,15136.54,16475.46,-0.33620682554309544,1.868668992076409,0.02796539363259981
5,2002-11-01,0.02520853,-0.03975765999999999,4,3,832.31,7354.65,8186.96,-0.10783113186286035,1.3570970580120891,0.02172604956199535
6,2002-12-01,-0.00463858,0.00400579,1,0,368.16,1219.85,1588.01,0.8006182186252959,-0.6097414789159723,0.037791470156851886
7,2003-01-01,-0.07405082,-0.028480120000000005,2,1,368.12,5016.91,5385.03,0.7327363805993607,-0.4323377926991605,0.023629772715484568
8,2003-02-01,-0.00268768,3.430000000000013e-06,0,0,279.42,988.42,1267.84,1.0106995641592504,-1.073455854062694,0.031002480506909742
9,2003-03-01,-0.01407482,-0.0035121700000000002,1,0,198.11,3682.46,3880.57,0.38613558312548274,0.27478824617628717,0.02764423588384822
10,2003-04-01,-0.01934802,-0.01744708,1,0,367.52,2089.12,2456.64,0.298961855458039,0.4554477370788401,0.03803884419537428
11,2003-05-01,0.04124515,-0.0402697,1,0,368.21,1161.22,1529.43,0.9876697899825473,-0.938829678757779,0.06518566581270345
12,2003-07-01,0.01005253,0.0087017,1,0,366.47,3524.77,3891.24,0.02565595074151572,1.3085084450380426,0.08150439169504217
13,2003-08-01,0.05951994,0.03728621,3,2,775.74,4823.21,5598.95,2.0264858397876284,-2.764920696616908,0.048151409419470846
14,2003-11-01,0.1014645,0.04337884,3,2,467.14,7689.52,8156.66,0.17414040069818976,1.249241914478419,0.04006887742490768
15,2003-12-01,0.03463598,0.060753839999999996,1,0,367.25,2477.90,2845.15,0.34012443738986686,0.9239959160847944,0.028812694653741682
16,2004-01-01,-0.0043389,1.9400000000006218e-06,0,0,177.84,1985.58,2163.42,0.6275753741120371,0.3405184715852112,0.045645391789360765
17,2004-02-01,-0.04851592,0.03367661,6,5,1178.37,13063.57,14241.94,1.3640693543902125,-1.1627594918642599,0.07542009925493212
18,2004-03-01,-0.07539471,-0.07825058,1,0,298.39,3681.57,3979.96,2.212043611658152,-2.9665555933500123,0.09357005360527347
19,2004-04-01,-0.06022777,-0.015056229999999997,1,0,368.48,774.94,1143.42,2.3982514845506393,-3.440580267308925,0.08869204990910765
20,2004-05-01,0.08408039,0.055259060000000006,7,6,1489.72,14042.10,15531.82,-0.0768615238103103,1.5290749071696235,0.04882518402284221
21,2004-06-01,-0.01726087,-0.25703253,1,0,370.00,3664.57,4034.57,0.002904804158493507,1.3844211867465024,0.03687527351569908
22,2004-07-01,0.07986772,0.018260380000000007,1,0,367.53,2079.86,2447.39,0.520191204595344,0.4472805792026715,0.04165278365145822
23,2004-08-01,-0.099943,-0.05013331000000001,1,0,366.99,2835.20,3202.19,0.20782088536398446,1.0830071490591848,0.03714843565629688
24,2004-09-01,0.04187699,0.006131900000000003,1,0,366.90,2935.90,3302.80,0.18932010243733283,1.1449280899225538,0.023868037164150074
25,2004-10-01,-0.04630368,-0.0016192000000000012,1,0,12.62,3738.72,3751.34,0.01443313360696269,1.4995858048202901,0.013592184557916387
26,2004-12-01,0.04313196,-0.003572060000000002,2,1,383.85,3788.87,4172.72,0.0004392716018779552,1.4809432073523903,0.016183524428687725
27,2005-02-01,-0.01122469,0.020758739999999998,3,2,466.52,7551.05,8017.57,0.2668062927307684,1.0807149477322353,0.020533409369054335
28,2005-04-01,0.04424768,0.04781596,5,4,857.94,11298.06,12156.00,0.5375068464612388,0.6185222597525579,0.025419991000108687
29,2005-05-01,0.07065469,0.06844064000000001,6,5,1184.44,11010.78,12195.22,0.23242301904935192,1.0637867211237593,0.030073340155835005
30,2005-06-01,0.00307306,0.009863750000000001,2,1,366.76,6862.27,7229.03,0.17778442031629904,1.144442433511058,0.026944880646655733
31,2005-09-01,0.17388646,0.0946172,6,5,1510.50,12139.76,13650.26,1.2577723470161306,-0.908449758587951,0.05957904537275661
32,2005-11-01,0.03569191,0.001042460000000002,1,0,367.17,2578.32,2945.49,0.29557664923436366,0.5343387416607319,0.03720292449482523
33,2005-12-01,-0.0031523,2.2700000000003967e-06,0,0,250.79,1266.74,1517.53,1.539197542155758,-1.21683731334545,0.030276581574713766
34,2006-01-01,-0.22129148,-0.06041851000000001,9,8,1878.46,16491.88,18370.34,0.986595493399494,-0.3571285645509843,0.03819354289758424
35,2006-02-01,0.05625832,-0.009370370000000003,2,1,367.38,7256.70,7624.08,0.012840158426809634,1.2151860500023801,0.018654376246354566
36,2006-05-01,-0.02382551,-0.02766679,1,0,366.46,3556.75,3923.21,0.025330657420417513,1.0806592827240846,0.03549768425856786
37,2006-06-01,-0.05817147,-0.05316131,1,0,367.41,2266.75,2634.16,0.5007432892239589,0.40713109244374057,0.03413149741225139
38,2006-07-01,-0.00559725,4.040000000000293e-06,0,0,100.43,2741.28,2841.71,0.2387480978144077,0.8210883222890172,0.04078678072949442
