,2002-07-01,2002-08-01,2002-09-01,2002-10-01,2002-11-01,2002-12-01,2003-01-01,2003-02-01,2003-03-01,2003-04-01,2003-05-01,2003-06-01,2003-07-01,2003-08-01,2003-09-01,2003-10-01,2003-11-01,2003-12-01,2004-01-01,2004-02-01,2004-04-01,2004-06-01,2004-07-01,2004-08-01,2004-09-01,2004-10-01,2004-11-01,2005-01-01,2005-02-01,2005-04-01,2005-05-01,2005-06-01,2005-07-01,2005-08-01,2005-09-01,2005-10-01,2005-11-01,2005-12-01,2006-01-01,2006-02-01,2006-03-01,2006-05-01,2006-06-01,2006-07-01,2006-08-01,2006-09-01,2006-10-01,2006-11-01,2006-12-01,2007-01-01,2007-03-01,2007-04-01,2007-05-01,2007-06-01,2007-08-01,2007-09-01,2007-10-01,2007-11-01,2007-12-01,2008-01-01,2008-03-01,2008-04-01,2008-05-01,2008-06-01,2008-07-01,2008-08-01,2008-11-01,2009-01-01,2009-02-01,2009-03-01,2009-04-01,2009-05-01,2009-07-01,2009-08-01,2009-09-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-07-01,2012-08-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01
0,-0.039300421763672766,-0.11519861677355425,0.027173062358613942,0.04775150819022922,-0.028130230230772213,-0.002929481944353607,0.0011275180419785813,-0.005295415919335245,-0.07882400981511592,0.1204477058524479,0.09652979927351013,-0.0076038764570083295,0.019722892400970915,0.06454529522476393,0.2264447536547327,0.021057110781118493,0.11321377616193273,-0.11014089024049978,-0.047377846574134574,-0.06667883523638818,0.07441529155195381,0.04749061740220317,0.05220718878849151,0.024302575516287894,0.03257976768007684,0.00970867923846691,0.04539823213575278,0.0763660618523967,-0.015286390012504314,-0.021777112829172496,0.056164134099122076,-0.010888832975850748,-0.030566438406087415,-0.05900857100060397,0.05181299292378462,0.059832650957389766,0.12030427091758189,0.052150273380735135,-0.05572665320747083,-0.048432004158621034,-0.06049193853133972,0.006954328648209773,-0.020665202099526936,-0.05060666722048517,-0.13659929320686492,-0.05744115506976555,0.09811568798033088,0.03796477150307492,-0.012018213199245453,-0.03323206554840341,0.06568202157819975,0.11778376560332449,0.1043055822496254,-0.07852912157361164,-0.021137678740240418,0.05306800351599228,0.09440218177046855,-0.23608675298677007,0.005589264512990627,0.0211021082783871,0.04232398995888015,0.05638733827604692,-0.149289434110782,-0.10314799828441079,-0.030673388274989,-0.2469037275629924,0.08081778365123737,-0.04668762212437938,-0.03684327863467374,-0.053569708284384454,0.006304542735582119,0.01405849391524705,0.08727642110000411,0.034046346028342445,-0.001427944685241267,-0.0007124860946991218,-0.01863803452565893,-0.06341291821689632,-0.06986592535185121,-0.02193426391454789,0.00952683100776297,-0.04762063374488812,-0.025626404788598123,0.13691198868442456,0.13620206419801972,-0.11601419388819445,0.06681454616325233,-0.13617960826754638,0.02247680045190581,0.0346496852089917,0.04000878712702938,0.013567532527743564,-0.05661663825917418,0.013204668608306935,-0.23949419088404866,0.04521314042246605,0.05974496043141864,0.058598572920680936,0.06815766005452417,0.04115090236391783,-0.03896382429649625,-0.06844103910615207,-0.013913786692303143,-0.017308482884375254,0.04326915992165409,0.037463956985294644,0.10685066721251656,-0.00020813539444075602,-0.006727786213006848,-0.019854552704049233,0.0007678298368718472,0.060985495272300794,-0.008304145264576346,0.014270775736113794,-0.04496335662158746,0.08440255618378112,0.046583287302641996,0.06055894131166298,-0.07579741874579976,0.0018672510838476097,0.0397283193244109,0.022526331930295962,0.03311266448122829,0.0021415066035462837,0.0019691230111253955,0.0014790889149158826
1,-0.051397502137464635,,0.016497311268343973,0.08123434043575462,-0.02939478528819195,-0.014967480396454513,1.3000965354892369e-05,-0.018203875252474244,-0.059337480056506964,,0.09652979927351013,0.011085666749761192,-0.0076652104988217395,,,0.03515225295377822,0.2069813177558777,-0.1728637840172541,-0.015843690850889214,-0.06770685924140807,0.009343140137668904,0.058173627352022916,0.062406008668988044,0.005237166063318699,0.05374139882084125,0.0150427639169598,,0.1285267491832609,0.0006226516847706587,0.006909958845735641,0.05946258080340344,-0.027167800560611854,-0.0013263890044697968,-0.05613887722319866,0.04579170589970884,0.10732825871626395,,0.0737372428207736,-0.035657300625200006,-0.046167793361704734,,0.006286804018421965,-0.022932001972678084,-0.027231432430747264,,-0.06387172971713362,,0.0353440892256674,-0.012645535114020778,-0.035570015328846405,0.01948503773562421,0.14172682415242055,0.09198572061463207,-0.05911627519159607,-0.03135355924246541,-0.02563415489234755,0.010690213834611217,,-0.002244659582407555,-0.019233020759871877,0.03214049618528486,0.04810415436877602,,-0.10822385504932397,-0.03899866015425446,,0.07402803617020526,-0.11532500194942497,0.01219904458798693,0.010673669329283042,0.024063160191857502,-0.027435074231744183,0.048140253487811036,0.03128994526158946,0.006738368471734979,0.05401472849589237,-0.012558744313585835,-0.03855994212017144,-0.08320522397536667,-0.033081561359997735,-0.031575557388561215,-0.050592715901938146,-0.034864225691934925,,0.020099751282669054,-0.09458503307405941,,,-0.015466172348887586,-0.013581525730314903,0.004279066151880118,0.014748829993115775,-0.03982648521241505,-0.05475813862904255,,0.005036830322862507,0.08598302249965872,0.038369433680310094,0.10797928942406887,0.019740899374908416,0.016664922553917716,-0.12455456281345278,0.0005369789272428038,-0.027925643688437973,0.03134213282946585,0.015158736330261546,,-0.00716626575268009,0.04225848241836938,-0.018098463335944892,-0.042819790831424065,0.0884914738267607,0.01500693360387062,0.019458047456803795,-0.04464505181931833,,0.05954388407784611,0.07165728618864589,-0.058430216613100494,0.011111005166625054,0.08634525810941107,0.03774866141572342,0.03294519676023988,0.002711947704195361,0.0016676609177002089,0.0015460703945620047
2,-0.11208918884562369,,0.0044885464259045715,0.14119878580096035,-0.008740997453586585,0.02340712527868849,-0.04367715894909707,-0.015159600006033447,-0.04411775916745975,,0.1404081318742243,0.05392716793187047,-0.018316489544755954,,,0.02457563243765959,,,0.009445322870051953,-0.04499498296926552,0.06552339003161833,0.006688843343402029,0.04567470013171526,0.037009234998374274,0.06373293442690273,-0.0015838132018629048,,,-0.0027056565608870597,0.07466114376254118,0.06313692850721131,-0.02294030979584205,-0.009623308145309095,-0.05508609887730709,0.1535914472050901,0.1424975868536621,,0.04449862489360762,-0.03196499799780639,0.01080966487233892,,0.028291896329957655,-0.0006070662647443825,-0.03688908324272438,,-0.017631563055174215,,0.034541596203238656,-0.006763410843547701,-0.09042562214925959,0.03592833403342249,0.11679813950157825,0.11899827461809744,-0.10444409785151659,-0.006164193200523416,-0.0479390795289103,-0.00932809255630862,,-0.034988064791421865,-0.02595148093303279,0.05458198820119825,0.06280397278560551,,-0.05880682079063537,-0.06915666998867476,,0.05904538921869129,,0.04425880370645996,-0.02894591386702139,0.0023427460102507514,-0.030291759332126578,0.10758583046152759,0.039097689316798245,0.05805820634953024,,0.02254726734433743,-0.0006794516804426998,-0.11178737452661913,-0.02067927598926511,-0.06454822358087364,-0.07585819016950546,-0.04080888669478944,,0.06491724902436813,-0.0403972678364064,,,-0.032947886131563076,-0.011012546429316039,0.002410119522303411,0.0020438482577471717,-0.052723304481001376,-0.027101971005091485,,-0.026296820356510153,0.07621958322018596,0.0462604937162151,,-0.002824805436806077,-0.0413711575463771,-0.12765795935394264,0.07107778338637816,-0.026064313497674463,0.055799363378911226,0.026833875827625975,,-0.012183328074881317,0.032423816224205204,-0.09563211800707805,-0.06144055737641896,,-0.040787682315128526,0.041643886406012465,-0.0402466418660794,,0.05907971736261314,,-0.05879977356853361,0.023570669240196185,,0.02004549363118935,0.03317964371768989,0.0036507889748716993,0.001567153354421702,0.0017469879185945114
3,-0.008663604081946552,,0.004648834523112821,,0.007612431861437674,0.05694872242609328,-0.06933660268361758,-0.028042152698086742,-0.03937437473384922,,0.13287895267931082,0.04934688333888548,-0.00623489707346947,,,0.057268398440408985,,,-0.01932586992667562,-0.026855534704223305,0.08379867942666186,0.03937481855638025,0.029065653860115392,0.02724610348796963,0.061449562813855024,-0.004246819094596899,,,0.009153421303692288,,0.07362091394698478,-0.0008695791264858865,-0.012912052256473516,-0.04655135792640008,,,,0.05613769651569828,-0.03505494799754372,-0.003717448667730938,,0.020553251327858013,0.001200056035829955,-0.027457449859672516,,-0.023384667671712656,,0.05937969118683134,-0.027934577697096397,,0.15392268572436635,0.14110573217540856,0.12209649332723162,,-0.008481044056672271,-0.12314869898547487,0.07397885507355584,,-0.05897166566632934,-0.03129413892243993,0.006878110253052572,0.08739374520516524,,-0.029124691045744333,,,0.00769370141323078,,0.056436398002895016,-0.00014124489399569562,-0.028057499219181103,-0.03926046937030492,0.10867165509301446,0.04187910508640258,,,-0.00822725822190884,-0.015620010160382058,,-0.00829025645379744,,-0.05664176588379277,-0.007321514419135089,,0.06023639064455777,-0.05767505633424341,,,-0.02858867628105921,-0.05296856803448202,-0.0053152277580075236,-0.007780715303602692,-0.08288948253035522,0.0026575312855379174,,0.007001365027201167,0.0914047363775703,0.06859003120527318,,-0.035324266248577985,-0.049568836499655156,-0.11147648264377441,0.06775338262823338,-0.05219169904205756,,0.038960271437192884,,-0.011600093800065103,0.040451657554373854,,-0.0798269627268402,,-0.021525516302616787,0.0275789569386089,-0.025878232675169865,,0.032351466162947096,,-0.034872561967524474,0.022439109736183294,,0.0033310643791095718,0.031839205864090836,0.003952372289547701,0.0019691230111253955,0.0012446183985090897
4,0.03462258132967566,,-0.015119532394478385,,0.030384524198963758,0.03477912651935966,,-0.05714986654057297,-0.04065433446776445,,0.17379033686585288,0.010904972071275054,-0.008519814659610048,,,0.048633202000736064,,,-0.022352516907639064,-0.029056315392430032,0.10119869189422115,0.11222663876567285,0.04148334509106977,0.033659339521589615,0.07692697076063668,-0.008053064484200845,,,-0.03783183646469429,,,-0.003815942491910862,-0.02431658952166421,-0.05443515933377441,,,,0.058569896176952685,-0.027308063704468033,-0.03436226178001989,,0.04312528145975314,-0.00743365421983877,-0.04965153650799153,,0.0020170809843054194,,0.04800071096899777,-0.03345188378432218,,,0.12048285013196214,0.10705390357871737,,0.019105830025036408,,0.062359033667730435,,-0.064414144910866,-0.09058403316561159,-0.01066016506264661,,,-0.13115509081349597,,,0.04145077055327606,,0.07507689554041752,-0.007350709324523974,-0.01072922051633829,-0.06259664809233922,0.11119727336675456,0.03349656662338507,,,-0.01894120231796015,-0.0870009236521001,,-0.016991147680582408,,-0.11107725567129756,-0.014040018146600275,,0.09362229644147213,-0.06019593858617456,,,-0.018025484965328964,0.003169478284666294,-0.019624665908312577,0.006878753448586128,-0.14994086292142927,-0.004585003984351577,,0.054824087209619954,0.08764756818704278,,,-0.04503791859702755,-0.11249168437008006,-0.10647419845205075,0.06769535614039435,-0.03334336192210807,,0.015152969983775966,,0.00899722527841762,0.057402790934877546,,,,-0.06873055152857344,0.008596291448111248,-0.009483310285263169,,0.10309339940195067,,-0.02270332081638532,0.04049635884319863,,-0.033293523109158896,0.029623547646007165,0.0034496828907349952,0.0017681583802240386,0.0019143883575745146
5,0.06837628217962077,,-0.020873103395143477,,0.0663505840116132,0.005727621177604891,,-0.01858293830102342,-0.05055120119418499,,,0.005099175729601058,-0.021541214155656907,,,0.04315500328975708,,,-0.046499978964872346,-0.009404073260895096,0.19738906876469908,,0.04777514577723052,0.10008006027558847,0.06653321189817626,-0.016540810490636715,,,-0.05193023233621086,,,-0.011393352137059054,-0.018035098229029822,-0.05616635284311089,,,,0.04028848365279897,-0.03745056547609005,-0.003341145976752502,,0.016374573163894457,0.0037291093111474494,-0.016162253806381192,,0.0004020562925419746,,0.022546833522696763,-0.03163063713449543,,,0.11133091485611368,0.12693929612270127,,0.10261070117646254,,0.007886642304580915,,-0.060750717962765606,-0.09439488129732498,-0.0028597595183050273,,,-0.08036730682972815,,,0.03098878792152293,,,0.0041799566828149,0.002669313498475434,,0.07107443214327591,-0.007997132184675126,,,-0.028157850944496077,,,-0.021210050466285546,,,-0.013791917924062314,,0.12776524078688212,-0.07704886977966519,,,-0.013671210875020545,-0.025918861739099963,-0.026635868687614472,0.0004416126658668418,,-0.036423849422388965,,0.07388705171123044,0.08739177557896971,,,-0.02151827344962909,,-0.09372615129980266,0.1153618536840274,-0.03742817426622269,,0.03480973367950979,,-0.010466142029151637,,,,,-0.05564164028039509,0.0034784012604549552,-0.025173813568985404,,,,0.024830192901906745,0.03840996507979594,,0.007299566236421917,0.029186550815683887,0.002477099599514365,-7.590175576321911e-05,-0.002682549525323319
6,0.10281822543774144,,0.01723200101370348,,0.16270191282230662,0.029152765849060402,,-0.06477927700221597,-0.039113412666052755,,,-0.0369701851982529,-0.008551425168972004,,,0.05728438887645715,,,-0.037465611595150605,-0.04371413129884538,0.26548594894778166,,0.03780534645991451,,0.04977072827560122,-0.03525567539123364,,,-0.04060982041395356,,,-0.010556368576772446,-0.04280926451815764,-0.05601707844053705,,,,0.012305748821282714,-0.04227401651044704,0.010090096973073948,,0.014406324307849938,0.010175467035302144,-0.0409861436467051,,0.050084651780917255,,-0.0015867276678895315,-0.005633632385359522,,,0.11757062219265202,0.10631774451149258,,0.08849855075211455,,0.04788216613557572,,-0.05055665802381621,-0.10756263555592782,0.007790451407927945,,,-0.03579057111364348,,,-0.05871074687714728,,,0.008080089215646513,-0.03670470771353318,,0.05457630318848672,-0.02673154146949841,,,0.042449886949966986,,,0.008036323164044124,,,0.015102387412425977,,0.13803942582715578,-0.020498133824996767,,,-0.019806903662824782,-0.036477734151205254,-0.020075931761295296,-0.035131934584731406,,-0.05331788009685212,,0.07528392684172491,0.05287272747967098,,,-0.029359380587369532,,-0.09869576278649461,,-0.05507934022249372,,0.044894592206263406,,-0.009965736823790206,,,,,-0.061842879013150664,0.0030156622580241876,-0.030636733387822024,,,,0.048167845618574734,0.02778569655201818,,0.007575494910610825,0.030093946149406303,0.0004954709933034929,-0.0007473130875521594,
7,0.1620589633433056,,0.023984052528344457,,,0.026718327750784254,,-0.11252732045754144,-0.04806817894408266,,,0.029189782897974803,-0.062200432046794596,,,0.09406303351485557,,,-0.049304550155549576,-0.07654837471648579,,,0.029703433274083313,,0.07270145571116124,,,,-0.04641554859214747,,,-0.024387416564869202,-0.01011247652981806,-0.0648134730108394,,,,0.024660326216026263,-0.04220436892718993,0.022301980473694805,,-0.0029005675218580773,0.03792704257815538,-0.031034370316480646,,0.04379179519672105,,0.01779420625538558,-0.013298865732503051,,,0.04481005562355023,0.126562189045616,,0.04308745660761182,,0.007024561299008081,,-0.08058802377395186,-0.11859423516271383,-0.017001165638766025,,,-0.036388199590030146,,,0.02595383807523932,,,-0.05439553084401849,-0.07477508987005144,,0.049525824033118004,0.0008241620798595806,,,0.027102669303563864,,,-0.0095551350594556,,,0.007571560591676629,,0.1310787041045165,-0.02668430701927571,,,-0.011927278047335399,-0.025425055064483892,-0.044966483399731194,-0.0533225879382484,,-0.12219029243207924,,0.004085616063802533,0.046951401525719305,,,0.007184164514602465,,-0.09289907899604266,,-0.06100316633093472,,0.06252360705040472,,0.03865054422501757,,,,,-0.05312934361526711,-0.001708091780885157,-0.03195749454287877,,,,0.014541967126878885,0.008278400163084731,,0.014116417552689331,0.03022830508951646,0.0009324384461816271,-0.0008144790210158348,
8,,,0.027241338382352986,,,0.018519460699335022,,,-0.006295187119264051,,,0.04373553789146234,-0.09607110188329948,,,0.1378549111320191,,,-0.08302099096094828,-0.06691280638961117,,,0.05813089587127018,,0.06177709578441157,,,,-0.04683630739028116,,,0.040597580395029476,-0.003957847661656522,,,,,0.00026901300806708717,-0.017747048756688977,0.03335144210083929,,0.008240865489803184,0.10592123483121962,-0.02775640500761905,,-0.008139007851368785,,0.013058095049125196,0.031112642239758403,,,0.11152692133407882,0.1025583563042999,,0.11610920253236245,,-0.004926155371241858,,-0.10494403867474983,-0.12054499978261357,-0.03682176478013016,,,0.016530061291123666,,,-0.08280568244798436,,,-0.029941759542674973,,,0.05199134595351507,-0.014378010810672137,,,0.009981645584546062,,,-0.0029237649703020008,,,0.01811479037696806,,0.06320646741333746,-0.029366456451070944,,,-0.026729363872327383,-0.051667030896000776,-0.0789596109976487,-0.0724004427222833,,,,-0.09569202472391725,0.018904253577609165,,,-0.044671435926933345,,-0.07603740194795439,,-0.0475623507922972,,,,-0.015051255529331176,,,,,-0.04314280158016626,0.008387055785221698,-0.02217626012255358,,,,0.00027265415159921647,-0.0053984146453592285,,-0.006506820996044604,0.03002675990912307,0.0011676495492299876,-0.0005794179880156403,
9,,,0.03641704797872214,,,-0.00307324399858655,,,0.04493573746565113,,,0.014452293708663522,,,,,,,-0.1592968418295082,-0.07294574720768043,,,0.05657979924695067,,0.06132515633626409,,,,-0.06292724831898183,,,0.027701272351652984,-0.05421810564972551,,,,,-0.1165896303161798,-0.03439585158659153,0.030660752591312956,,0.06549762093327838,,-0.013704101890050495,,-0.015575591572159153,,0.02411244479476843,0.021803917981039422,,,0.08796423438419931,0.0814969039383834,,0.062041804755364804,,-0.05261463757048657,,-0.14547127812254806,-0.10961043483628718,-0.03934198033226416,,,0.036497867393736394,,,-0.05257386998850322,,,-0.026573410187430646,,,-0.011652830860918284,-0.007218198277133103,,,0.03233730615294228,,,-0.036648978377531005,,,0.010098155884048943,,0.05160668077373742,0.01692979090203295,,,0.006314501025031172,-0.06430403152061315,-0.08585457181941702,-0.0913903817372328,,,,-0.06311483309210963,0.09708959000645301,,,-0.05064054945384466,,-0.005846414760243945,,-0.0418010172786516,,,,-0.03621485375864619,,,,,-0.047531364619894934,0.008219635727907848,-0.01824659404512985,,,,0.0017649756113096715,0.0029162554081682557,,0.00033111250879080956,0.030597699119607746,0.0012684373741461696,-0.0003444121957199009,
