,2014-05-01,2014-09-01,2014-10-01,2014-12-01,2015-03-01,2015-11-01,2015-12-01,2016-03-01,2016-05-01,2016-06-01,2016-07-01
0,-0.019446184752796025,-0.0019483598463043705,0.006266634146712136,-0.04038014822024605,0.02359049319860773,0.01108111104248799,0.017757880986429164,0.016096596830844412,-0.007175920886712817,0.019221960693025508,0.03949330081490121
1,-0.0029378195694982345,-0.03184517410595422,0.007990671099616264,-0.017290387265056828,-0.012967497940655992,0.002633285429151311,0.023952448848559627,0.0005483763052929191,-0.024763578705301992,-0.004186079110545471,0.07923351904713138
2,0.003781258316253755,-0.01238298196150156,-0.0036144380765152917,-0.030228791407710065,-0.01939431845452999,0.024933192642147883,0.02258615145485221,-0.0041152110604678604,-0.021689775246838128,0.007303175049826471,
3,0.02450006349988998,0.006806530291012969,-0.03490478366056671,-0.02796480440348359,0.09595186270708966,0.011573574390645547,0.03478211927679142,-0.006286409703326168,-0.026435198920155667,-0.0019402828991577081,
4,0.07203233516363028,-0.004003674344128516,-0.0426815547125039,-0.012290816081457545,,-0.0019520140919326856,0.04500369097470891,-0.030001940963126028,-0.01836335904731312,0.01085001519894746,
5,,0.007161698817960804,-0.06616718263468524,0.024258298881231544,,-0.012530938346248632,0.026407122215036605,,-0.013705772805032712,0.017400633873942972,
6,,0.0039849045980435704,,0.00870269184574568,,-0.022098907418956593,-0.031468270137445575,,-0.0623506019937774,0.02386154077109781,
7,,0.01495943085081386,,0.008112627586038035,,-0.0049600983546902455,0.013494471336735092,,,0.030289746015588648,
8,,0.08497147663102789,,0.0002490879458744155,,-0.01860367254092532,0.031824173944936085,,,0.051482401420416046,
9,,,,-0.0041873587636728216,,-0.021307855110177965,0.008046905159613704,,,,
10,,,,0.008075052546414274,,-0.07843551283173333,0.011319971263538786,,,,
11,,,,-0.010659412859142736,,,0.017989308082894784,,,,
12,,,,-0.028624493327320866,,,-0.0019897749741035753,,,,
13,,,,-0.05714143501328628,,,0.042064535853621354,,,,
14,,,,,,,-0.03463235263642872,,,,
15,,,,,,,0.0004961310282722842,,,,
16,,,,,,,0.01833250083225213,,,,
17,,,,,,,0.08718065295906907,,,,
