,2002-05-01,2002-06-01,2002-07-01,2002-08-01,2002-09-01,2002-10-01,2002-11-01,2002-12-01,2003-02-01,2003-03-01,2003-05-01,2003-06-01,2003-07-01,2003-08-01,2003-09-01,2003-10-01,2003-11-01,2003-12-01,2004-01-01,2004-02-01,2004-03-01,2004-04-01,2004-05-01,2004-06-01,2004-07-01,2004-08-01,2004-09-01,2004-10-01,2004-11-01,2004-12-01,2005-01-01,2005-02-01,2005-03-01,2005-05-01,2005-07-01,2005-08-01,2005-10-01,2005-11-01,2005-12-01,2006-02-01,2006-03-01,2006-06-01,2006-07-01,2006-08-01,2006-09-01,2006-10-01,2006-11-01,2006-12-01,2007-01-01,2007-02-01,2007-03-01,2007-05-01,2007-07-01,2007-08-01,2007-09-01,2007-11-01,2007-12-01,2008-01-01,2008-04-01,2008-05-01,2008-07-01,2008-08-01,2008-09-01,2008-10-01,2008-11-01,2008-12-01,2009-02-01,2009-03-01,2009-04-01,2009-06-01,2009-07-01,2009-08-01,2009-09-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-09-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-08-01,2012-09-01,2012-12-01,2013-01-01,2013-03-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2014-01-01,2014-04-01,2014-05-01,2014-07-01,2014-08-01,2014-10-01,2014-11-01,2014-12-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-03-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01
0,-0.016294494973967177,-0.013283461335711899,0.004760559979963386,0.01762152314571086,-0.06988222167942193,0.029907799630423337,0.07004029412808399,-0.019670498331063935,0.001170380804019211,-0.019961814976854342,0.16100669513241028,0.0378681870693891,0.11737608828207158,0.02952445927575198,0.13501402809276253,0.00048136888988037363,0.08014076844335016,0.021060748570705546,-0.11592485732658897,0.020868149060272956,-0.0599855284857882,-0.028403600299153453,0.06444419673401747,-0.02148877495166379,0.030917975884311888,0.009976769018330112,0.0697818277665937,-0.0049310318655120255,0.04581675298664112,0.03257532518454265,0.02325718465118043,0.0579366083754298,-0.007482119333624526,-0.04667256247804005,-0.003035769453287207,-0.05773423501728181,0.05336700352253687,-0.03964106909612308,0.027336218245254784,-0.019087873721511883,0.032668442058664926,-0.011540135773481452,0.05368916072633967,-0.05376824792890611,0.03532830040311152,-0.003182352730207949,-0.020924237370198773,0.01398524708998461,0.0025003068579363408,-0.02032139536971833,0.004287681179858227,0.022852969008923196,-0.04187991076710551,0.10090472782631377,0.3317932592117874,0.12463087016403795,-0.084509960351284,-0.04963043440297499,-0.030956241582961397,0.07153034352712861,0.10896905435857906,0.09087027538910553,-0.16487782571570087,0.32465972300354107,0.03918316673616007,0.2477269564072787,-0.03152811773521269,-0.010564917742357238,0.07870336580045567,0.012622351327968406,-0.020764791651076475,0.04560295577274176,0.011271124507145736,-0.06735728357011972,0.003766504709106222,0.021040352441941135,-0.01811117799238232,-0.03438576206326127,0.040614643091410496,0.020001980034151767,-0.05793602347983784,0.02886345574754312,0.05878919791574466,-0.03911826532498902,-0.02386598143004881,0.020494953587054,-0.033659798692438514,-0.008663553656722167,0.018109417251731763,-0.016467135096987384,0.07085797117058057,-0.034252952972310347,0.04048439293300854,-0.041698542372732295,-0.042102248630400574,0.11441527301339383,-0.030813832394542384,0.021925815509453273,-0.0024239848074043557,0.005296091835847783,0.06251766952225912,0.014861296093322096,-0.009054292271688524,0.004022780546819815,-0.03235715224641833,-0.028260304523621604,0.01376886893127921,-0.040856188722601106,-0.0036188064108824136,0.0041783174816047985,-0.03502527778101028,-0.0013631268205132052,0.03791102615660025,-0.03673868156123605,0.02470829166355748,-0.05485557404643604,0.0018653658213949598,0.007551790566816541,0.06175612712147993,-0.0015333223151841047,-0.006558262605085297,-0.061287687845839045,0.017895322881127607,-0.025765894163592873,0.015456536885318561,-0.05127580645627683,0.01434388897971206,-0.036736245061958606,0.035777047699614206,0.0022883043830733973,-0.01332503229359272,0.0012481083835846896,0.02097052376725106
1,-0.06345743200451803,-0.01195302239881435,-0.014517319436946785,0.01769814269139447,,0.07635549774817862,,-0.00052559494343829,0.03097000529917948,-0.03480903074508035,,0.0018096822117434908,0.20070353683331899,0.029903740425804237,,-0.04146461184490602,0.13947369283589306,0.04686993886873907,,0.068464135406416,-0.03738727118701202,-0.07815318836659269,0.03609813387249616,0.035717719139800486,0.012947486170787226,0.04136814821579393,,0.01382117080512879,0.06703740979287875,0.015514460053639878,0.003344987219163098,0.09199314457614571,-0.012485219810851378,-0.057668198771707674,0.012489443395850897,-0.03919357082269803,0.04033599286232348,,,-0.0010803482492816041,0.050378708228679514,-0.029737306437767064,,,0.04682055677090613,0.02068290710123888,0.015321721804410826,-0.000944646844057262,-0.027347495768343277,-0.007387347005671785,-0.0032727808024959337,0.05415048439034864,-0.03445752809060432,0.06422534537323599,,,-0.07449006440508876,0.04052401031684694,-0.013887549668684773,0.07518097941122548,,0.11471822903307416,-0.10133838370269599,,0.049028833459254684,,-0.13484852729055152,-0.016641826595253928,,-0.05577023801021319,-0.04223714718248672,9.976161378211224e-05,0.0041915879620535446,,0.018465279926501488,0.03961865443036405,0.04414076668246253,-0.06945267187226101,0.040949960855522605,-0.0172124299635521,,-0.0004618643986176174,,-0.044866968898786996,-0.06153809265315924,0.021982391324746775,-0.07329935202339177,-0.0032611716609816654,0.023648427065469324,0.005305329879670584,0.01516133744221726,-0.03809336999154578,0.049756575863630914,-0.02717384869618744,-0.061456178596355215,,-0.037503741390984224,0.0384168615212932,0.024216569750039385,0.014211074958693892,0.0489890724163784,0.003871197971773821,-0.03922658939074086,0.020385908228830463,-0.06392944849169901,-0.018038105366318113,0.03692328749838186,-0.02159509695639339,-0.009504434867824152,-0.0010787498364026593,-0.03443316152963982,0.03308513380945666,0.035860707211863296,-0.06655719084932388,0.0011390073060724148,-0.08492641685009361,0.02240084421981159,0.015771468041354764,0.05863039135160708,-0.01126407840982524,0.007070222180464825,-0.0721774025284907,0.034719674239315435,0.0002316890123097437,0.01717658379717668,-0.04227972369266597,0.026315166121614997,-0.01973698634047283,0.09461107463216623,-0.006942430271171224,0.007689621016385484,-0.014207689272510704,0.016282282248684776
2,,0.006240167909167593,-0.09369801205133976,-0.037697005619222956,,0.10591861835415628,,0.024454793168530387,0.008270489219807886,-0.02007221462368758,,0.057422434677884104,,-0.01970931068546733,,-0.06357711516929765,,0.016898146326347386,,0.10244733632699093,-0.01940941700750831,-0.04570236605321809,0.14518701240202825,0.08857043404518128,-0.0734082691206226,0.014656703408224336,,0.016681171555211094,0.0714807595269642,0.008103331878794862,-0.009726459085668271,,0.020648487929771475,-0.06252084046280534,0.05518349341686757,-0.025601312625075368,0.04762869026098815,,,0.06354527042852443,0.042658871221371575,-0.019757914666178156,,,,-0.005193011921746482,-0.04724211217471619,-0.015452164998809081,0.0037503171551340753,-0.0038170036774047844,0.0279860598678785,0.11464123683229488,-0.09344966040011249,0.0417443406002429,,,-0.08218371436772642,-0.05876242358871986,0.01887909573780222,0.012452490544046402,,0.022590750378534086,-0.12106605437101425,,0.05852056098832936,,-0.029307895432249875,-0.01157311947100581,,-0.03257092355752711,-0.039795266075033364,-0.011008912929785009,-0.024374449675145238,,0.03179645394798625,0.07324004456849398,0.0479792426145878,,0.021118124127437632,0.014329640224374884,,-0.06519281632599183,,-0.07032664770850666,,0.03554565375491903,,-0.019648097581269452,0.02184708843344807,0.024546715378876982,0.10754207101262736,-0.08544543057800791,0.00462654918670502,-0.04386313535137676,-0.07957305979087881,,-0.035554312530816645,0.11544130559986687,0.04907364829423222,0.016475741229301066,0.03516821425659655,0.02242707115726894,-0.048178274057701476,0.025582043301909607,-0.07249354094380855,-0.023098450146956218,-0.0072184167773400865,-0.001031844245148017,0.0003305285159433957,-0.027900418161569407,-0.047298420354152215,0.061215397507424996,0.0540605184492442,,0.015005712191226372,,0.019313988167492857,0.026238307179798692,0.09954285466072443,0.006917826496124269,-0.03346695534679989,-0.10785280913214867,0.03907886884874445,-0.013124067478920587,0.022926033869047346,-0.11218283166144793,0.04714693207213094,0.026164831775090214,,0.007302032352243609,0.02474789954406642,-0.02353824591356113,0.03786720185366188
3,,0.021542015258864566,,0.0031441505971918637,,0.16798647735040007,,0.04907392378943737,-0.021662681732101063,-0.03559572412151635,,0.061433900102096484,,-0.00039025208216081353,,-0.10042559556393593,,-0.037810325116719626,,0.12738906800930844,0.008200113815246768,-0.0854514496270995,,0.11207299137612725,-0.05257521121251929,-0.009736993917945913,,0.039896176711118114,0.06709947116966464,-0.0051584307495384785,-0.0003367137681964394,,0.03372752816456215,-0.05651751344994879,,-0.03307432526910348,0.06357150324805239,,,0.07129021496513088,0.044599351528287645,-0.03781134515723794,,,,0.001031446264079694,,-0.055778673306696724,-0.0256807178531977,-0.05509500997984773,0.06098617753652413,,,0.03653897813858298,,,-0.07198596790997946,-0.11008809003903997,0.02657107738582143,0.053281662887533,,0.01801683338381599,0.0329150449823703,,0.08573046157358066,,0.0030447357435812172,0.050504547640380704,,-0.028497599609194957,0.012723936473280961,0.010385931687202143,-0.03395178848772895,,0.006722219892663084,,0.04052347980231513,,0.021630155294050546,0.04323803918368441,,-0.03686851429954707,,,,0.014418929740339426,,-0.03414704936998053,0.026190582021194064,0.014047959585870462,0.04750668410000358,,-0.018425224786964733,-0.028940180947538252,,,-0.06242367196343368,,0.053188340858033145,0.022735481063185903,0.05683963105533252,0.016687723535255827,,0.005873264780553278,,-0.0228385801145925,0.0034044687265711304,0.012795383223376255,-0.0011039804074419735,-0.021278531637636933,-0.0723881718840198,0.034171350650868515,,,0.03291777255446027,,0.03652370515582204,0.019518866929699508,,-0.009654145618604337,,-0.16092727628913894,0.021761565652363757,-0.018006845349557876,0.054223698533584,-0.09221600776051542,,0.0051131842668179495,,0.00968115181132681,0.048147209391944834,-0.020720187249117616,
4,,0.030101994862021808,,0.017217211736104465,,,,,-0.10927233316804663,-0.05868379707770055,,0.09722346735156395,,-0.00039025208216081353,,,,-0.09973480283150589,,0.1005588791316872,0.03368528005386229,-0.08054713800120528,,,-0.06109521657793282,0.014608672558003022,,0.03126572198084254,0.03204959500480409,-0.0016480230216253666,0.02967465584353013,,0.024600841097297765,-0.02844491224962606,,-0.03425628658280977,0.06523499857913673,,,,0.04218966613829345,-0.02724237840387822,,,,-0.01196984863589634,,,0.0031053654470520886,-0.04530944440057372,,,,0.03064499244574459,,,-0.08463945123189998,,0.03592580593895267,0.0033661432299356697,,-0.028389883151030304,0.09145229567396385,,0.032218920926923134,,-0.06564879081542552,0.06505045631014594,,-0.040601154407163165,0.026052138516242884,0.040408597581749195,-0.0076928425038409465,,-0.004454455199874197,,0.02819025774669509,,-0.03331606938349596,0.05480884901599703,,-0.039750370309382,,,,0.041322850175741,,,-0.02338124091876148,0.020129717546316872,0.006871068010553927,,-0.0032726563470246717,0.011466180467794018,,,,,0.05733342073649972,0.04320756035541695,0.09926647857847892,0.028747949508383996,,0.014388535934270141,,-0.01498456734563236,0.007079989565309364,-0.015998329691264246,0.0027784741196321683,0.004478910394399849,-0.07426858213305398,0.056001174178706314,,,0.010274065709497515,,0.05171726456816472,0.00047227666293170323,,0.0064767857845324794,,,-0.07170841355837787,-0.012384693687971904,0.021784766065731542,-0.11131501832658897,,0.04589060578808346,,0.025608240235811014,0.072250949141893,-0.0034888953693550384,
5,,-0.004275714707430489,,0.026417615592071897,,,,,,-0.04588122708442599,,,,-0.03953082934407526,,,,,,0.0883369942740187,0.043261953954492505,-0.15209367475953028,,,-0.07781860198696644,0.02014644695640766,,0.0659106007955812,-0.015794704211429922,0.020395835124437545,0.014722735008046994,,0.031216868806376086,-0.009990783746951809,,-0.035322962831467075,0.07193456499883899,,,,0.02371429475774689,-0.018393216760614894,,,,0.008194451499222932,,,0.009446715578337539,-0.06798111110899718,,,,0.027033000825444242,,,-0.12605814989896613,,0.04736516155478787,-0.037777125769726805,,-0.030649518137598086,0.08516323405500481,,0.08705302623121558,,-0.07588011249521065,0.1259455858761256,,-0.05109929187005502,0.07362452793081342,0.05670425984893379,0.004206651706119446,,0.002232180643380044,,0.017152702751388083,,-0.03387212690070296,0.06295947762830156,,-0.05202995089914264,,,,,,,-0.07570103196761568,-0.020310088788571434,0.004128368315134523,,0.07615579020122087,0.023060112491522844,,,,,,0.028067891486757812,0.07992886528517129,-0.0034742484699865628,,0.006405916735543915,,-0.04795792837977997,-0.010898843870121355,-0.05773294805177409,-0.004841486238602144,0.017299975867899553,-0.06828428784658924,0.0667608858951021,,,0.017166400709928364,,0.03328578190915166,0.01806010318949469,,0.013054445753768018,,,,0.005699150384352425,0.03891027719001228,-0.23706995057759972,,,,0.02956111702517719,,-0.008343503984812983,
6,,0.0222184628731934,,0.029682698677038877,,,,,,-0.1462771525330111,,,,-0.019036993465091356,,,,,,0.09066321974808328,-0.020166043454748372,,,,-0.08788982440444948,0.03466478256538719,,0.03804469248465203,-0.06492629388185267,0.013856030604982195,0.0026311685444262434,,0.0470644625992489,-0.09167923206241632,,-0.033977911671870586,0.04823848711405998,,,,-0.013967980691477422,-0.007059390474954519,,,,0.0014779023550350878,,,0.06065840745042994,,,,,0.07134795928327975,,,-0.05987807743915319,,0.08240193692174413,-0.05458620819657778,,-0.032703728683756594,0.16242226215626498,,0.11737295832558481,,-0.06564167901862383,,,-0.05392195690696955,0.06223265957953705,0.05990878143163281,-0.009309163463267822,,0.006033837957571286,,-0.02559870655351343,,-0.028610799744262394,0.04131445420025193,,-0.09786909666074362,,,,,,,,-0.026602014477643987,0.011433812912716945,,,0.05632440610747658,,,,,,0.07352301949799922,0.07501320069835415,-0.007903939666811244,,0.02436774764568428,,-0.01756140244435045,-0.023321128305601346,,-0.0019105206535185992,0.007551734733447502,-0.06632597908461046,,,,7.483059225155131e-05,,0.041590946620462255,0.01535271581273423,,0.010143763146758022,,,,-0.02039696222855114,0.06723810441195499,,,,,0.003960203765292519,,-0.00598168582211045,
7,,-0.004958843742013164,,0.05056485582436809,,,,,,,,,,-0.13778578400480335,,,,,,0.07988398620366272,-0.0906863341094375,,,,,0.02158747938288741,,0.0728883790514907,-0.056569013422978376,0.02501664655648761,0.034649765966001,,,,,-0.03711631449699948,0.07162172009255907,,,,0.022724282881970703,-0.005673995771069862,,,,-0.01429749087869503,,,0.050754121274047215,,,,,0.07880741427135574,,,-0.08672375887922446,,,-0.05035300599600179,,-0.14352429643280828,0.0375907884109008,,0.2074471927081848,,-0.03604816894414298,,,-0.06934276656613658,0.04087369533342722,0.04640107714100439,-0.014072472548620985,,-0.004226056816485357,,0.003948814045497129,,-0.08279526637116774,0.02288628361670275,,,,,,,,,,-0.10805395674488105,0.14544734562115025,,,0.04723616510168771,,,,,,,0.10323918693471534,-0.05033971578638363,,0.02487186699045818,,-0.017647132564212686,-0.08704820573451183,,-0.0007495396262702236,-0.011265121776627085,-0.06821679552381554,,,,0.022167351424552173,,0.002500153643104408,-0.046197764239114925,,-0.025593424745365967,,,,-0.0362137899495657,0.04307943507639944,,,,,-0.017690211290899288,,-0.0056186084470846165,
8,,0.0028507642622904728,,0.053555249916513725,,,,,,,,,,,,,,,,0.004255732878742313,,,,,,0.04413188216041708,,0.10824447563116246,-0.034166546331444225,0.035106658913416355,0.046848853857190065,,,,,-0.0184980616330801,0.07041719220140896,,,,0.007904394811378612,-0.018198633487843896,,,,-0.009165361902843117,,,0.04688372052419876,,,,,0.09752471785812711,,,-0.10252123763047116,,,-0.06521599560033442,,-0.15849620304422096,-0.0022887730958829344,,,,-0.06095135816580788,,,-0.07423087991595345,0.10234720436311306,0.04516582467612751,-0.020798386484870868,,-0.01659819966521381,,0.003145248597431982,,,0.05814309850743493,,,,,,,,,,,0.12499796774726768,,,0.025491997224955654,,,,,,,0.11464518764827525,,,0.020897368094902724,,-0.013853472553810864,,,-0.009592574673030096,-0.013292063198307558,-0.05513032774804616,,,,0.0003108384248471374,,-0.03334067096809745,-0.05043250202656835,,-0.0063379695412568715,,,,,0.005522055538585535,,,,,0.0017428531260933744,,0.002350234228368775,
9,,0.0014706889182392047,,0.04006096621306221,,,,,,,,,,,,,,,,-0.057358058507240794,,,,,,0.05051143516537748,,,-0.03235228110344979,0.049347672150076294,0.03980425874472027,,,,,-0.04686740573189274,0.032967192875604345,,,,0.0249382687607691,-0.048754585436292075,,,,0.015634623398703695,,,-0.010536287946803835,,,,,0.054098108411102075,,,-0.10142699801186517,,,-0.061148460825094286,,,-0.07709811365311658,,,,-0.052472112786320135,,,-0.07072658346830796,,0.022817165044915155,-0.00757562998785688,,0.046229751142114583,,0.008186865340028382,,,0.05302203463212951,,,,,,,,,,,0.16972787567658543,,,-0.013693119316378954,,,,,,,,,,0.024164407662417453,,-0.0214258135815224,,,-0.018726668799205815,-0.03251097470468722,-0.06540850433318934,,,,-0.026487650477405644,,-0.08085315285117423,,,0.008478075728310497,,,,,0.03834162561218979,,,,,-0.024464672961512418,,-0.0018680984170365011,
