,2007-10-01,2008-01-01,2008-02-01,2008-05-01,2009-02-01,2009-04-01,2009-10-01,2009-12-01,2010-01-01,2010-09-01,2011-02-01,2011-06-01,2012-03-01,2012-06-01,2012-09-01,2012-10-01,2013-08-01,2013-11-01
0,-0.007292770121061443,0.028798005760342082,-0.01869328006177673,0.02769718219376127,-0.07367774275915484,0.03794499138347662,0.003361828630275454,0.0017780936217786092,-0.014403252420651047,0.13490788608295112,0.021827608698690604,0.04803334979457663,-0.015046429921311777,0.06036922820637436,-0.023550523987614813,0.023450920106802275,0.010836533180874852,0.014498011214053808
1,-0.02546132962919989,0.030862577372176236,0.01265891112376849,0.04474703379853917,,0.04802230857007528,0.022993009482175086,0.020720727982902698,0.02330326271832711,,0.01099845037872571,0.055296671446225965,-0.022039798995627802,0.09675524755574783,-0.00020252469003212425,0.024791609746613208,0.01819066632002997,-0.032962095606441366
2,-0.034259754589323066,-0.04116749948080001,-0.04918420403941459,0.022885787477475716,,0.08513432703870283,0.011938568275860817,0.04072672469542393,0.00998268071283509,,-0.012623848214444067,0.06302281395313036,-0.028633327537406217,,-0.0090714279037587,0.02822955763565682,0.01607646624211423,-0.05277610626912965
3,-0.0468371707229287,-0.03475327493553948,,-0.016561852555869283,,,0.008690762347910663,,-0.002791480895069587,,0.036228702189524675,,-0.034283347738216285,,-0.001981228477221375,0.033014250489723285,0.018612984188551174,
4,,0.011390849009224269,,-0.01422891015619765,,,0.03166305442154016,,-0.04383179553998523,,-0.008359288298439349,,-0.03436171494530349,,0.022955024890537246,0.010351836655323687,0.03472233236267552,
5,,-0.01161081495462346,,-0.024173709914040664,,,,,-0.03785839218596215,,-0.032665488054592906,,-0.04956946957319763,,0.03218479344401226,0.011976076296488003,0.020873117718305245,
6,,0.03502460310391653,,-0.03080948937120276,,,,,-0.026962808502689672,,-0.003976912567453805,,,,0.0285661519051561,0.0033172615409076123,-0.01749450284392573,
7,,0.027975604802222165,,-0.05363298672557315,,,,,-0.04034468506480665,,-0.01627481629354799,,,,0.04004332519326015,-0.0029890886615859813,-0.06452806069146799,
8,,-0.0018756277715765712,,-0.028069249498841486,,,,,-0.01258680318335853,,0.010054713145185357,,,,0.061809587922778686,-0.017080355942586056,,
9,,0.020749413431209618,,-0.01525549462089204,,,,,-0.007340778077534804,,0.004472234237807182,,,,0.05786247611992179,0.008173521238506343,,
10,,-0.028675618770273914,,-0.02586368318967125,,,,,-0.00854265264387638,,0.020559936056464334,,,,0.06435223897390063,-0.006112674542257057,,
11,,0.052378855574313654,,-0.021150708419144237,,,,,-0.01626720078999916,,0.016483568002631177,,,,0.051350564609971894,0.016819760748897128,,
12,,0.0818736967456064,,-0.04779391987975945,,,,,0.03647413977550745,,-0.02426310905303586,,,,0.05620124706298801,0.06552433481774189,,
13,,,,-0.0625140619523119,,,,,0.0008269479037760763,,-0.022759340333801337,,,,0.06338456768729506,,,
14,,,,-0.0837524036553643,,,,,0.010344198104767777,,-0.010588562545009506,,,,0.06028690777149803,,,
15,,,,,,,,,0.030620873200679355,,0.009267591211114201,,,,0.062153944140702855,,,
16,,,,,,,,,0.040430807663836166,,0.004821738911782614,,,,0.06311685623753549,,,
17,,,,,,,,,0.0638374899370115,,-0.00685779018849253,,,,0.06474809877318322,,,
18,,,,,,,,,,,0.008058783646053502,,,,0.07675131311934846,,,
19,,,,,,,,,,,-0.02824592868378062,,,,,,,
20,,,,,,,,,,,-0.008409670163904703,,,,,,,
21,,,,,,,,,,,0.02535919037369405,,,,,,,
22,,,,,,,,,,,0.03773346689131385,,,,,,,
23,,,,,,,,,,,0.040428023555854065,,,,,,,
24,,,,,,,,,,,0.046790622596374565,,,,,,,
25,,,,,,,,,,,0.035734878929286396,,,,,,,
26,,,,,,,,,,,0.007440796662996796,,,,,,,
27,,,,,,,,,,,0.001473594743341522,,,,,,,
28,,,,,,,,,,,-0.0019846106906729055,,,,,,,
29,,,,,,,,,,,-0.005657025000234128,,,,,,,
30,,,,,,,,,,,-0.009824416409740966,,,,,,,
31,,,,,,,,,,,-0.010940193344191051,,,,,,,
32,,,,,,,,,,,-0.0030506029768977427,,,,,,,
33,,,,,,,,,,,-0.027297502196801382,,,,,,,
34,,,,,,,,,,,-0.0009977528625313425,,,,,,,
35,,,,,,,,,,,0.032448219067466866,,,,,,,
36,,,,,,,,,,,0.059541378167451864,,,,,,,
